"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","fisher_p","fisher_or","fisher_ci_low","fisher_ci_high","or_ha","or_ha_ci_low","or_ha_ci_high","cutoff_used"
"Calprotectin","paired_t",9,0.3273773608129061,-1.1995756421768349,0.26462297847942873,"37.797 ± 22.729","24.168 ± 20.449",37.79666666666667,22.728599824890225,28.99,23.53,52.03,10.83,72,61.17,24.16777777777778,20.44866118953621,16,16,19.38,0.03,64.8,64.77,-13.62888888888889,-39.828382302229564,12.570604524451783,"cohen_d_paired",-0.39985854739227833,0.9999999999999999,1.6961766724354306,0.1405759341239683,26.987437874666824,1.6153846153846154,-39.828382302229564,12.570604524451783,50
