"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","p_fdr"
"ALT","paired_t",9,0.20229227014720652,-2.2413628217808252,0.05530771441023253,"43.444 ± 28.439","30.556 ± 16.546",43.44444444444444,28.439018579722084,32,24,49,17,104,87,30.555555555555557,16.546231527987807,25,21,29,20,72,52,-12.88888888888889,-26.149495688974017,0.37171791119624237,"cohen_d_paired",-0.7471209405936085,0.13153267675654987
"AST","paired_t",9,0.358412748107517,-1.939197022863215,0.08845590658942175,"35.667 ± 14.782","28.889 ± 7.201",35.666666666666664,14.781745499094482,32,26,40,20,70,50,28.88888888888889,7.2014659001561006,29,25,33,18,41,23,-6.777777777777778,-14.837600167548908,1.2820446119933535,"cohen_d_paired",-0.6463990076210717,0.13153267675654987
"GGT","paired_t",9,0.059270795924497986,-1.679677532867563,0.13153267675654987,"22.444 ± 12.441","17.444 ± 4.613",22.444444444444443,12.440971737681014,21,14,24,9,52,43,17.444444444444443,4.612784167699349,19,14,19,12,26,14,-5,-11.864425135422666,1.8644251354226662,"cohen_d_paired",-0.55989251095585435,0.13153267675654987
