taxon,lfc_(Intercept),lfc_GGT,lfc_Age,lfc_Sexmale,se_(Intercept),se_GGT,se_Age,se_Sexmale,W_(Intercept),W_GGT,W_Age,W_Sexmale,p_(Intercept),p_GGT,p_Age,p_Sexmale,q_(Intercept),q_GGT,q_Age,q_Sexmale,diff_(Intercept),diff_GGT,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_GGT,passed_ss_Age,passed_ss_Sexmale
Streptococcus_mitis,0.0352631793180656,-0.003256797576342947,-0.007516078631588073,0.3978447257046384,0.3166425503051492,0.0022820716719274777,0.009074392144367715,0.26478197130495257,0.11136588965722512,-1.4271232654109407,-0.828273509895993,1.5025370637732578,0.914452203633692,0.19659184315621994,0.4348427855329001,0.1766588655960016,1,0.2822238729972728,0.7373421145992655,0.3214650108997237,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_sanguinis,-0.42350920217813015,0.026807633602528753,-0.01264240752364735,0.3279685022678535,0.3717795671450992,0.0017885968464225752,0.008625977079224845,0.24492749379255577,-1.1391406080497204,14.988080548250705,-1.4656203474150007,1.3390432294449977,0.29807226179455504,5.5560774125252314e-6,0.19310482784415833,0.2290531007280648,0.5166585871105621,2.4076335454276002e-5,0.43034790205269574,0.3999882505251281,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Actinomyces_sp_ICM47,0.8553340269919281,0.014395480875059355,7.068240055605348e-4,-1.5703356161839885,0.27697215311440926,0.0021503538113983134,0.007711832702042473,0.2576916815298856,3.0881589263546436,6.694470834870838,0.09165447862650508,-6.093854511954318,0.0908022303125951,0.021593383315708852,0.9353261781243201,0.025887617786612097,0.21247721893147253,0.0363514510494667,1,0.08531975439531311,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Enterocloster_clostridioformis,0.7082784308114854,-0.013353337158185503,-0.029909689440570705,1.3799361291925947,0.372721791608317,0.00248937876051692,0.013278895715180693,0.43450072025232056,1.9002871491769273,-5.364124322894392,-2.2524229485722493,3.175912178905588,0.10612756523639667,0.0017213641527634978,0.06522365020349381,0.01917475849770249,0.23651285966968402,0.003596421533452308,0.2082362947970281,0.07122053156289497,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Ruminococcus_gnavus,0.2583501992862196,0.006396795446998136,-0.0024747163483579346,-0.639149274395119,0.5701023131384187,0.0031727719881726253,0.018048373760062332,0.5744397042495887,0.453164622090374,2.01615353099559,-0.13711575243604596,-1.1126481503051096,0.6540511524702313,0.05383321842399041,0.8919566681746547,0.2756682088051699,0.962565847031661,0.08233315758963239,1,0.45792307029566975,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Longicatena_caecimuris,-0.07616933624532443,-0.007175542001092897,-0.01969355477587833,1.328288046053432,0.38583862599860236,0.0018008800478109448,0.00850995161520198,0.24802362199535127,-0.19741241833470644,-3.984464156741094,-2.314179406225791,5.355490075370032,0.8561233750344487,0.028295049388057877,0.10363401224747128,0.012737388115907812,1,0.04630098990773107,0.28869474840367,0.05519534850226718,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Clostridium_symbiosum,0.05929176190567157,0.0391316173308366,-0.026144332769780995,0.05662953624856463,0.2705437113706296,0.001752935973926652,0.00728415923572001,0.18293889294449192,0.21915779008607303,22.323472113576457,-3.5892039044910766,0.3095543836364386,0.8405910874741761,1.9681447237645237e-4,0.037043988263465936,0.7771553805301519,1,5.117176281787762e-4,0.14899901118154601,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Streptococcus_thermophilus,-1.3120624564583137,0.006678763703945479,0.03582415588818071,-0.46069703784236743,0.48476070168474217,0.003347719409275074,0.01736340529392211,0.5959845171525402,-2.706618857300847,1.9950189628920303,2.063198737906591,-0.7730016881033398,0.01624173728989089,0.06453731892013768,0.05684803409895498,0.4515312799969271,0.06334277543057448,0.09806319887865077,0.1900348568450781,0.6600631545930752,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Eggerthella_lenta,0.988156339428133,-0.011635643414875553,-0.01419465893721102,-0.602360781372082,0.5133418424681254,0.0034983814169252314,0.01895835383788779,0.6501939200812791,1.9249479736097879,-3.326007667026272,-0.7487284528281856,-0.926432503854823,0.06568644088135055,0.002724161259339475,0.46100773218459923,0.36307903078169557,0.16890799083775856,0.005402150293944382,0.7705414952228302,0.5731544430163336,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Erysipelatoclostridium_ramosum,0.6147632169105943,-1.9965316859093602e-4,-0.01682054443248331,-0.5324351442274872,0.4593234597734395,0.0033290666385453506,0.015774221620609527,0.4619889619942092,1.3384102288479347,-0.05997271615991901,-1.0663311849572805,-1.152484557053467,0.19838928950001455,0.9528767540389256,0.30118453265711553,0.2650712046074721,0.38051716182789674,1,0.592245215477017,0.4494685643344092,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruminococcus_torques,-0.8348981277230173,0.007114381657298377,0.05844936682181829,-1.5945253844896026,0.5136919492051047,0.002444523492493009,0.011031418062564143,0.39904893249972456,-1.6252894930803417,2.9103347458702005,5.298445448293736,-3.9958141837422487,0.12148121161575524,0.009334617081760475,4.8888118597114656e-5,8.47695496304802e-4,0.2560955271899705,0.01667404883306833,0.005719909875862415,0.011020041451962427,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
