taxon,lfc_(Intercept),lfc_Elastase,lfc_Age,lfc_Sexmale,se_(Intercept),se_Elastase,se_Age,se_Sexmale,W_(Intercept),W_Elastase,W_Age,W_Sexmale,p_(Intercept),p_Elastase,p_Age,p_Sexmale,q_(Intercept),q_Elastase,q_Age,q_Sexmale,diff_(Intercept),diff_Elastase,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_Elastase,passed_ss_Age,passed_ss_Sexmale
Granulicatella_SGB8255,-2.5407509758747766,0.066820426382669,0.0376189596540907,-4.542957732350668e-4,0.3510782057945379,0.0011645293476638043,0.01737281190536317,0.4485918415474323,-7.236994304800864,57.37977021937607,2.1653926755793247,-0.0010127151926525428,1.7185229642596684e-4,1.281132126816463e-10,0.06707175034281325,0.999220226769731,0.007459512600766126,3.2796982446501454e-8,0.3902356383581862,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Roseburia_sp_AF02_12,1.0349407111823221,0.007428584027521857,-0.09060944940994496,NA,0.9024090752362621,0.006193129867035037,0.1005347120830505,NA,1.1468642543420362,1.199487849764451,-0.9012752663487373,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Granulicatella_adiacens,-51.703276826403375,3.213036754933421,0.13704736311818094,0.07229811813679135,0.2758639151269654,2.136861918053426e-4,0.009074704145446796,0.18453468511410898,-187.4231241973316,15036.239486453745,15.102130154506913,0.3917860649995693,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_SGB4793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_naeslundii,-3.242676241620108,0.24810012441956578,-0.358898947201108,5.189623991036632,0.42741723758874267,5.74936385698942e-4,0.010568948417274838,0.3738415311155208,-7.586676335080767,431.5262185362542,-33.957867238191014,13.881881918124785,0.0834319080381826,0.0014752721977161222,0.01874192622508448,0.045780680333315255,0.3501404665208975,0.010290956987987272,0.1919173245448651,0.283348960380395,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Gemella_haemolysans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Clostridium_paraputrificum,52.27391871862711,-0.019308926094003982,-1.0771679608134601,-30.929135391923282,0.29602298232421204,2.262665543556767e-4,0.008909134689603618,0.19687740245504037,176.58736598152151,-85.33707577325623,-120.90601369742959,-157.09845318071163,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rothia_mucilaginosa,-0.7815504178460597,-0.010081857644672794,0.02381215096864272,0.9801917781279218,0.6707031941758245,0.0039694477594767776,0.062162950122463166,0.9582889057048061,-1.1652701591893369,-2.5398640454715817,0.3830601816955591,1.022856230822172,0.2648461522733626,0.024660841154051764,0.7078656269942789,0.32503384702045146,0.6396284432262342,0.09565417174904926,1,0.8404915640124806,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Streptococcus_vestibularis,-3.757958022814331,0.008330683144770135,0.05155571340325152,1.5576243804597045,0.2967764553312874,0.0010331547735365106,0.010550234620309696,0.5546870335492267,-12.662588137658613,8.06334477481436,4.886688804437045,2.8081139205527696,0.006178957863820578,0.015034487189066114,0.039417138662965874,0.10686868077512292,0.06289731504316327,0.06635911586898147,0.2988791325411211,0.4448184250551062,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterocloster_bolteae,1.1362833440544873,0.004772669406586268,-0.040093682413366326,-1.242188715017421,1.4114419110839138,0.0051977733689583545,0.0835845109143282,1.3084908328611544,0.8050514407510266,0.9182142174741879,-0.4796783755121955,-0.9493293218579477,0.4395115488446072,0.38012060135796644,0.6417744886735268,0.36483135418512025,0.8919575245205615,0.8536041574354334,1,0.8983342358557584,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Lachnospira_pectinoschiza,-3.342176854092595,-0.009255609533409372,0.11071425342987541,NA,1.042258360731917,0.0060764346490834375,0.09899851136687696,NA,-3.2066683079861122,-1.523197412286081,1.1183426084012644,NA,0.08503025248888241,0.26716235999499194,0.3797209952872993,1,0.3510926554379661,0.6705251388109601,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_infantis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Butyricicoccus_SGB14985,-6.295849058037311,0.00163569703168952,0.15653013993275042,NA,0.4315754827542737,9.903981084802794e-4,0.01138433076908989,NA,-14.58806004886515,1.6515550844492446,13.749612788636856,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterococcus_faecalis,4.482741596185568,0.010419039351345265,-0.10204613817874304,-4.194294464977754,0.6490359810088917,0.0019147570028852925,0.020006865117829085,0.7987251729879403,6.906769004111893,5.441442091944364,-5.100556113001671,-5.251236103261118,4.5539652029889533e-4,0.0016001919063075058,0.002220187870753278,0.0019175122563998195,0.01457268864956465,0.010503823795249268,0.08252818949643399,0.04803639587595232,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Veillonella_atypica,20.486906782833586,-1.3843291836282654,0.049678201243885944,-3.4954731488816626,0.8820439675098575,0.002001273644282687,0.029803086739808506,0.9340861238061582,23.22662762568537,-691.7240866000851,1.6668810743529427,-3.7421315441862233,1.7483232658045607e-4,6.662984190289203e-9,0.19412885852439402,0.03329573698402423,0.007459512600766126,6.085502093173876e-7,0.730838055621248,0.25935179139941705,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dorea_longicatena,0.11392212939878872,-0.002194697286164547,0.018203452488634864,0.41014222926557153,0.9149236269977861,0.0052055319482195335,0.08406347071129276,1.0630912492446842,0.12451545247837871,-0.4216086478760748,0.21654414616251957,0.3858015288499209,0.9031534624900059,0.6814319682233896,0.8325272064429378,0.7070006582669554,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_bifidum,-1.0268668940291932,-0.0044215909431253924,0.06034441991121054,1.5164481666249734,1.1469591652084843,0.004780560575651877,0.07792296981739359,1.117065025228653,-0.8952950769110758,-0.9249105566500356,0.7744111916245362,1.3575289999922524,0.42123578250973165,0.4073602202652615,0.481915508896101,0.24615170687659543,0.8767183766056205,0.8990018654129909,1,0.6997791172651165,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_wexlerae,-0.21580149583330296,0.004574464874388676,-0.008193630748292444,0.9123584270552325,1.2590233316192163,0.0059974725657581185,0.09186990399539326,1.4424701212476543,-0.17140388935903436,0.7627321049380131,-0.08918732241957396,0.6324972792268962,0.8660552301613264,0.45672180037971566,0.9300398991162581,0.5359970052879395,1,0.9662874454314646,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_longum,2.371210483283593,0.0010394283195968236,-0.05629218777295595,-0.4525206006040427,0.8223430958008572,0.0025146272670726845,0.03271016598853664,0.9917875535829608,2.883480745921916,0.41335283889084595,-1.7209386156182664,-0.4562676744321438,0.011369084976149225,0.6851969430684488,0.10581628551447796,0.6547341116634191,0.10036157772048972,1,0.5209417133020453,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_pseudocatenulatum,6.999260019502782,0.03791186987253632,-0.8110881910955186,0.5943114696644041,0.8654784940155843,0.0018504203815367134,0.022515332824532948,0.829943056122321,8.087156489617811,20.488247022577518,-36.02381530028942,0.7160870439005295,0.07832228465353534,0.031047798296925347,0.01766765456121004,0.6043782177376416,0.33417508118841743,0.11354623377161269,0.18845498198624044,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Anaerobutyricum_soehngenii,0.04255690672856342,0.005720579919079089,-0.026515196325033637,0.8053610824814433,0.8397366989827402,0.005142386527234665,0.08353942816517032,0.9871933002039965,0.05067886967440747,1.1124367817903702,-0.3173973883638395,0.815808902182603,0.9604899695154663,0.28967099759792897,0.7568853390006791,0.4319204260349573,1,0.7062454798578078,1,0.9894565730660098,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_mutans,13.598217921703956,-1.005835776231898,0.030351400945018387,-0.8794617364406637,0.3106258515428155,5.473982464551365e-4,0.012309240039710035,0.24911876826906168,43.776839094893,-1837.4844690232924,2.465741251864755,-3.5302909634283264,0.014539859180502733,3.464626342420642e-4,0.24528207011848485,0.17572723757438313,0.12007109516802257,0.0032849790505914233,0.872114027087946,0.5967332574306021,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Anaerobutyricum_hallii,0.4874815437610553,0.004012350038379662,-0.016562965563980563,-0.25994358530114015,0.8360208951707558,0.0013389830230307702,0.02014158285019497,0.7016618914400734,0.583097320386338,2.9965652807888192,-0.8223269088218771,-0.37046843853474554,0.5706237934885016,0.011137560778895324,0.4269291242066514,0.7174901351061298,1,0.05590618743916084,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_parvula,-1.6197287220077994,-0.012878588779095073,-0.010642987168105104,4.043825205336911,0.8375000871422694,0.0036545321159440107,0.05461880679616613,1.0820281835296992,-1.934004242954365,-3.5240048166243505,-0.19485938621515564,3.737264210757887,0.11091964463821438,0.016847029826860274,0.8531734612414563,0.013469527968598696,0.4149628962962224,0.0730989768758683,1,0.16419995999815554,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Coprococcus_catus,1.759869172995706,-0.005782966980890319,0.030141284270775018,-3.0218508177488537,0.7907568668182452,0.005172450949204365,0.0841409327368886,0.9831640836829043,2.2255502883925136,-1.1180322515730894,0.3582237953675625,-3.0735976505865508,0.061372517985371355,0.3004494375692251,0.7307350919614422,0.017976367095008997,0.2865248972957626,0.7121764446085336,1,0.19325593071913477,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Dorea_formicigenerans,0.5492307186093003,0.0040410905412411905,-0.020778780309926054,0.15658494389896044,0.9282623133518214,0.0052122683594284305,0.08404767925677412,1.0564123745717318,0.5916762004762505,0.7753036226408593,-0.24722610420264896,0.1482233147471789,0.5672019406071098,0.45610290525675623,0.8097349649410779,0.8851127616007644,1,0.9662874454314646,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Megasphaera_micronuciformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_faecis,-0.1406156704341812,0.004623485719385456,0.012815665610235215,-0.9739499268735681,1.039610573967025,0.005992719959148593,0.0949378170548214,1.2100651465350674,-0.1352580225281946,0.7715170658570756,0.13499010202472708,-0.8048739604329587,0.8942062429840938,0.45238410848675825,0.894414445786152,0.43346545453265906,1,0.9662874454314646,1,0.9894565730660098,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_caecimuris,1.6326362956145009,0.002091268935045221,-0.049621680848819294,-0.9221278616752082,0.7709227819233975,0.0015003087693622674,0.0186965167036557,0.7279791530941797,2.117768904871626,1.3938923625262494,-2.654060199305299,-1.2666954235651184,0.06326647410885418,0.19680535905214602,0.026300587306548544,0.2370621780693404,0.2865248972957626,0.5248142908057227,0.258959628864478,0.6919891354332919,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
GGB3550_SGB4746,1.7081542812627832,0.002530375755182881,-0.0863331117414942,0.964195982311102,0.30260617995412126,3.4340682507271814e-4,0.010489680717780506,0.20161072774535052,5.644809638460655,7.368449228250083,-8.230289754687718,4.782463676878117,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
GGB3653_SGB4964,0.3642919508057696,-0.004652342037910918,-0.0019403350875585265,1.044154664741255,0.8132684748502921,0.005154812712356829,0.08389484510624534,0.9879565980065242,0.4479356597129,-0.9025239708047168,-0.02312818010571764,1.056883133174196,0.7318965633371752,0.5325887898391306,0.9852787677296151,0.48239875709866925,1,1,1,0.9959200146553171,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Phocaeicola_vulgatus,1.2951002876604807,-0.002115920345034891,-0.04340944882301029,1.0839843091995116,1.065366119541753,0.006357179638173922,0.09342917347337042,1.3863794832249976,1.215638702887927,-0.332839476853714,-0.4646241340814498,0.7818813840767075,0.2635246959660692,0.7490016277753065,0.6563061259660756,0.4599088284666739,0.6396284432262342,1,1,0.9894565730660098,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_gordonii,-3.614764634266687,0.1865133474521896,0.006762348900450453,1.75213306505407,0.717271035497101,0.004768335819519974,0.07722097358019993,0.9375888984289815,-5.039607701099338,39.1149773236747,0.08757140174394762,1.8687647304590893,0.015062874410231748,3.676381391747977e-5,0.9357352603240269,0.15844724979409977,0.12050299528185399,4.953440190986747e-4,1,0.5712551282664232,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Intestinibacter_bartlettii,-0.1453557753164702,-0.003567379775784555,0.041687315090929954,-1.0839697327739164,0.8743348052620575,0.005688624803010471,0.09135694481010283,1.1065481555685157,-0.1662472710015288,-0.6271075873903066,0.45631249137744706,-0.9795956256571599,0.8720872052862615,0.5480640746644854,0.6602982286770054,0.3559767863434038,1,1,1,0.8946374340829515,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Oscillospiraceae_bacterium_CLA_AA_H250,7.876580300332477,-0.1251784762441299,-0.09814776779844536,-3.0671643410526435,0.5062682844606474,0.001084794959921775,0.02011340148681884,0.4276659326579259,15.558115216962063,-115.39367426002475,-4.879720014676072,-7.171869692753746,5.770030683971723e-4,1.4348527609414144e-6,0.0164526188972979,0.005584479323983083,0.016412531723297347,3.3392936981909285e-5,0.1831248016394897,0.08409568864350996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Tyzzerella_nexilis,-1.7219069893692385,0.047031774142056774,0.0520104823837102,-0.29367654639780805,0.4151546234134702,7.662083014027746e-4,0.015828138137860433,0.31879561415656055,-4.147628117956229,61.38249097008082,3.285950749905491,-0.9212063571664555,0.053507197508438305,2.65300536477663e-4,0.08145814544529037,0.45419239963871116,0.2853717200450043,0.0027166774935312695,0.43444344237488197,0.9894565730660098,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Dialister_pneumosintes,50.41080801441251,-1.2141082440342454,0.010855399560361148,-31.09104666280106,0.27546572937203695,1.460280666306804e-4,0.008963709991651395,0.17540238177629758,183.00210385274085,-8314.211589918854,1.2110386849275168,-177.255555756669,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_rogosae,102.23289550358074,-6.629316237953831,-0.027858007967908764,0.5006219041520339,0.32992677000440285,5.598318358032191e-4,0.012123734637581351,0.27736061157517256,309.86541498956404,-11841.620668896787,-2.297807466154369,1.8049495251287735,1.0414705729019534e-5,7.1314477654381366e-9,0.148371164025958,0.21284317865980187,0.0013330823333145003,6.085502093173876e-7,0.6330502998440876,0.6486649254393961,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Rothia_SGB49305,-0.6643882584405604,-0.0010399922418748073,0.02331231379408083,0.2674879244165951,0.5589604107473147,0.0016821223049474801,0.02061526647514527,0.6948906208099191,-1.1886141588315557,-0.6182619651472241,1.130827671919121,0.3849352925570194,0.28796245535353127,0.563475105119478,0.30943357810753164,0.7161152638914972,0.6763154914725138,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Streptococcus_oralis,-0.5603621496916699,-0.007094376036934997,0.013605955611976469,0.7753008780972931,0.48245451168521386,0.0013153387451543014,0.019883828811704515,0.5748750778453924,-1.161481831176839,-5.393573376493795,0.6842724175922995,1.3486423537494237,0.31003150489488085,0.0057166294330896926,0.5313902639393057,0.24874960809033436,0.7150276148926982,0.0298664721402237,1,0.6997791172651165,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Streptococcus_intermedius,32.09212903493269,-2.0547925513003684,-0.18580767243288296,4.523210482049202,0.3039657351567262,6.531316585738767e-4,0.011231787121483533,0.31202323861856407,105.57811398836067,-3146.0617845214247,-16.54301941651658,14.496389762746633,0.006029665730834265,2.023544973146306e-4,0.03843591340072222,0.043846284997394944,0.06289731504316327,0.0022522935353280625,0.2988791325411211,0.28061622398332764,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Gemella_morbillorum,-12.049916411611523,0.5047866774883059,0.22536308697649854,NA,0.31733709418627903,6.809457750299927e-4,0.011876734194254791,NA,-37.971975644732346,741.3023121643896,18.975173081293246,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Fusobacterium_nucleatum,-2.625654042669805,-0.004889626346816533,0.08451937685768765,2.1545204112469927,0.3022537046214793,4.043226498698851e-4,0.00976851885738841,0.3080824236523887,-8.686920962500638,-12.093377277750978,8.65222026917228,6.993324661967576,0.0032102094441172103,0.0012168572231168353,0.003247788875525128,0.006002617816696949,0.04337939961362086,0.009330908458130633,0.08992660040388505,0.08537056450413438,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Streptococcus_anginosus,-0.4664834019969885,-0.005218393726597018,-0.0013493488398643168,1.2427365725795914,0.9860181077825865,0.0044446222913875595,0.06914077908645622,1.0624346909715174,-0.47309821017997616,-1.1740916065486176,-0.019515962326329017,1.1697063199651372,0.6560761350294945,0.29323083054820015,0.9851843488436749,0.29483839855032495,1,0.7081801190598042,1,0.8029641492434382,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Corynebacterium_durum,0.5799496106061536,0.08173263948190737,-0.08313368596238643,NA,0.39147853410582617,4.839010490994415e-4,0.010135028931193245,NA,1.4814339997742483,168.90362117216932,-8.202609635037195,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Eubacterium_rectale,0.4391816252284854,0.0024239938129044544,-5.763975161391192e-4,-0.3142170480358131,1.0743064415240122,0.0015980106018281415,0.02451392903940626,0.7806631646685902,0.40880479559022465,1.5168821847185363,-0.023513061297214224,-0.4025001591681421,0.6922393466842731,0.16360553815649484,0.9817540908460809,0.6967084059591084,1,0.4568200849246483,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Lacticaseibacillus_rhamnosus,0.8015420736801767,3.7483639713426794e-4,-0.0447316903091527,2.1055471106641055,0.5423918365188544,0.0020194309664356403,0.019310194617059465,0.7121478845346548,1.4777915516291402,0.18561486050492038,-2.316480553211762,2.956614990213658,0.3787293235907008,0.8831635833738996,0.2594371496240208,0.20763114473916475,0.8262374220801771,1,0.9098069904623195,0.6455912021050835,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Coprococcus_comes,3.5349612739895755,-0.05695936773963592,-0.0033669764735967645,-1.6554263810873286,1.053837014966526,0.00564199269051972,0.0922184938191368,1.1561824374757128,3.3543719036115465,-10.095611757056181,-0.03651085952672612,-1.4318037771803667,0.012177695645448943,2.0092652131659864e-5,0.9718943985883239,0.19529810436141712,0.10391633617449765,3.214824341065578e-4,1,0.6328647432471238,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Faecalibacterium_prausnitzii,0.24603811840983764,-0.0035240471783342686,-0.006335875311464573,1.2574918580710244,0.5769940336341305,8.136916249093569e-4,0.016491094542435976,0.4856962003972521,0.42641362660233223,-4.330937016497913,-0.384199805244017,2.589050227369534,0.6788399471476408,0.0014873648771700353,0.708873575013703,0.02699391095021158,1,0.010290956987987272,1,0.2328109825248945,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Latilactobacillus_sakei,1.3981830264768544,0.013113259573436755,-0.08284419087430224,0.9244368390616935,0.6937414606817298,0.00470381679264916,0.0758180567539452,0.918521268166497,2.0154237647882254,2.7877913089492266,-1.0926709865851505,1.0064403200015224,0.1372617025440729,0.06854464596210305,0.3544294198720999,0.38834773427225094,0.44479741583902105,0.21399304105241929,1,0.9291310277915535,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
GGB51647_SGB4348,0.4858698148434025,-0.0036239532961733134,0.02007829204774811,-0.047293273989126236,0.8474838169904512,0.005932088380121603,0.09622697145252544,1.0706383558043404,0.5733086639563254,-0.6109068280771341,0.20865555409954825,-0.04417296814814385,0.606591183724102,0.5844345240739193,0.8480810760155907,0.9675422935793706,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_johnsonii,-1.1695683437998272,0.0037450530093349832,-0.002391869818439156,0.7257767546582548,0.39750545474428933,8.271736354262101e-4,0.013191698523089468,0.38958544520904004,-2.94226992319438,4.5275294677462785,-0.18131628874421737,1.8629462768272167,0.20857270537369588,0.13838901150419156,0.8858110237740487,0.31362441793588863,0.5747281278167661,0.393639854945256,1,0.8277098040369845,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruminococcus_lactaris,-6.063570374495809,NA,0.1067209810283569,4.375889450698202,0.29909177634176387,NA,0.010661561406547782,0.2629964988006747,-20.27327681376012,NA,10.009882882896907,16.638584432314794,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Mediterraneibacter_glycyrrhizinilyticus,-1.4125501325048198,0.005017408224772126,0.006444965685304203,1.6021016253157339,0.6326923598728105,0.0017508286124322046,0.01702083049367704,0.512219209789235,-2.2326018490072856,2.865733509919098,0.37865165790226285,3.127765602494599,0.06702558607732419,0.028586266878867554,0.7179829904607622,0.020382461443033746,0.29082288196262696,0.10605919305782745,1,0.19325593071913477,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Phocaeicola_dorei,-2.269484410954221,-6.065437042243804e-5,0.10373101573138202,0.153285231107439,1.2385170384755297,0.0057573477732137,0.09358867381217859,1.2393058015832903,-1.832420823009179,-0.010535123604072525,1.1083714674657952,0.12368636611852181,0.10955584675368955,0.9918883064446069,0.30432506828276495,0.905040221512529,0.4149628962962224,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ligilactobacillus_saerimneri,-8.50580671742432,0.5948353775124336,NA,NA,0.28906471357032976,4.228329374779571e-4,NA,NA,-29.42526817737942,1406.7858125254097,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_massiliensis,1695.753573885456,-3.788919515326588,-0.0678543830669961,-1634.8099002179017,0.6565094823226735,0.004523341894124807,0.07361635825735317,0.8265053362183828,2582.9841297737653,-837.6372169098843,-0.9217296898847677,-1977.9786391916834,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_animalis,-0.23420556149035104,0.005615523112911092,-0.0023925102071274285,-3.7760568024705026,1.009313850349476,0.005258876326350143,0.08646763564020038,1.1169197756816704,-0.23204433527713614,1.0678180593017434,-0.02766943017943591,-3.3807771020670905,0.854844871752719,0.4791283148498458,0.9823895869024328,0.18308543690429802,1,0.9891681338835526,1,0.6086996343831207,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_SGB59878,1.5949262169656806,-0.03198543814552488,-0.03134491473437483,NA,0.29318318997363174,4.51320815575296e-4,0.010253026312317374,NA,5.440032960652092,-70.87073549832446,-3.057137841996848,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Lactococcus_lactis,1.0879619335209243,0.0024304504222405995,-0.0031557504612336196,-1.8465675210150374,0.6862875680394134,0.001517691592731944,0.014867128705021885,0.6804479249072394,1.5852857959077045,1.6014125886179746,-0.21226361349570183,-2.7137528875068093,0.17375738867935944,0.17018525109805305,0.8402832685078454,0.0420873039135331,0.4997965337293934,0.46846692775378046,1,0.27626537953498653,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteroides_uniformis,1.0369625578447883,0.009010196974340233,-0.0767908325914779,-1.0386778658804374,1.1610154342169692,0.006698046694815826,0.10560378416133556,1.3575911305360253,0.8931513977194915,1.3451976949211137,-0.7271598570195283,-0.7650888713970386,0.39503054984120156,0.21147299446182102,0.48561178892187773,0.4638077686246921,0.8498136198264504,0.5524192508390426,1,0.9894565730660098,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Parabacteroides_merdae,2.106758548719186,2.5647573876540187e-4,-0.03585183957759043,-1.6824324061224187,0.44206770964180003,0.0014796652236629371,0.015659843819238645,0.7099952141963694,4.765692003214297,0.17333362619045117,-2.2894123333174776,-2.369639079929198,0.00503397415822588,0.8691878861371788,0.07070125412695222,0.06398130999625892,0.05857715384117388,1,0.3934678490543428,0.3275843071808457,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Parabacteroides_distasonis,2.110936237005152,-0.0041161614377258115,-0.01805984947786861,-2.1884184793788224,1.0181181422543377,0.005394642225828061,0.08517775731945192,1.24567444807657,2.073370613287643,-0.7630091608334588,-0.21202541656663584,-1.7568141361155247,0.06491579704357121,0.46307752183058914,0.8363463358011336,0.10946703429090505,0.2865248972957626,0.9715226472246322,1,0.4448184250551062,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Gemmiger_formicilis,4.345361579355518,0.003612873078426584,-0.02340583742895811,-2.9680320016578867,0.6597482499691346,0.0018312833115058005,0.027815385498289866,0.7230465765200539,6.586393491091199,1.9728640870187608,-0.8414708985571003,-4.1048973856465905,0.09592421028047705,0.2986601659244673,0.5546707221553733,0.15212470644312517,0.372069664118214,0.7121764446085336,1,0.5563417835634292,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Anaerostipes_caccae,12.360321101233694,-0.009795186863435815,-0.18148481205630257,-6.971404199755834,1.0105467316448826,0.0019169680100135805,0.023949700645193854,0.8685495979862747,12.231320644731202,-5.109728911629789,-7.577748663540074,-8.026489466944637,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_breve,3.4903085548938724,-0.0920675855337851,NA,NA,0.6444795740316946,0.0018475769398491508,NA,NA,5.415700815868252,-49.83152990711291,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Acidaminococcus_intestini,41.40429536025697,-2.5134730399990186,-0.14604263060117725,NA,0.27875117118377735,0.0010426393015430695,0.010362676927230542,NA,148.53496465835332,-2410.683192432097,-14.093137480472201,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
