taxon,lfc_(Intercept),lfc_Calprotectin,lfc_Age,lfc_Sexmale,se_(Intercept),se_Calprotectin,se_Age,se_Sexmale,W_(Intercept),W_Calprotectin,W_Age,W_Sexmale,p_(Intercept),p_Calprotectin,p_Age,p_Sexmale,q_(Intercept),q_Calprotectin,q_Age,q_Sexmale,diff_(Intercept),diff_Calprotectin,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_Calprotectin,passed_ss_Age,passed_ss_Sexmale
Streptococcus_mitis,0.4041721847935353,-0.022436303863132973,-0.004739716527945027,-2.1705733833158347,2.1700298922127823,0.07270968424177399,0.01870487256669394,0.30703761291032017,0.18625189737888836,-0.30857380412391633,-0.2533947510759634,-7.069405480135158,0.8641298519269667,0.7778324097248467,0.8163358735359263,0.005819564566298942,1,1,1,0.17022226356424405,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_sanguinis,-22.3433535868484,0.7293624888384448,0.17646393553449108,2.2456873850401613,2.452828528660411,0.08867189081521859,0.02607012922894868,0.8694379581399904,-9.10921955031688,8.225408098698914,6.768817062039829,2.5829184981116016,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_sp_ICM47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterocloster_clostridioformis,-0.6980397560443186,-0.012202778112345552,0.003594323614168478,4.638087104682967,3.022851817944432,0.10333428832373495,0.025334397621406653,1.015591877856617,-0.23092093098992603,-0.11809030971516049,0.14187523492294934,4.566880856187567,0.855523679690731,0.9251679420606649,0.9102782133984739,0.1372333070518467,1,1,1,0.5442812516971547,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruminococcus_gnavus,1.4231865299225024,-0.03635244221070809,-0.015427580530966236,-2.1251352286022422,4.5793717696654666,0.15760394547280518,0.04022903613966724,1.7300430560262485,0.31078204642609075,-0.23065692994964243,-0.38349366555551406,-1.2283712946910608,0.760545235852993,0.8209179076052168,0.7071144062400481,0.23955810653812717,1,1,1,0.7418679100027054,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Longicatena_caecimuris,4.94456745306047,-0.20941480426598255,-0.04581222600677869,0.21659930492901305,1.716444480119515,0.04984137552321271,0.015452950292583117,0.327247184803423,2.88070340190449,-4.201625698882476,-2.9646265042842326,0.661882867102811,0.212708913863282,0.1487500277495936,0.20710885577227361,0.6277789704096342,1,1,0.8502363552756497,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_symbiosum,15.446242423761948,-0.6501458371866304,-0.12945283033727498,NA,3.1413119629195623,0.09851219638791593,0.01938889972474986,NA,4.917130996886434,-6.5996481758108585,-6.676646543900009,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_thermophilus,6.635571099236604,-0.25750568191271506,0.025643373965254238,-4.933630588570942,4.505138001198401,0.15632434093613473,0.02343519661601477,1.2754210339950285,1.4728896423309323,-1.6472526311044375,1.0942248271017483,-3.8682368073523343,0.21477201157142964,0.17485147235050896,0.3353275584317167,0.018020482908553966,1,1,1,0.2595107234617408,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Eggerthella_lenta,-1.706133537425143,0.0891829402987164,0.009441512570949528,-2.8513234454100824,4.43647878302279,0.1536766849219206,0.03871574005219232,1.6597392785808913,-0.38456929940791257,0.5803283715029908,0.24386754736501268,-1.717934546833174,0.707285071749416,0.572429783846641,0.8114528062676545,0.11147832259811999,1,1,1,0.5193027323330175,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Erysipelatoclostridium_ramosum,1.5134827513840667,-0.027431799769794686,-0.02269021773049339,-2.0259405550851093,3.3210852817996672,0.11207271752526818,0.02731225117657863,1.1101252416446301,0.45571932755786493,-0.24476786478930385,-0.8307706890873637,-1.8249657597945577,0.6607069491351061,0.8127975477661227,0.4301976969423966,0.10544719477380386,1,1,1,0.5193027323330175,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruminococcus_torques,-2.9528654588683496,0.0756219650908716,0.05427359348868907,-3.102862434267015,2.815963606040702,0.09487121733518983,0.023998596198160284,0.7369337583148059,-1.048616343099737,0.7971012411877395,2.2615320096451996,-4.210503860431813,0.31903708126803926,0.4439060801698317,0.04724540419734673,0.0017984841453172428,1,1,0.5255615003305109,0.10527808200959907,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
