taxon,lfc_(Intercept),lfc_ppFEV1,lfc_Age,lfc_Sexmale,se_(Intercept),se_ppFEV1,se_Age,se_Sexmale,W_(Intercept),W_ppFEV1,W_Age,W_Sexmale,p_(Intercept),p_ppFEV1,p_Age,p_Sexmale,q_(Intercept),q_ppFEV1,q_Age,q_Sexmale,diff_(Intercept),diff_ppFEV1,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_ppFEV1,passed_ss_Age,passed_ss_Sexmale
Streptococcus_mitis,-1.222499334958122,0.009485784898026138,5.89868529930309e-4,0.6396041369669602,3.0894652207345943,0.027728672676070834,0.032185446998020624,0.2733276997083942,-0.39569933552041847,0.3420930027498986,0.01832718153538726,2.3400633658766976,0.7041097846917972,0.742322003464869,0.9858892863529786,0.051840130536038705,1,1,1,0.1276904267940322,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Streptococcus_sanguinis,3.18683877843458,-0.027660982722988232,-0.042272254433714365,0.582504834249484,3.051608972324171,0.027320216684705467,0.0316254010700882,0.2619154483899826,1.0443142641592824,-1.0124730357088834,-1.3366551254174015,2.2240186206281174,0.33657712926100253,0.35038583388670946,0.22978619259208874,0.06782179543388475,0.7797925569017286,0.7932087550549868,0.7020532138415109,0.15114571553837175,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_sp_ICM47,11.395796099964988,-0.08147936021150329,-0.1273334145984064,-0.7748163006198444,3.175287579064105,0.02847556380502265,0.03275060572985816,0.24871302705414594,3.588902049408647,-2.8613782950675617,-3.8879712836064813,-3.1153024423250795,0.06962729712305808,0.1035175925092146,0.06023808434027831,0.08943180110552279,0.5248470887627191,0.5985945077082686,0.5199987827740504,0.18684858445261013,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterocloster_clostridioformis,8.869197445716493,-0.06953141573784931,-0.1124285800664669,0.3296779646871464,3.239259947221161,0.028466487538945248,0.034043162163866617,0.39426498720486336,2.738032016641654,-2.4425709579632113,-3.302530461926316,0.8361837225881865,0.02900043199095877,0.04459047007061492,0.013075130026488791,0.430666716459128,0.5248470887627191,0.5985945077082686,0.5047731206793253,0.6295175017135629,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruminococcus_gnavus,2.065041130607692,-0.014496715808662946,-0.011907829973107329,-0.5666659914927218,2.742166656385929,0.024833161888345792,0.033079155705567374,0.548319718818744,0.7530691563908584,-0.5837643983413267,-0.3599798640296973,-1.0334590787898374,0.4576938757311897,0.5640523563452959,0.721563330210921,0.3102332300489745,0.9076302281449016,1,1,0.49050389075310835,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Longicatena_caecimuris,-0.13984594864810287,-5.067211641838165e-4,-0.019370593764596534,1.2477154941321844,3.138796828235058,0.028012446878139724,0.03255409254918663,0.27356668231219383,-0.04455399833150019,-0.018089143243650387,-0.5950279134744461,4.560919054858784,0.9672625634632337,0.9867035436745131,0.5937201258918002,0.019762076131590523,1,1,0.9581414445426293,0.07114347407372588,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_symbiosum,-1.1685359273624611,0.022145945766514987,-0.026808043825639567,0.8644602991645164,3.105469624874915,0.02778154745552937,0.032275839486893984,0.2479726964407722,-0.3762831611690707,0.7971458682049503,-0.8305916825656948,3.486110816119593,0.7258141524364414,0.4700059859668537,0.4529045265996836,0.025211670309613205,1,0.9563600062282066,0.9072741249509083,0.0821656857764831,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_thermophilus,0.6025539334500394,-0.015514516847509919,0.025768755935424097,-0.3556852813531085,3.1330819488105295,0.027899245774119223,0.03387688291410104,0.5638251982758277,0.192319876496942,-0.556090905579318,0.7606590016195974,-0.63084318054743,0.8499114198700103,0.5858421904393898,0.4579248701247538,0.5370508839199011,1,1,0.9072741249509083,0.743608916196786,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Eggerthella_lenta,-1.121757973682227,0.01824835735788007,0.008024810494622676,-1.0214161604918288,2.854092333992613,0.026487772196696516,0.03313445985013546,0.6148853857866456,-0.39303492753963937,0.6889351517511146,0.24218926552351416,-1.6611488646540091,0.6974978594804064,0.4969664677026675,0.8105337080464805,0.10869669021802375,1,0.9715551064640413,1,0.22050295440381437,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Erysipelatoclostridium_ramosum,1.8892472341761095,-0.0113077497173594,-0.02381607130989173,-0.4711075447835286,3.2154585381687566,0.028466792574003974,0.03719617599009464,0.4466171805637427,0.5875514212825332,-0.39722598490725985,-0.6402827891833279,-1.0548352488116846,0.5641321680577595,0.6958715487701514,0.5300557130375959,0.3054543590211485,1,1,0.9147407192109949,0.48623346946223633,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
