taxon,lfc_(Intercept),lfc_ALT,lfc_Age,lfc_Sexmale,se_(Intercept),se_ALT,se_Age,se_Sexmale,W_(Intercept),W_ALT,W_Age,W_Sexmale,p_(Intercept),p_ALT,p_Age,p_Sexmale,q_(Intercept),q_ALT,q_Age,q_Sexmale,diff_(Intercept),diff_ALT,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_ALT,passed_ss_Age,passed_ss_Sexmale
Ruminococcus_torques,-0.6762201153349834,0.0029843231077972847,0.04318197619502716,-1.5869139955822928,0.5224864508603533,0.002378652620952077,0.011360725550926824,0.4036598024425912,-1.2942347389515734,1.254627549020917,3.800987533890766,-3.9313153947450217,0.21194354730887233,0.22566108221220513,0.0013085074790148607,9.786845813243201e-4,0.3999579844377107,0.33420691922567086,0.028100273516700264,0.014202785671712341,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Hungatella_hathewayi,-0.7745229034698491,-0.051519764750489506,0.040839797137210906,1.4826373004399203,0.33213410220573725,0.001563580992656997,0.008456770711311564,0.23989486187953948,-2.3319583816481404,-32.94985356846904,4.829242571586412,6.1803628840721485,0.08008012975285266,5.0591227655961315e-6,0.008465937339377743,0.0034822322015496516,0.19934840810816512,2.6231665984092906e-5,0.07924117349657567,0.024845325371923088,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Flavonifractor_plautii,-3.168246989679936,-0.008701634143004216,0.07995840907930052,2.2239188336473967,0.3497427284868282,0.0015578132503511924,0.007800036387532019,0.2604086399715377,-9.058793025912065,-5.585800570795328,10.251030265334425,8.540111548873602,8.22975048964132e-4,0.005038237450969796,5.105276243728931e-4,0.0010318263094833751,0.026542447242919154,0.010621149220963353,0.01991057735054283,0.014202785671712341,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Faecalimonas_umbilicata,-1.1768847898759385,0.006905470851920725,-0.00812865245539575,0.816044359564833,0.39959952435545043,0.002171943904607157,0.01069493207071831,0.3816950642727452,-2.9451606374513095,3.1793965015729673,-0.7600471327584413,2.1379484199505336,0.011377151570929216,0.007249518268015677,0.4607887963865802,0.052089366687890694,0.055463613908279925,0.014259096130143738,0.7757163910392789,0.14010243453984395,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Blautia_hansenii,-0.6987752998656819,-0.0051540692899723775,0.009183748898768251,0.6153956162347418,0.7662094214312345,0.0028212160741247307,0.015173614969627361,0.4954540674158935,-0.9119899603432314,-1.826896329297076,0.6052446247747243,1.2420840935758575,0.3772108397588503,0.08910847062738451,0.5547013010805,0.23461069926816633,0.6467458825601979,0.14184613691706105,0.8682350615686114,0.4190756002194727,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterocloster_aldenensis,-3.0101426163154956,0.09240181635914213,0.006885312648533911,0.2199470621254717,0.31295689600704163,0.0015150571045328568,0.007665222930573257,0.20001977348354844,-9.618393634143683,60.988999083062765,0.8982534116615681,1.0996265933855898,0.002385153601624843,9.7117180172372e-6,0.4352477252023452,0.35182260513712743,0.029706607863017296,4.1318945746063725e-5,0.7434158226083852,0.5525267758529384,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Oliverpabstia_intestinalis,-0.9136255537057818,0.029684236300872024,-0.03168912781658014,0.8071036789890713,0.3512556473835247,0.0017484778578520429,0.009895388061744878,0.28539120099641085,-2.601027372830318,16.977187424802906,-3.202413853690981,2.8280608377944407,0.035372223218315284,6.029547440895712e-7,0.015015385046330732,0.025476941483864368,0.11995797439254749,4.551335810224505e-6,0.09246316054845767,0.09615490818103649,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Sellimonas_intestinalis,-0.2379584353827107,-0.008939311009348938,-0.0033980190652956135,0.14923538723230848,0.49816182826259026,0.0022085360207889536,0.010859688803479976,0.3856330555850302,-0.47767296063735826,-4.047618388472358,-0.3129020662366238,0.38698805787255136,0.6431523065946569,0.002332485262601728,0.7607832166899535,0.7068728869723306,0.9347679487152157,0.005248091840853888,1,0.9666015522343285,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Schaalia_odontolytica,-1.6399045373070618,-0.013664880198759471,0.023607510246020806,1.9801947667514017,0.35388947616208694,0.001609752579300276,0.008003046041822946,0.22386381306814995,-4.63394547668312,-8.488807767401928,2.9498156230328836,8.845533092695867,0.01893261571362994,0.0034328011760194,0.06003356236300201,0.0030455741470038007,0.08204133475906307,0.007437735881375366,0.192436350588253,0.02298917259351256,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Blautia_producta,-0.37962928350846187,-2.990830354382207e-4,-0.005887360290048088,-0.5221720443377363,0.4209645080651137,0.002254772065987946,0.01213234055086125,0.36051691521577506,-0.9018082908066487,-0.13264446546492722,-0.48526170736529123,-1.4483981813314033,0.3883631094945996,0.8971056872779237,0.6379459837031504,0.17812442473128118,0.6585287508821471,1,0.9569189755547256,0.3334489230969584,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_salivarius,-0.42636395836876817,-0.023074550886833,0.024217350019033967,0.5974795737140943,0.8314273828431248,0.003897671502342682,0.019397089617324982,0.7502135122221437,-0.5128096177332847,-5.920086100884623,1.2485043115645376,0.796412706489851,0.6129747542358936,4.914768130617458e-6,0.22440618472566365,0.43393628929766703,0.9078233701974627,2.613763051282921e-5,0.4646995329717283,0.6551038173913167,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Clostridium_spiroforme,-0.1620908714390383,0.034708984315914355,-0.027688163344098366,-1.3457401531010746,0.4238195493917908,0.0017951550838965632,0.011805212096746773,0.2979436449734509,-0.3824525595189025,19.334811029571352,-2.3454185420123492,-4.516760722387587,0.7215784540632058,4.217801164664526e-5,0.07890940909344832,0.01068471692823203,1,1.4099506750449986e-4,0.23081002159833633,0.0500044752241259,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
GGB3433_SGB4574,-1.7597726011394887,-0.06711123079449527,0.057452139512636675,1.9879015222152117,0.27275457481088,0.0014870980341963778,0.007054667112528315,0.1566136010026819,-6.4518536576688525,-45.128988978027884,8.143848405066198,12.693032466453346,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_scindens,-1.2823990384993476,0.011255957866960578,-0.006412440893368338,0.0099800930174223125,0.7231857151361926,0.003380768386081764,0.015612684920658645,0.5637622687446502,-1.7732637850262878,3.329408164516702,-0.41071993228297465,0.01770266222258071,0.1038374843064849,0.006718297656478803,0.6891650111311283,0.9861930728231522,0.23821540517370063,0.013552428031172759,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Fusicatenibacter_saccharivorans,0.19301302424786,-0.004546268300113539,-0.01191113878634481,0.17281176998327832,0.5805848943668441,0.0023931468313158834,0.013315216223674823,0.46006153447357023,0.33244582509910114,-1.8997030356109623,-0.8945509097453841,0.37562751291741836,0.7424389028853438,0.06955380010654523,0.37991107582998707,0.7104934486508739,1,0.1146168255276872,0.6945249355016951,0.9666015522343285,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridia_bacterium,-0.17219535736904934,-0.1248010683504507,0.22781505891938222,-1.560023156071728,0.27275457481088,0.0014870980341963778,0.007054667112528315,0.1566136010026819,-0.6313197770869454,-83.9225562004678,32.29281485370269,-9.96096856265385,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_innocuum,0.027079618127090026,-0.016863101775522082,0.0024272915481562914,0.3672973099916196,0.5503391280388197,0.005014897342053617,0.013793959799422037,0.48390112673317354,0.04920532949127304,-3.3626015898894925,0.17596771220530846,0.7590337978157878,0.9614048790696689,0.0042734267359176206,0.8626729297069751,0.4595946189951783,1,0.009174145469768103,1,0.6893919284927674,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Anaerostipes_hadrus,-0.18802285805194935,-0.0036800732698132567,-0.004655510103579859,0.3327715704791793,0.46572522110027276,0.0037677691012406194,0.0118491500752998,0.390931239628988,-0.4037205835830548,-0.976724733105729,-0.39289823101190385,0.8512278803684122,0.6898507818980679,0.338062783744811,0.6977249165991832,0.4027229517656502,0.9783338361463509,0.49134590929370053,1,0.620073319406389,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Gemella_sanguinis,1.4629973201875477,-0.0751612136276807,-0.004916984889704366,1.0062433576918413,0.3459502824118869,0.0016882111642556328,0.00898976529560321,0.25163718233228355,4.2289236186999535,-44.52121584021205,-0.5469536442858197,3.998786460591942,0.0038933155677668076,7.534296843730925e-10,0.6014033068941556,0.005197937193349529,0.032536994387765465,2.2037818267912958e-8,0.9138206091768337,0.033786591756771935,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Streptococcus_australis,-1.0985136244779534,-0.023136473899273213,0.011509155089875121,1.8834340123751372,0.4817250527854077,0.002200254425816593,0.013501542348764743,0.40808016194007923,-2.280374703632664,-10.515362963392946,0.8524326178873998,4.61535303118139,0.04009114155214375,1.0012565657078301e-7,0.40940428039806376,4.840044444485257e-4,0.1267746908540762,1.1156858875030106e-6,0.7229951847912275,0.00943808666674625,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Agathobaculum_butyriciproducens,0.1244049802455228,-0.020239840673656626,6.589332764148334e-5,0.647320495996678,0.41271136493118415,0.002782577614210327,0.012179651226750276,0.44523508701769826,0.30143337648641244,-7.273773989373708,0.005410116136721652,1.4538847338663288,0.7665386576088998,9.245788539967124e-7,0.9957428825037222,0.16319272280226751,1,6.556104601067597e-6,1,0.307960460772021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Schaalia_SGB17157,-1.700962960905999,0.03568255133029467,-5.892541155865206e-4,0.4835159729900083,0.3306869978907519,0.0016529476429754664,0.008523473984593561,0.22912085239122074,-5.143724947625372,21.58722418216624,-0.06913309252208845,2.1103097685950094,0.0036339580567092437,3.957183797568279e-6,0.9475633445874541,0.08858708653189941,0.032536994387765465,2.153444206118552e-5,1,0.19669757165158608,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Turicibacter_bilis,-0.3485138123810007,-0.018222766021804785,0.010377211122644349,0.6614497089296212,0.5638733135761785,0.0028765490184809515,0.01220166881838077,0.5359670962346366,-0.6180711234065468,-6.334940202558365,0.8504747405545026,1.2341237243415604,0.5518461137927871,1.3526304999420774e-4,0.41711260661032357,0.24841029292062722,0.8385194196591701,4.1646781182427123e-4,0.7229951847912275,0.42970755676155675,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Alistipes_finegoldii,4.672592173855344,-0.09945114121794701,-0.03298121503564519,0.2665925835657532,0.3087632375029437,0.0015440346734409472,0.009149500191398322,0.23156973750082735,15.133252946963275,-64.40991444597283,-3.6047012782896783,1.1512410319366568,6.264534395262329e-4,8.245857899943161e-6,0.0366403586861976,0.3330625380137739,0.026542447242919154,3.710636054974422e-5,0.14770937695171385,0.5301811829607013,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Actinomyces_sp_ph3,-2.080290880323857,-0.0026762828700667572,0.02937921986963989,1.6841150306549242,0.27869356875598517,0.00178861218708114,0.007890769982004024,0.19681601018280584,-7.464438055064309,-1.496290190460023,3.7232386619611524,8.556798957009093,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Veillonella_dispar,1.9640824261690484,-0.08491745904293029,0.015210102348349408,-0.22897618322063218,0.5931604176912202,0.0015650486623555533,0.009918585766914614,0.4121412518703169,3.3112162706573,-54.25867008832881,1.533495067319545,-0.5555769585828334,0.007863162290790204,1.0956181047489822e-13,0.15616037797924542,0.5907119310874311,0.04607378255628388,2.5637463651126183e-11,0.3654152844714343,0.863916199215368,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Ruthenibacterium_lactatiformans,0.3659681413995618,0.001762445601351875,0.004856036374731385,-1.7139871900317147,0.5302062855799843,0.0018907755093269189,0.01152447008737736,0.4130095264805762,0.6902372743454654,0.932128427017374,0.42136743276813693,-4.149994322497361,0.5021825102694297,0.36825920557141645,0.6803704364933788,0.0011412350806756248,0.7886624657922587,0.5254430128275088,1,0.014836056048783122,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Roseburia_faecis,-1.6029031936563016,-0.009336335356484909,0.02767218956558022,1.3654217949874854,0.5040934864549181,0.001834951659327556,0.01198657202990114,0.3695496174353078,-3.1797736664459992,-5.088055213348967,2.3085991137875346,3.694826704093428,0.006684051414613073,1.6529204492050846e-4,0.03674594134062022,0.002401797185378011,0.04227210894647187,4.895992216632782e-4,0.14770937695171385,0.019991443357188464,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Actinomyces_oris,-1.1643739469275136,0.011157457124055357,0.0011104212417471953,0.2977752125969854,0.5125879773299725,0.001892283756850878,0.010172312210516466,0.3344044592664414,-2.2715592218776552,5.896291760503985,0.10916114436589999,0.8904642397717815,0.05734549747449624,6.017278896567179e-4,0.9161380763532468,0.4027826690161159,0.15786878128273082,0.0015473002876887033,1,0.620073319406389,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Bacteroides_fragilis,-0.4341613637409062,-0.03402496936370234,0.0360572654463997,0.11229085495037851,0.29998355059078324,0.001525686259445916,0.007080485891698932,0.1959599493118537,-1.4472839023535629,-22.301419543530006,5.0924846116384135,0.573029618269992,0.24362577022552886,1.9739609924472544e-4,0.014637089376440447,0.6067578179561015,0.44537836119354496,5.633010636983628e-4,0.09246316054845767,0.8818716111908557,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Romboutsia_timonensis,0.20021877058643106,-0.01584547734075505,-0.020288809515301324,1.2830437192501296,0.5338664041616262,0.003346158691945836,0.016501731188467296,0.5482394019326646,0.37503534409671435,-4.735423152193865,-1.2294958197768204,2.3402982615388788,0.7117878427668753,1.4394880626771231e-4,0.23389469688318598,0.03033285689802009,0.9973554204038851,4.3745481385252833e-4,0.47592486148404795,0.10135515282802975,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Clostridiaceae_bacterium_AF18_31LB,1.7950337411762645,0.08986223665925086,-0.11897647780750381,1.417121921354946,0.27275457481088,0.0014870980341963778,0.007054667112528315,0.1566136010026819,6.581131562764393,60.42791705243029,-16.86493152826653,9.048523961406639,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Blautia_massiliensis,-0.3167388422238709,-4.61304743029722e-4,-0.005287497785277825,0.27008531779961176,0.8142841053551261,0.002158556208020558,0.020089420943268176,0.5949610946240812,-0.3889782941123904,-0.21370985907879056,-0.2631981180647035,0.4539545866780782,0.7010315424548423,0.8327415154655153,0.7948472145568567,0.6543081833552153,0.9882010899664645,1,1,0.9113578268161927,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_parasanguinis,-2.3219292560058813,0.010376334155147318,0.040531158294939564,0.24913430230688433,0.5955207537087729,0.0037510258502386276,0.014273214958116972,0.5211775857026621,-3.8989896515703513,2.7662657015512733,2.8396656544354832,0.47802190489638274,0.0010517820147214303,0.012722731098288873,0.0108706921256321,0.6383885745451743,0.026542447242919154,0.02381695261599677,0.08246471298166866,0.9013654688577247,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Mogibacterium_diversum,-1.3318508981304271,-0.0015227487587300807,0.028866568812851073,0.3986713554256728,0.3258092779452802,0.002263776682305236,0.008085819549893045,0.31035536989374485,-4.087823730894834,-0.6726585579896706,3.5700238713876447,1.284564064614588,0.006445039221106707,0.5262076232608897,0.011783843408311097,0.24630793145731952,0.04227210894647187,0.7280241138476418,0.08246471298166866,0.42970755676155675,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Escherichia_coli,0.034430401977724213,-0.006534121878343171,-0.016172589463574336,0.6033230319243541,0.9894611879346181,0.00417904902293475,0.01810129851475067,0.734252360537894,0.03479712231016717,-1.5635427683388514,-0.8934491329666412,0.8216834760767748,0.9726468349148797,0.13634807588895975,0.38409073252410064,0.422631872518075,1,0.20717824518192585,0.6967227241134848,0.6421808972027893,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Enterococcus_faecium,-2.3693103636946904,-0.00854231887633476,0.0012315946567433495,3.4606312761760507,0.34688418089536543,0.0019551991492520434,0.00848819665973789,0.2798437710687465,-6.830263512101095,-4.369027512927572,0.14509497200803315,12.36629731996397,0.0010261550133249,0.0072286638169355285,0.8903034456772239,6.12560982318674e-5,0.026542447242919154,0.014259096130143738,1,0.0035834817465642426,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Schaalia_SGB17158,-0.0663924619606624,0.019031460598098047,-0.017571027298792938,-7.208075477569988,0.27275457481088,0.0014870980341963778,0.007054667112528315,0.1566136010026819,-0.24341465952201527,12.797717541454876,-2.490695452885186,-46.024581718458506,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Clostridium_saudiense,1.0951170387140527,7.115386148881873e-5,-0.036482992020106,-0.8779919179084129,0.43788119755594507,0.0019472465091795476,0.014472003601885712,0.44421330009207227,2.5009455642911846,0.036540756988594464,-2.520935802928645,-1.976509748191761,0.027867016041643315,0.971452012423897,0.026862991950652285,0.07153896114192589,0.1035060595832466,1,0.12325372777358107,0.17081751946133325,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_rubneri,-25.149807330705965,0.021577422479339706,0.5017361157341846,19.583708225859638,0.27275457481088,0.0014870980341963778,0.007054667112528315,0.1566136010026819,-92.20672961450455,14.509751195387777,71.12116103156112,125.04474771335013,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_SGB6173,-0.7656896879811499,-0.039646283870401054,0.08284046085162641,0.11426129149475475,0.4532085677191891,0.0023610506497149593,0.009677506871552815,0.3608295733516574,-1.689486348050631,-16.791797276855284,8.560103542280839,0.3166627680580881,0.15192205178149162,1.3691636522019215e-5,3.5843847406305865e-4,0.7642935912004793,0.31184000102516707,5.339738243587494e-5,0.01991057735054283,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Bacteroides_xylanisolvens,0.7372788228661401,-0.025775962196382785,-0.025781906014291707,1.4297826303746237,0.36996613996053856,0.0018901587512642941,0.011322032318897952,0.2756298065717987,1.992827838095616,-13.636929797109207,-2.2771447111362098,5.187329513298411,0.10287763329950067,3.802063166737589e-5,0.07179403520778843,0.0035038279370660764,0.23821540517370063,1.3280140224581694e-4,0.2153821056233653,0.024845325371923088,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Clostridium_perfringens,-1.2164386379386434,0.04433737785766603,-0.047595087256314936,1.3812479524537342,0.7118209404177097,0.0019228426956155536,0.013238183972598317,0.4743854774170377,-1.708911003973576,23.05824494055789,-3.59528824760495,2.9116573297615167,0.13832713190313278,4.3606523061568154e-7,0.01143100837683516,0.026922216523361023,0.289004900583331,3.518595309105844e-6,0.08246471298166866,0.09691997948409968,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Scardovia_wiggsiae,1.4277620249223224,0.007947215549304786,-0.05221136496017196,-2.4136833979258117,0.27032064826887686,0.0015070319510940915,0.007120799538674809,0.16341092875220356,5.281734984233191,5.2734220688122635,-7.3322335050438125,-14.770636311515753,0.11912230398044978,0.11930572336805316,0.0862924063618078,0.04303469170245235,0.26296810501344575,0.182467576915846,0.24566373471816258,0.12910407510735705,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Granulicatella_SGB8255,1.1096827961998574,-0.06177537567668903,0.008982728129345724,0.16948026499659224,0.33983526577941114,0.001706201133838862,0.009523007202760562,0.2574122261483714,3.2653550350485356,-36.20638531501718,0.9432659178018662,0.6584002148324707,0.013762263371601597,3.1848059237726627e-9,0.3769530339577097,0.5313311949600208,0.06572182916234233,7.452445861628031e-8,0.6945249355016951,0.781959117110974,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Roseburia_sp_AF02_12,-1.3848567173333015,-0.11117326213413681,0.0818018034454295,2.5261340191545494,0.27609927653635985,0.001485941545001364,0.007439075241282883,0.17372409860929677,-5.015792633382464,-74.8167130181657,10.996232837043147,14.541068506769413,0.03752540234462167,1.7860203004589915e-4,0.008168927806897397,0.004696125538346368,0.12497415129595363,5.177167309396563e-4,0.07924117349657567,0.032158486956634515,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Actinomyces_naeslundii,-0.5251833505856063,-0.04952671573953761,0.04259018877338234,0.9775020655899868,0.306646718752096,0.0016240390924179503,0.007676071812160088,0.2094674042020459,-1.7126658087940703,-30.496012054611178,5.548435425775053,4.666607051888216,0.2289062158722324,0.0010735298342663768,0.030981556033239262,0.04298073050056274,0.4251115437627173,0.0026724040555141724,0.13678649267505638,0.12910407510735705,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Clostridium_disporicum,3.764915852038392,-0.08657814599625444,-0.02062008821251228,-2.0077130188545245,0.27275457481088,0.0014870980341963778,0.007054667112528315,0.1566136010026819,13.803309640723255,-58.219528239132494,-2.922900242293965,-12.819531675413963,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rothia_mucilaginosa,-2.035211562237677,0.0012473134496771077,0.02159949528018395,0.6618676436620429,0.3869213765649346,0.0019252452455518511,0.01242672291818286,0.33704778840572047,-5.2600132365551024,0.6478724996511177,1.7381489409874449,1.9637204765317173,0.0019013818364190544,0.5410503373264106,0.1328499399639607,0.09719258133401508,0.029500801297643292,0.7403846721308777,0.33426759087706237,0.20675512756508663,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
