"Taxon","Species","Time","ClinVar","lfc","q","diff","sign"
"Longicatena_caecimuris","Longicatena_caecimuris","T0","Elastase",0.147987166112425,0.000101866733968405,TRUE,"+"
"Schaalia_meyeri","Schaalia_meyeri","T0","Elastase",0.144418935172246,0.000477015311638156,TRUE,"+"
"Oscillospiraceae_bacterium_CLA_AA_H250","Oscillospiraceae_bacterium_CLA_AA_H250","T0","Elastase",-0.12517847624413,3.33929369819093e-05,TRUE,"-"
"Mediterraneibacter_faecis","Mediterraneibacter_faecis","T0","Elastase",-0.107337470779772,1.60289447916983e-05,TRUE,"-"
"Anaerococcus_obesiensis","Anaerococcus_obesiensis","T0","Elastase",-0.0956245590001398,0.00933090845813063,TRUE,"-"
"Granulicatella_SGB8255","Granulicatella_SGB8255","T0","Elastase",0.066820426382669,3.27969824465015e-08,TRUE,"+"
"Veillonella_atypica","Veillonella_atypica","T12","Elastase",-7.88303607708215,0.0430781432122519,TRUE,"-"
"GGB3653_SGB4964","GGB3653_SGB4964","T12","Elastase",-1.16458416843186,0.0188901928693927,TRUE,"-"
"GGB3256_SGB4303","GGB3256_SGB4303","T12","Elastase",0.0508233367676804,0.00661732503094939,TRUE,"+"
"Oscillospiraceae_bacterium_CLA_AA_H250","Oscillospiraceae_bacterium_CLA_AA_H250","T12","Elastase",-0.0127014342043572,0.0430781432122519,TRUE,"-"
