taxon,lfc_(Intercept),lfc_AST,lfc_Age,lfc_Sexmale,se_(Intercept),se_AST,se_Age,se_Sexmale,W_(Intercept),W_AST,W_Age,W_Sexmale,p_(Intercept),p_AST,p_Age,p_Sexmale,q_(Intercept),q_AST,q_Age,q_Sexmale,diff_(Intercept),diff_AST,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_AST,passed_ss_Age,passed_ss_Sexmale
Cutibacterium_acnes,-0.3114920138455561,0.0034537555472802365,-0.02191361105128979,-0.7665207343531105,0.8245158794740742,0.01781166267126145,0.01052458488751149,0.20783417314492747,-0.37778776807093684,0.19390416330154067,-2.0821354272407038,-3.688136184508013,0.7143439155289784,0.8505567827765821,0.06703273734079519,0.005011841821731382,0.9727236296564812,1,0.21414119346002589,0.018868110387694616,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Staphylococcus_aureus,2.125345422105252,-0.10678371226091941,-0.04082802958233846,0.002048770076061501,0.8468043046029887,0.01849131105558336,0.01039942683553469,0.25609860988680966,2.509842487281271,-5.774804822650831,-3.9259884441736417,0.007999926578933855,0.08694962945617778,0.010324183909463951,0.02940819379896187,0.9941192960557681,0.25641343054914767,0.06446319709323833,0.12627793333691067,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Streptococcus_mitis,-5.623355378992847,0.04318188988689294,0.020483728915282967,3.0395287776826434,0.8769926286391806,0.018908973510271328,0.011671349922692757,0.2648121888401724,-6.41208967482263,2.283671816634393,1.7550436796909146,11.478054658266329,3.630845418815139e-4,0.056330528041511604,0.12268672493222563,8.56471799195813e-6,0.026719746071123734,0.18568870455422948,0.27311131810999795,3.654279676568802e-4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Streptococcus_sanguinis,-0.7977305023901982,-0.03704252154587597,-0.0067672473562908125,0.7609339245353233,0.9379197731078889,0.018582046261143584,0.014963756339510826,0.463344289990846,-0.8505317035238954,-1.993457610927091,-0.45224255212057524,1.6422645988587807,0.4149303058142316,0.0741922385113027,0.6607459790152388,0.13156643619952807,0.6725932385493457,0.2167553109894036,0.880994638686985,0.2291225011365931,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_sp_ICM47,0.41681902869399523,-0.04784859216951243,-0.04704654950820746,0.8274546164637706,0.7669083410091213,0.016067448579921578,0.009994774747043212,0.13373982101839027,0.5435056660689491,-2.977983214416857,-4.70711453723611,6.187047434062209,0.6412639368070059,0.09668388555944024,0.04229022489048093,0.02514256444650712,0.8921933033836603,0.25001085558804753,0.15921025841122233,0.06704683852401898,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterocloster_clostridioformis,0.9345068015261687,-0.04777379693299949,-0.02962116616076974,0.06714185359404035,1.4103548738413545,0.031867660658319724,0.022460197083530954,0.6986148767193707,0.6626040146767259,-1.4991309668200303,-1.3188293072677264,0.09610710540452864,0.5151482786011891,0.1494594716583666,0.20212872617102706,0.9243920105200928,0.7712161363854058,0.32540676605338364,0.3980381069214072,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruminococcus_gnavus,-0.6328831074395048,0.0035316137825227674,-0.014023345664990194,-0.6960671392878548,1.0338526568119164,0.020335443467533937,0.01619829347870382,0.48269831659918533,-0.6121598694644957,0.17366790098091936,-0.865729817985267,-1.4420334924553777,0.5453715112012538,0.8633759421165347,0.3939959556245941,0.16038571707534546,0.7932676526563692,1,0.6095091836973917,0.2631970741749259,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Longicatena_caecimuris,-16.490512280379814,1.063049508766399,-0.8007628579420214,17.985437192404795,0.8676191241985556,0.01884953579147647,0.010677273521729333,0.20971321712764351,-19.006626087930655,56.39658825163732,-74.9969415237315,85.76205848512555,0.0027567108014950274,3.1426034031035804e-4,1.7774487701227516e-4,1.3593179387618088e-4,0.04746864545870073,0.010056330889931457,0.015167562838380813,0.0017399269616151154,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Clostridium_symbiosum,-0.5013468980244186,-0.026096899220830222,8.458689415259115e-4,-0.16299206339953778,1.1774829213163314,0.025455447696609068,0.017212675113162795,0.549890877769198,-0.4257784881193461,-1.0251989881249113,0.04914221269877235,-0.2964080147333329,0.6750534285393801,0.31814550415576226,0.9613188804856538,0.770134163044196,0.931392656930468,0.539372510356789,1,0.9857717286965709,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Eisenbergiella_massiliensis,3.5043446181671194,-0.19550932309744282,-0.021220785472575974,0.012933249064137765,0.7835871254854567,0.01643438249779909,0.010626804617816215,0.1637111762034333,4.47218248512706,-11.896359545217207,-1.9969112292700455,0.07900040402902274,0.14004728553569043,0.05338832014093654,0.29556099624943233,0.94981101844581906,0.3514912264425172,0.17990352234689488,0.4945334316330371,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_thermophilus,-1.341096050509299,-0.028455054240424493,0.02008083177820505,0.33386755235877086,1.4214470051546015,0.02782903217172431,0.020043674512558278,0.7642268990006096,-0.9434724232743639,-1.0224952871101372,1.0018538150588852,0.4368696689365085,0.35380577679480973,0.31562116058293577,0.325308939162682,0.6656799580681134,0.6246501990308365,0.5386601140615438,0.5338403104208115,0.8829744521525236,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Eggerthella_lenta,-0.16437398252421556,-0.04006907289897434,0.003544705738905557,-0.27440311884209356,1.0908575042023227,0.026672872244072904,0.016123325449304345,0.544878444500226,-0.15068327613001314,-1.502240648563008,0.21984954344877386,-0.5036042838761623,0.8817349646242689,0.14866026728648996,0.8282167550231343,0.62004139083716,1,0.32540676605338364,1,0.8310502411220575,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Lancefieldella_parvula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
