"FeatureID","n","beta_SD","conf.low","conf.high","p","p_fdr","sig"
"Adlercreutzia_equolifaciens",18,0.181507349734802,-0.226154787553909,0.589169487023514,0.404248242444592,0.606372363666888,FALSE
"Clostridium_SGB6179",18,0.316240909107624,-0.0686945063182576,0.701176324533506,0.139327679748168,0.417983039244504,FALSE
"Flavonifractor_plautii",18,-0.0881408490590625,-0.484812576250117,0.308530878131992,0.672292483906976,0.672292483906976,FALSE
