FeatureID,P2H0,P2H12,P4H0,P4H12,P11H0,P11H12,P14H0,P14H12,P16H0,P16H12,P17H0,P17H12,P21H0,P21H12,P26H0,P26H12,P27H0,P27H12
UNCLASSIFIED,0.16546839615011324,0.031349787463647465,0.3399487010047234,0.04292286322974892,0.039412022370950574,0.254363899225832,0.12398461340095414,0.16177111627793844,0.11412390385716228,0.14492825402452603,0.04393068955079301,0.09948747595873675,0.20763554812929,0.11148853121186915,0.1852485953396863,0.0916629114469112,0.2631628090729322,0.11844028673822213
Firmicutes,0.5405139922355225,0.06772163311656408,0.4630879190791538,0.16778959333557736,0.7536327885863358,0.6096722496758108,0.746209283614955,0.34297062023829256,0.04443739041327103,0.5923252329155023,0.1897269759803388,0.6170380518400007,0.6604178215506441,0.45414446918622897,0.3066162896393091,0.7796298855409017,0.07174004079143081,0.8117682720760682
Actinobacteria,0.06861270624393401,0.8773759610868043,0.013666058308416006,0.006633522463633258,0.1900413952095287,0.03125076019304689,0.12490736348339813,0.46599729372363713,0.831710956263103,0.2568020871410671,0.7615400844536732,0.2636170642658406,0.027484491095249933,0.4313870283102836,0.3323372856441346,0.071573587286328,0.09017503692293016,0.0683899941646404
Bacteroidota,0.13053906502749918,0.00380682137720034,0.004664068082991729,0.08677132957881847,0.001031285673523206,0.014224656589572872,8.58883605957497e-4,2.0670000713559106e-4,0.009566228184481752,3.2213051689866814e-4,0,0,0.029357436279814676,0.0011123688784311695,0.015322471109125092,0.005696518160242738,7.397190297862952e-4,0.0013557128530725306
Proteobacteria,0.028184244581041733,4.8233213390740866e-5,0.10987740599224174,0.040095489816710315,0.015882508159661853,0.08767760002172197,0.002559177913928073,8.558672170458068e-5,1.6152128198199038e-4,2.680911927130528e-4,0.004793438363548119,4.208355329568465e-4,0.06640561983805862,2.4425994193592236e-4,0.011424644223713705,0.005492935179900061,0.5736579559776427,0
Fusobacteria,0,0,8.204259203873603e-6,0,0,0,0,0,0,0,0,0,4.224842215441788e-5,0,0,0,2.783021431584208e-4,0
Candidatus_Saccharibacteria,0,0,8.630454487191714e-6,0,0,1.6402505576094858e-4,0,0,0,6.085690126283584e-5,8.811651646972793e-6,4.174075482609834e-5,0,0,0,0,0,0
Bacillota,0.06660142348754448,0.01775582666223962,8.189342368957469e-4,0,0,0,0.0014806779808071197,7.901632596994836e-4,0,0.00486053142211249,0,0.019394831647638663,0.00865683468478841,0,0,0.004723465617207919,0,0
Verrucomicrobia,8.017227434487221e-5,0.0019417370801533937,0.06792007858188634,0.6557872015755117,0,0.002646809238254519,0,0.028178519771592456,0,4.328158859170714e-4,0,0,0,0.0016233424712511612,0.1490507140440313,0.04122069676850822,2.461360621194584e-4,4.573416799691049e-5
