"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","p_fdr"
"fat_mass_perc","paired_t",9,0.09794905404114691,-0.4877469113124555,0.6388145776459488,"20.767 ± 3.833","20.422 ± 2.726",20.766666666666666,3.832998173753805,20.9,17.95,24,15.2,25.35,10.150000000000002,20.42222222222222,2.7261592844961284,20.2,17.9,21.4,16.7,24.9,8.2,-0.3444444444444448,-1.972933102834249,1.2840442139453592,"cohen_d_paired",-0.1625823037708185,0.9534444321578643
"lean_mass_perc","wilcoxon_paired",9,2.8817353636547197e-4,32,0.25997449371051157,"79.700 [76.400-81.700]","79.900 [76.800-82.200]",78.95555555555556,5.317215227708749,79.7,76.4,81.7,68.6,86,17.400000000000006,79.5111111111111,3.3527766270825636,79.9,76.8,82.2,74.8,84.7,9.900000000000006,-0.5999999999999943,NA,NA,"rank_biserial_r",0.28888888888888886,0.6539786991960301
"fat_mass_index_kgm2","wilcoxon_paired",9,2.3595400072818945e-4,11,0.32698934959801507,"15.500 [13.400-16.500]","16.700 [15.500-20.800]",15.552222222222222,6.360958610496098,15.5,13.4,16.5,2.67,26.1,23.43,17.27777777777778,3.315033098544334,16.7,15.5,20.8,12.5,21.8,9.3,0.3000000000000007,NA,NA,"rank_biserial_r",0.7555555555555555,0.6539786991960301
"phase_angle","paired_t",9,0.6610071629557384,-0.060237079745478865,0.9534444321578643,"8.992 ± 2.302","8.904 ± 4.005",8.992222222222223,2.3016014955774695,8.23,7.4,9.95,6.45,13.75,7.3,8.904444444444444,4.005331169551124,7.62,6.22,9.8,5.08,16.36,11.28,-0.08777777777777789,-3.4480986862590797,3.2725431307035238,"cohen_d_paired",-0.020079026581826292,0.9534444321578643
"body_cell_mass_perc","paired_t",9,0.527108191750305,1.610013939851075,0.14606084143958617,"15.883 ± 8.841","16.659 ± 9.107",15.883333333333333,8.840596699318434,13.2,10.3,15.4,7.41,32.1,24.69,16.65888888888889,9.106745363251962,15.2,10.2,18,7.89,32.4,24.509999999999998,0.7755555555555551,-0.335263595710367,1.8863747068214773,"cohen_d_paired",0.5366713132836917,0.6539786991960301
"total_body_water_perc","wilcoxon_paired",9,1.4562452067211622e-4,24,0.8589549227374824,"56.300 [47.300-60.700]","56.800 [55.600-58.500]",51.86222222222222,13.398856087160741,56.3,47.3,60.7,20.66,63.2,42.540000000000006,55.62222222222222,5.826186097649512,56.8,55.6,58.5,44.4,62.9,18.5,-0.6000000000000014,NA,NA,"rank_biserial_r",0.4666666666666667,0.9534444321578643
