"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","fisher_p","fisher_or","fisher_ci_low","fisher_ci_high","or_ha","or_ha_ci_low","or_ha_ci_high","cutoff_used","p_fdr"
"ppFEV1","paired_t",9,0.25726560112541297,1.298437985064723,0.2303140660908552,"93.111 ± 12.791","99.222 ± 16.746",93.11111111111111,12.791055902899929,92,87,97,76,122,46,99.22222222222223,16.74647558277396,97,94,103,73,134,61,6.111111111111111,-4.742119967315707,16.964342189537927,"cohen_d_paired",0.43281266168824106,NA,NA,NA,NA,NA,NA,NA,NA,0.3454710991362828
"ppFVC","paired_t",9,0.3899567018406059,-0.17615986751632515,0.8645459898352839,"94.222 ± 15.139","93.444 ± 17.529",94.22222222222223,15.1391692124913,92,86,94,76,127,51,93.44444444444444,17.52934048325201,90,88,100,67,131,64,-0.7777777777777778,-10.9592044393257,9.403648883770146,"cohen_d_paired",-0.05871995583877504,NA,NA,NA,NA,NA,NA,NA,NA,0.8645459898352839
"FEV1_FVC","paired_t",9,0.225910457610659,4.963649182994816,0.001101841059064004,"87.333 ± 5.220","93.111 ± 2.472",87.33333333333333,5.220153254455275,89,85,91,77,94,17,93.11111111111111,2.4720661623652207,94,91,95,89,96,7,5.777777777777778,3.0935470925206223,8.462008463034932,"cohen_d_paired",1.6545497276649386,NA,NA,NA,NA,NA,NA,NA,NA,0.0033055231771920122
