"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","fisher_p","fisher_or","fisher_ci_low","fisher_ci_high","or_ha","or_ha_ci_low","or_ha_ci_high","cutoff_used"
"UI_L_kg_day","paired_t",8,0.7881142036491875,0.11057942612097216,0.9150535243560355,"7208.750 ± 1906.376","7240.750 ± 2070.718",7208.75,1906.3764993156146,7835.5,5949,8645.75,3807,9297,5490,7240.75,2070.7177327128456,7576.5,6066.25,8376.25,3940,9841,5901,32,-652.2862068047766,716.2862068047766,"cohen_d_paired",0.03909573103492813,NA,NA,NA,NA,NA,NA,NA,NA
