"","Name","p_value","p_adj","time0","time12","Group","Logfc"
"36","ko:K00074",1.91084109246731e-05,0.0207708426751196,0.00280060795836158,0.00472618149306361,"time12",0.754934989577248
"645","ko:K01880",1.0092044249177e-06,0.00219401041977108,0.000534130992760891,0.000328645067478529,"time0",-0.700663266230372
"1206","ko:K04078",5.12311235070229e-05,0.0371254875014226,0.00240775790481749,0.00144938352413328,"time0",-0.732250939631326
