#node	identifier	category	term ID	term description
PRTN3	9606.ENSP00000234347	GO Component	GO:0031982	Vesicle
PRTN3	9606.ENSP00000234347	GO Component	GO:0031983	Vesicle lumen
PRTN3	9606.ENSP00000234347	GO Component	GO:0034774	Secretory granule lumen
PRTN3	9606.ENSP00000234347	GO Component	GO:0035578	Azurophil granule lumen
PRTN3	9606.ENSP00000234347	GO Component	GO:0042582	Azurophil granule
PRTN3	9606.ENSP00000234347	GO Component	GO:0043226	Organelle
PRTN3	9606.ENSP00000234347	GO Component	GO:0043227	Membrane-bounded organelle
PRTN3	9606.ENSP00000234347	GO Component	GO:0043229	Intracellular organelle
PRTN3	9606.ENSP00000234347	GO Component	GO:0043230	Extracellular organelle
PRTN3	9606.ENSP00000234347	GO Component	GO:0043231	Intracellular membrane-bounded organelle
PRTN3	9606.ENSP00000234347	GO Component	GO:0043233	Organelle lumen
PRTN3	9606.ENSP00000234347	GO Component	GO:0044853	Plasma membrane raft
PRTN3	9606.ENSP00000234347	GO Component	GO:0045121	Membrane raft
PRTN3	9606.ENSP00000234347	GO Component	GO:0060205	Cytoplasmic vesicle lumen
PRTN3	9606.ENSP00000234347	GO Component	GO:0065010	Extracellular membrane-bounded organelle
PRTN3	9606.ENSP00000234347	GO Component	GO:0070013	Intracellular organelle lumen
PRTN3	9606.ENSP00000234347	GO Component	GO:0070062	Extracellular exosome
PRTN3	9606.ENSP00000234347	GO Component	GO:0071944	Cell periphery
PRTN3	9606.ENSP00000234347	GO Component	GO:0097708	Intracellular vesicle
PRTN3	9606.ENSP00000234347	GO Component	GO:0098590	Plasma membrane region
PRTN3	9606.ENSP00000234347	GO Component	GO:0098857	Membrane microdomain
PRTN3	9606.ENSP00000234347	GO Component	GO:0099503	Secretory vesicle
PRTN3	9606.ENSP00000234347	GO Component	GO:0110165	Cellular anatomical entity
PRTN3	9606.ENSP00000234347	GO Component	GO:1903561	Extracellular vesicle
PRTN3	9606.ENSP00000234347	STRING clusters	CL:19114	Mixed, incl. S100/CaBP-9k-type, calcium binding, subdomain, and Cystatin superfamily
PRTN3	9606.ENSP00000234347	STRING clusters	CL:19115	Mixed, incl. Cystatin superfamily, and Specific granule lumen
PRTN3	9606.ENSP00000234347	STRING clusters	CL:19181	Mixed, incl. Specific granule lumen, and Mononeuritis multiplex
PRTN3	9606.ENSP00000234347	STRING clusters	CL:19183	Mixed, incl. Neutrophil mediated cytotoxicity, and Mononeuritis multiplex
PRTN3	9606.ENSP00000234347	STRING clusters	CL:19185	Mixed, incl. Neutrophil mediated cytotoxicity, and Mononeuritis multiplex
PRTN3	9606.ENSP00000234347	STRING clusters	CL:19188	Mixed, incl. Mononeuritis multiplex, and Neutrophil mediated cytotoxicity
PRTN3	9606.ENSP00000234347	STRING clusters	CL:19191	Mononeuritis multiplex, and Neutrophil mediated cytotoxicity
PRTN3	9606.ENSP00000234347	Reactome	HSA-109582	Hemostasis
PRTN3	9606.ENSP00000234347	Reactome	HSA-1280215	Cytokine Signaling in Immune system
PRTN3	9606.ENSP00000234347	Reactome	HSA-140875	Common Pathway of Fibrin Clot Formation
PRTN3	9606.ENSP00000234347	Reactome	HSA-140877	Formation of Fibrin Clot (Clotting Cascade)
PRTN3	9606.ENSP00000234347	Reactome	HSA-168249	Innate Immune System
PRTN3	9606.ENSP00000234347	Reactome	HSA-168256	Immune System
PRTN3	9606.ENSP00000234347	Reactome	HSA-449147	Signaling by Interleukins
PRTN3	9606.ENSP00000234347	Reactome	HSA-449836	Other interleukin signaling
PRTN3	9606.ENSP00000234347	Reactome	HSA-6798695	Neutrophil degranulation
PRTN3	9606.ENSP00000234347	Reactome	HSA-6803157	Antimicrobial peptides
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0014667	Disease of metabolism
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0040097	Autoimmune vasculitis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0050032	Mineral metabolism disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0050117	Disease by infectious agent
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0050127	Sinusitis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0050155	Sensory system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0050161	Lower respiratory tract disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0050825	Endocardium disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0050828	Artery disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0060000	Infective endocarditis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0060049	Autoimmune disease of urogenital tract
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0060050	Autoimmune disease of blood
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0060051	Autoimmune disease of cardiovascular system
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0060056	Hypersensitivity reaction disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0060158	Acquired metabolic disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:0080001	Bone disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:10314	Endocarditis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:104	Bacterial infectious disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:10499	Orbital granuloma
PRTN3	9606.ENSP00000234347	DISEASES	DOID:10952	Nephritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:11123	Henoch-Schoenlein purpura
PRTN3	9606.ENSP00000234347	DISEASES	DOID:11343	Scleral disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:114	Heart disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1188	Mononeuropathy
PRTN3	9606.ENSP00000234347	DISEASES	DOID:12118	Pulmonary hemosiderosis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:12119	Hemosiderosis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:12132	Granulomatosis with polyangiitis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1247	Blood coagulation disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1278	Tolosa-hunt syndrome
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1279	Ocular motility disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1287	Cardiovascular system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:13138	Acute proliferative glomerulonephritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:13139	Crescentic glomerulonephritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:13452	Scleritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1352	Paranasal sinus disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:13794	Anterior scleritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1397	Chronic orbital inflammation
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1557	Hypersensitivity reaction type III disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1564	Fungal infectious disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1579	Respiratory system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:16	Integumentary system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:17	Musculoskeletal system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:178	Vascular disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:18	Urinary system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1802	Mononeuritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:1835	Mononeuritis multiplex
PRTN3	9606.ENSP00000234347	DISEASES	DOID:2051	Maxillary sinusitis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:2213	Hemorrhagic disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:2351	Iron metabolism disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:2825	Nose disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:2914	Immune system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:2921	Glomerulonephritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:3049	Churg-Strauss syndrome
PRTN3	9606.ENSP00000234347	DISEASES	DOID:3326	Purpura
PRTN3	9606.ENSP00000234347	DISEASES	DOID:37	Skin disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:4	Disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:417	Autoimmune disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:4562	Subacute bacterial endocarditis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:4776	Rapidly progressive glomerulonephritis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:519	Aortitis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:520	Aortic disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:557	Kidney disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:5614	Eye disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:5656	Cranial nerve disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:572	Mononeuritis of upper limb and mononeuritis multiplex
PRTN3	9606.ENSP00000234347	DISEASES	DOID:574	Peripheral nervous system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:612	Primary immunodeficiency disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:65	Connective tissue disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:7	Disease of anatomical entity
PRTN3	9606.ENSP00000234347	DISEASES	DOID:74	Hematopoietic system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:850	Lung disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:863	Nervous system disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:865	Vasculitis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:870	Neuropathy
PRTN3	9606.ENSP00000234347	DISEASES	DOID:930	Orbital disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:974	Upper respiratory tract disease
PRTN3	9606.ENSP00000234347	DISEASES	DOID:9808	Goodpasture syndrome
PRTN3	9606.ENSP00000234347	DISEASES	DOID:9809	Hypersensitivity vasculitis
PRTN3	9606.ENSP00000234347	DISEASES	DOID:9810	Polyarteritis nodosa
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000042	Animal
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000089	Blood
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000130	Neutrophil
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000539	Granulocyte
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000570	Hematopoietic system
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000574	Hematopoietic cell
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0000751	Leukocyte
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0001044	Phagocyte
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0001239	Serum
PRTN3	9606.ENSP00000234347	TISSUES	BTO:0001489	Whole body
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0000323	Lytic vacuole
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005576	Extracellular region
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005615	Extracellular space
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005622	Intracellular
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005737	Cytoplasm
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005764	Lysosome
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005766	Primary lysosome
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005773	Vacuole
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005775	Vacuolar lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005829	Cytosol
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0005886	Plasma membrane
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0012505	Endomembrane system
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0016020	Membrane
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0030141	Secretory granule
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0031982	Vesicle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0031983	Vesicle lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0032991	Protein-containing complex
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0034774	Secretory granule lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0035578	Azurophil granule lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0042582	Azurophil granule
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0043226	Organelle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0043229	Intracellular organelle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0043230	Extracellular organelle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0043233	Organelle lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0043291	RAVE complex
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0044853	Plasma membrane raft
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0045121	Membrane raft
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0060205	Cytoplasmic vesicle lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0071944	Cell periphery
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0098590	Plasma membrane region
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0098857	Membrane microdomain
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0099503	Secretory vesicle
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PRTN3	9606.ENSP00000234347	COMPARTMENTS	GOCC:1903561	Extracellular vesicle
PRTN3	9606.ENSP00000234347	Monarch	EFO:0000246	Age
PRTN3	9606.ENSP00000234347	Monarch	EFO:0000719	Temporal measurement
PRTN3	9606.ENSP00000234347	Monarch	EFO:0004557	Population measurement
PRTN3	9606.ENSP00000234347	Monarch	EFO:0004747	Protein measurement
PRTN3	9606.ENSP00000234347	Monarch	EFO:0004847	Age at onset
PRTN3	9606.ENSP00000234347	Monarch	EFO:0007874	Gut microbiome measurement
PRTN3	9606.ENSP00000234347	Monarch	EFO:0007882	Microbiome measurement
PRTN3	9606.ENSP00000234347	Monarch	EFO:0007937	Blood protein measurement
PRTN3	9606.ENSP00000234347	Monarch	HP:0000118	Phenotypic abnormality
PRTN3	9606.ENSP00000234347	Monarch	HP:0000478	Abnormality of the eye
PRTN3	9606.ENSP00000234347	Monarch	HP:0000539	Abnormality of refraction
PRTN3	9606.ENSP00000234347	Monarch	HP:0000545	Myopia
PRTN3	9606.ENSP00000234347	Monarch	HP:0012373	Abnormal eye physiology
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0177	Collagen degradation
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0325	Glycoprotein
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0378	Hydrolase
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0472	Membrane
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0645	Protease
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0720	Serine protease
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0732	Signal
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0865	Zymogen
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-0964	Secreted
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-1003	Cell membrane
PRTN3	9606.ENSP00000234347	UniProt Keywords	KW-1015	Disulfide bond
PRTN3	9606.ENSP00000234347	InterPro	IPR001254	Serine proteases, trypsin domain
PRTN3	9606.ENSP00000234347	InterPro	IPR001314	Peptidase S1A, chymotrypsin family
PRTN3	9606.ENSP00000234347	InterPro	IPR009003	Peptidase S1, PA clan
PRTN3	9606.ENSP00000234347	InterPro	IPR018114	Serine proteases, trypsin family, histidine active site
PRTN3	9606.ENSP00000234347	InterPro	IPR033116	Serine proteases, trypsin family, serine active site
PRTN3	9606.ENSP00000234347	InterPro	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
PRTN3	9606.ENSP00000234347	SMART	SM00020	Trypsin-like serine protease
RETN	9606.ENSP00000221515	GO Process	GO:0007154	Cell communication
RETN	9606.ENSP00000221515	GO Process	GO:0007165	Signal transduction
RETN	9606.ENSP00000221515	GO Process	GO:0007568	Aging
RETN	9606.ENSP00000221515	GO Process	GO:0009605	Response to external stimulus
RETN	9606.ENSP00000221515	GO Process	GO:0009612	Response to mechanical stimulus
RETN	9606.ENSP00000221515	GO Process	GO:0009628	Response to abiotic stimulus
RETN	9606.ENSP00000221515	GO Process	GO:0009719	Response to endogenous stimulus
RETN	9606.ENSP00000221515	GO Process	GO:0009725	Response to hormone
RETN	9606.ENSP00000221515	GO Process	GO:0009987	Cellular process
RETN	9606.ENSP00000221515	GO Process	GO:0010033	Response to organic substance
RETN	9606.ENSP00000221515	GO Process	GO:0010243	Response to organonitrogen compound
RETN	9606.ENSP00000221515	GO Process	GO:0010646	Regulation of cell communication
RETN	9606.ENSP00000221515	GO Process	GO:0010647	Positive regulation of cell communication
RETN	9606.ENSP00000221515	GO Process	GO:0010817	Regulation of hormone levels
RETN	9606.ENSP00000221515	GO Process	GO:0023051	Regulation of signaling
RETN	9606.ENSP00000221515	GO Process	GO:0023052	Signaling
RETN	9606.ENSP00000221515	GO Process	GO:0023056	Positive regulation of signaling
RETN	9606.ENSP00000221515	GO Process	GO:0030154	Cell differentiation
RETN	9606.ENSP00000221515	GO Process	GO:0032368	Regulation of lipid transport
RETN	9606.ENSP00000221515	GO Process	GO:0032370	Positive regulation of lipid transport
RETN	9606.ENSP00000221515	GO Process	GO:0032502	Developmental process
RETN	9606.ENSP00000221515	GO Process	GO:0032868	Response to insulin
RETN	9606.ENSP00000221515	GO Process	GO:0032879	Regulation of localization
RETN	9606.ENSP00000221515	GO Process	GO:0042221	Response to chemical
RETN	9606.ENSP00000221515	GO Process	GO:0043434	Response to peptide hormone
RETN	9606.ENSP00000221515	GO Process	GO:0044057	Regulation of system process
RETN	9606.ENSP00000221515	GO Process	GO:0044060	Regulation of endocrine process
RETN	9606.ENSP00000221515	GO Process	GO:0045444	Fat cell differentiation
RETN	9606.ENSP00000221515	GO Process	GO:0046883	Regulation of hormone secretion
RETN	9606.ENSP00000221515	GO Process	GO:0046887	Positive regulation of hormone secretion
RETN	9606.ENSP00000221515	GO Process	GO:0048518	Positive regulation of biological process
RETN	9606.ENSP00000221515	GO Process	GO:0048519	Negative regulation of biological process
RETN	9606.ENSP00000221515	GO Process	GO:0048521	Negative regulation of behavior
RETN	9606.ENSP00000221515	GO Process	GO:0048522	Positive regulation of cellular process
RETN	9606.ENSP00000221515	GO Process	GO:0048869	Cellular developmental process
RETN	9606.ENSP00000221515	GO Process	GO:0050789	Regulation of biological process
RETN	9606.ENSP00000221515	GO Process	GO:0050793	Regulation of developmental process
RETN	9606.ENSP00000221515	GO Process	GO:0050794	Regulation of cellular process
RETN	9606.ENSP00000221515	GO Process	GO:0050795	Regulation of behavior
RETN	9606.ENSP00000221515	GO Process	GO:0050804	Modulation of chemical synaptic transmission
RETN	9606.ENSP00000221515	GO Process	GO:0050806	Positive regulation of synaptic transmission
RETN	9606.ENSP00000221515	GO Process	GO:0050896	Response to stimulus
RETN	9606.ENSP00000221515	GO Process	GO:0051046	Regulation of secretion
RETN	9606.ENSP00000221515	GO Process	GO:0051047	Positive regulation of secretion
RETN	9606.ENSP00000221515	GO Process	GO:0051049	Regulation of transport
RETN	9606.ENSP00000221515	GO Process	GO:0051050	Positive regulation of transport
RETN	9606.ENSP00000221515	GO Process	GO:0051094	Positive regulation of developmental process
RETN	9606.ENSP00000221515	GO Process	GO:0051239	Regulation of multicellular organismal process
RETN	9606.ENSP00000221515	GO Process	GO:0051240	Positive regulation of multicellular organismal process
RETN	9606.ENSP00000221515	GO Process	GO:0051241	Negative regulation of multicellular organismal process
RETN	9606.ENSP00000221515	GO Process	GO:0051716	Cellular response to stimulus
RETN	9606.ENSP00000221515	GO Process	GO:0060259	Regulation of feeding behavior
RETN	9606.ENSP00000221515	GO Process	GO:0065007	Biological regulation
RETN	9606.ENSP00000221515	GO Process	GO:0065008	Regulation of biological quality
RETN	9606.ENSP00000221515	GO Process	GO:0099177	Regulation of trans-synaptic signaling
RETN	9606.ENSP00000221515	GO Process	GO:1901652	Response to peptide
RETN	9606.ENSP00000221515	GO Process	GO:1901698	Response to nitrogen compound
RETN	9606.ENSP00000221515	GO Process	GO:1901700	Response to oxygen-containing compound
RETN	9606.ENSP00000221515	GO Process	GO:1903530	Regulation of secretion by cell
RETN	9606.ENSP00000221515	GO Process	GO:1903532	Positive regulation of secretion by cell
RETN	9606.ENSP00000221515	GO Process	GO:1905939	Regulation of gonad development
RETN	9606.ENSP00000221515	GO Process	GO:1905941	Positive regulation of gonad development
RETN	9606.ENSP00000221515	GO Process	GO:1905952	Regulation of lipid localization
RETN	9606.ENSP00000221515	GO Process	GO:1905954	Positive regulation of lipid localization
RETN	9606.ENSP00000221515	GO Process	GO:2000026	Regulation of multicellular organismal development
RETN	9606.ENSP00000221515	GO Process	GO:2000194	Regulation of female gonad development
RETN	9606.ENSP00000221515	GO Process	GO:2000196	Positive regulation of female gonad development
RETN	9606.ENSP00000221515	GO Process	GO:2000241	Regulation of reproductive process
RETN	9606.ENSP00000221515	GO Process	GO:2000243	Positive regulation of reproductive process
RETN	9606.ENSP00000221515	GO Process	GO:2000252	Negative regulation of feeding behavior
RETN	9606.ENSP00000221515	GO Process	GO:2000831	Regulation of steroid hormone secretion
RETN	9606.ENSP00000221515	GO Process	GO:2000833	Positive regulation of steroid hormone secretion
RETN	9606.ENSP00000221515	GO Process	GO:2000870	Regulation of progesterone secretion
RETN	9606.ENSP00000221515	GO Process	GO:2000872	Positive regulation of progesterone secretion
RETN	9606.ENSP00000221515	GO Function	GO:0005102	Signaling receptor binding
RETN	9606.ENSP00000221515	GO Function	GO:0005179	Hormone activity
RETN	9606.ENSP00000221515	GO Function	GO:0005488	Binding
RETN	9606.ENSP00000221515	GO Function	GO:0005515	Protein binding
RETN	9606.ENSP00000221515	GO Function	GO:0030545	Signaling receptor regulator activity
RETN	9606.ENSP00000221515	GO Function	GO:0030546	Signaling receptor activator activity
RETN	9606.ENSP00000221515	GO Function	GO:0048018	Receptor ligand activity
RETN	9606.ENSP00000221515	GO Function	GO:0098772	Molecular function regulator activity
RETN	9606.ENSP00000221515	GO Component	GO:0000323	Lytic vacuole
RETN	9606.ENSP00000221515	GO Component	GO:0005576	Extracellular region
RETN	9606.ENSP00000221515	GO Component	GO:0005615	Extracellular space
RETN	9606.ENSP00000221515	GO Component	GO:0005622	Intracellular anatomical structure
RETN	9606.ENSP00000221515	GO Component	GO:0005634	Nucleus
RETN	9606.ENSP00000221515	GO Component	GO:0005737	Cytoplasm
RETN	9606.ENSP00000221515	GO Component	GO:0005764	Lysosome
RETN	9606.ENSP00000221515	GO Component	GO:0005766	Primary lysosome
RETN	9606.ENSP00000221515	GO Component	GO:0005773	Vacuole
RETN	9606.ENSP00000221515	GO Component	GO:0005775	Vacuolar lumen
RETN	9606.ENSP00000221515	GO Component	GO:0012505	Endomembrane system
RETN	9606.ENSP00000221515	GO Component	GO:0030141	Secretory granule
RETN	9606.ENSP00000221515	GO Component	GO:0031410	Cytoplasmic vesicle
RETN	9606.ENSP00000221515	GO Component	GO:0031974	Membrane-enclosed lumen
RETN	9606.ENSP00000221515	GO Component	GO:0031982	Vesicle
RETN	9606.ENSP00000221515	GO Component	GO:0031983	Vesicle lumen
RETN	9606.ENSP00000221515	GO Component	GO:0034774	Secretory granule lumen
RETN	9606.ENSP00000221515	GO Component	GO:0035578	Azurophil granule lumen
RETN	9606.ENSP00000221515	GO Component	GO:0035580	Specific granule lumen
RETN	9606.ENSP00000221515	GO Component	GO:0042581	Specific granule
RETN	9606.ENSP00000221515	GO Component	GO:0042582	Azurophil granule
RETN	9606.ENSP00000221515	GO Component	GO:0043226	Organelle
RETN	9606.ENSP00000221515	GO Component	GO:0043227	Membrane-bounded organelle
RETN	9606.ENSP00000221515	GO Component	GO:0043229	Intracellular organelle
RETN	9606.ENSP00000221515	GO Component	GO:0043230	Extracellular organelle
RETN	9606.ENSP00000221515	GO Component	GO:0043231	Intracellular membrane-bounded organelle
RETN	9606.ENSP00000221515	GO Component	GO:0043233	Organelle lumen
RETN	9606.ENSP00000221515	GO Component	GO:0060205	Cytoplasmic vesicle lumen
RETN	9606.ENSP00000221515	GO Component	GO:0065010	Extracellular membrane-bounded organelle
RETN	9606.ENSP00000221515	GO Component	GO:0070013	Intracellular organelle lumen
RETN	9606.ENSP00000221515	GO Component	GO:0070062	Extracellular exosome
RETN	9606.ENSP00000221515	GO Component	GO:0097708	Intracellular vesicle
RETN	9606.ENSP00000221515	GO Component	GO:0099503	Secretory vesicle
RETN	9606.ENSP00000221515	GO Component	GO:0110165	Cellular anatomical entity
RETN	9606.ENSP00000221515	GO Component	GO:1903561	Extracellular vesicle
RETN	9606.ENSP00000221515	STRING clusters	CL:10122	Mixed, incl. Adiponectin binding, and Resistin
RETN	9606.ENSP00000221515	STRING clusters	CL:10123	Mixed, incl. Adiponectin binding, and Resistin
RETN	9606.ENSP00000221515	STRING clusters	CL:9982	Mixed, incl. Glycerolipid metabolism, and PPAR signaling pathway
RETN	9606.ENSP00000221515	STRING clusters	CL:9983	Mixed, incl. Fatty acid metabolism, and Regulation of lipid storage
RETN	9606.ENSP00000221515	STRING clusters	CL:9984	Mixed, incl. Fatty acid metabolism, and Regulation of lipid storage
RETN	9606.ENSP00000221515	Reactome	HSA-168249	Innate Immune System
RETN	9606.ENSP00000221515	Reactome	HSA-168256	Immune System
RETN	9606.ENSP00000221515	Reactome	HSA-212436	Generic Transcription Pathway
RETN	9606.ENSP00000221515	Reactome	HSA-6798695	Neutrophil degranulation
RETN	9606.ENSP00000221515	Reactome	HSA-73857	RNA Polymerase II Transcription
RETN	9606.ENSP00000221515	Reactome	HSA-74160	Gene expression (Transcription)
RETN	9606.ENSP00000221515	Reactome	HSA-9614085	FOXO-mediated transcription
RETN	9606.ENSP00000221515	Reactome	HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes
RETN	9606.ENSP00000221515	WikiPathways	WP236	Adipogenesis
RETN	9606.ENSP00000221515	WikiPathways	WP4481	Resistin as a regulator of inflammation
RETN	9606.ENSP00000221515	DISEASES	DOID:0014667	Disease of metabolism
RETN	9606.ENSP00000221515	DISEASES	DOID:0060158	Acquired metabolic disease
RETN	9606.ENSP00000221515	DISEASES	DOID:2978	Carbohydrate metabolic disorder
