#node	identifier	category	term ID	term description
MPO	9606.ENSP00000225275	DISEASES	DOID:0050686	Organ system cancer
MPO	9606.ENSP00000225275	DISEASES	DOID:0060049	Autoimmune disease of urogenital tract
MPO	9606.ENSP00000225275	DISEASES	DOID:0060050	Autoimmune disease of blood
MPO	9606.ENSP00000225275	DISEASES	DOID:10952	Nephritis
MPO	9606.ENSP00000225275	DISEASES	DOID:1188	Mononeuropathy
MPO	9606.ENSP00000225275	DISEASES	DOID:12132	Granulomatosis with polyangiitis
MPO	9606.ENSP00000225275	DISEASES	DOID:1240	Leukemia
MPO	9606.ENSP00000225275	DISEASES	DOID:1287	Cardiovascular system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:13138	Acute proliferative glomerulonephritis
MPO	9606.ENSP00000225275	DISEASES	DOID:13139	Crescentic glomerulonephritis
MPO	9606.ENSP00000225275	DISEASES	DOID:14566	Disease of cellular proliferation
MPO	9606.ENSP00000225275	DISEASES	DOID:1579	Respiratory system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:16	Integumentary system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:162	Cancer
MPO	9606.ENSP00000225275	DISEASES	DOID:178	Vascular disease
MPO	9606.ENSP00000225275	DISEASES	DOID:18	Urinary system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:1802	Mononeuritis
MPO	9606.ENSP00000225275	DISEASES	DOID:1835	Mononeuritis multiplex
MPO	9606.ENSP00000225275	DISEASES	DOID:2531	Hematologic cancer
MPO	9606.ENSP00000225275	DISEASES	DOID:2914	Immune system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:2921	Glomerulonephritis
MPO	9606.ENSP00000225275	DISEASES	DOID:3049	Churg-Strauss syndrome
MPO	9606.ENSP00000225275	DISEASES	DOID:37	Skin disease
MPO	9606.ENSP00000225275	DISEASES	DOID:4	Disease
MPO	9606.ENSP00000225275	DISEASES	DOID:417	Autoimmune disease
MPO	9606.ENSP00000225275	DISEASES	DOID:4776	Rapidly progressive glomerulonephritis
MPO	9606.ENSP00000225275	DISEASES	DOID:557	Kidney disease
MPO	9606.ENSP00000225275	DISEASES	DOID:572	Mononeuritis of upper limb and mononeuritis multiplex
MPO	9606.ENSP00000225275	DISEASES	DOID:574	Peripheral nervous system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:6004	Aleukemic leukemia
MPO	9606.ENSP00000225275	DISEASES	DOID:612	Primary immunodeficiency disease
MPO	9606.ENSP00000225275	DISEASES	DOID:7	Disease of anatomical entity
MPO	9606.ENSP00000225275	DISEASES	DOID:74	Hematopoietic system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:850	Lung disease
MPO	9606.ENSP00000225275	DISEASES	DOID:863	Nervous system disease
MPO	9606.ENSP00000225275	DISEASES	DOID:865	Vasculitis
MPO	9606.ENSP00000225275	DISEASES	DOID:8683	Myeloid sarcoma
MPO	9606.ENSP00000225275	DISEASES	DOID:870	Neuropathy
MPO	9606.ENSP00000225275	DISEASES	DOID:9808	Goodpasture syndrome
MPO	9606.ENSP00000225275	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
MPO	9606.ENSP00000225275	TISSUES	BTO:0000042	Animal
MPO	9606.ENSP00000225275	TISSUES	BTO:0000089	Blood
MPO	9606.ENSP00000225275	TISSUES	BTO:0000130	Neutrophil
MPO	9606.ENSP00000225275	TISSUES	BTO:0000141	Bone marrow
MPO	9606.ENSP00000225275	TISSUES	BTO:0000345	Digestive gland
MPO	9606.ENSP00000225275	TISSUES	BTO:0000392	Plasma cell
MPO	9606.ENSP00000225275	TISSUES	BTO:0000522	Gland
MPO	9606.ENSP00000225275	TISSUES	BTO:0000539	Granulocyte
MPO	9606.ENSP00000225275	TISSUES	BTO:0000570	Hematopoietic system
MPO	9606.ENSP00000225275	TISSUES	BTO:0000574	Hematopoietic cell
MPO	9606.ENSP00000225275	TISSUES	BTO:0000580	Blood cancer cell
MPO	9606.ENSP00000225275	TISSUES	BTO:0000751	Leukocyte
MPO	9606.ENSP00000225275	TISSUES	BTO:0000759	Liver
MPO	9606.ENSP00000225275	TISSUES	BTO:0001044	Phagocyte
MPO	9606.ENSP00000225275	TISSUES	BTO:0001202	Saliva
MPO	9606.ENSP00000225275	TISSUES	BTO:0001271	Leukemia cell
MPO	9606.ENSP00000225275	TISSUES	BTO:0001486	Skeletal system
MPO	9606.ENSP00000225275	TISSUES	BTO:0001488	Endocrine gland
MPO	9606.ENSP00000225275	TISSUES	BTO:0001489	Whole body
MPO	9606.ENSP00000225275	TISSUES	BTO:0001491	Viscus
MPO	9606.ENSP00000225275	TISSUES	BTO:0003473	Polymorphonuclear neutrophil
MPO	9606.ENSP00000225275	TISSUES	BTO:0004850	Bone marrow cell
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0000323	Lytic vacuole
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005576	Extracellular region
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005615	Extracellular space
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005622	Intracellular
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005634	Nucleus
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005737	Cytoplasm
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005764	Lysosome
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005766	Primary lysosome
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005773	Vacuole
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0005775	Vacuolar lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0012505	Endomembrane system
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0030139	Endocytic vesicle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0030141	Secretory granule
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0031982	Vesicle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0031983	Vesicle lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0034774	Secretory granule lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0035578	Azurophil granule lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0042582	Azurophil granule
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043226	Organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043229	Intracellular organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043230	Extracellular organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043233	Organelle lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0043264	Extracellular non-membrane-bounded organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0045335	Phagocytic vesicle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0060205	Cytoplasmic vesicle lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0070062	Extracellular exosome
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0071682	Endocytic vesicle lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0097013	Phagocytic vesicle lumen
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0099503	Secretory vesicle
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
MPO	9606.ENSP00000225275	COMPARTMENTS	GOCC:1903561	Extracellular vesicle
MPO	9606.ENSP00000225275	Monarch	EFO:0003892	Pulmonary function measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0004298	Cardiovascular measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0004308	Leukocyte count
MPO	9606.ENSP00000225275	Monarch	EFO:0004503	Hematological measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0004586	Complete blood cell count
MPO	9606.ENSP00000225275	Monarch	EFO:0004587	Lymphocyte count
MPO	9606.ENSP00000225275	Monarch	EFO:0004713	FEV/FEC ratio
MPO	9606.ENSP00000225275	Monarch	EFO:0004747	Protein measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0004833	Neutrophil count
MPO	9606.ENSP00000225275	Monarch	EFO:0004842	Eosinophil count
MPO	9606.ENSP00000225275	Monarch	EFO:0004872	Inflammatory biomarker measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0005090	Basophil count
MPO	9606.ENSP00000225275	Monarch	EFO:0005091	Monocyte count
MPO	9606.ENSP00000225275	Monarch	EFO:0005243	Myeloperoxidase measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0005278	Cardiovascular disease biomarker measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0006841	Respiratory disease biomarker
MPO	9606.ENSP00000225275	Monarch	EFO:0006843	Infectious disease biomarker
MPO	9606.ENSP00000225275	Monarch	EFO:0007937	Blood protein measurement
MPO	9606.ENSP00000225275	Monarch	EFO:0007987	Granulocyte count
MPO	9606.ENSP00000225275	Monarch	EFO:0007988	Myeloid white cell count
MPO	9606.ENSP00000225275	Monarch	EFO:0007989	Monocyte percentage of leukocytes
MPO	9606.ENSP00000225275	Monarch	EFO:0007990	Neutrophil percentage of leukocytes
MPO	9606.ENSP00000225275	Monarch	EFO:0007992	Basophil percentage of leukocytes
MPO	9606.ENSP00000225275	Monarch	EFO:0007993	Lymphocyte percentage of leukocytes
MPO	9606.ENSP00000225275	Monarch	HP:0000118	Phenotypic abnormality
MPO	9606.ENSP00000225275	Monarch	HP:0001871	Abnormality of blood and blood-forming tissues
MPO	9606.ENSP00000225275	Monarch	HP:0001939	Abnormality of metabolism/homeostasis
MPO	9606.ENSP00000225275	Monarch	HP:0002715	Abnormality of the immune system
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0025	Alternative splicing
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0106	Calcium
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0325	Glycoprotein
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0349	Heme
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0376	Hydrogen peroxide
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0408	Iron
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0458	Lysosome
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0479	Metal-binding
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0558	Oxidation
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0560	Oxidoreductase
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0575	Peroxidase
MPO	9606.ENSP00000225275	UniProt Keywords	KW-0732	Signal
MPO	9606.ENSP00000225275	UniProt Keywords	KW-1015	Disulfide bond
MPO	9606.ENSP00000225275	Pfam	PF03098	Animal haem peroxidase
MPO	9606.ENSP00000225275	InterPro	IPR010255	Haem peroxidase superfamily
MPO	9606.ENSP00000225275	InterPro	IPR019791	Haem peroxidase, animal-type
MPO	9606.ENSP00000225275	InterPro	IPR037120	Haem peroxidase domain superfamily, animal type
PRRC1	9606.ENSP00000421965	GO Process	GO:0001932	Regulation of protein phosphorylation
PRRC1	9606.ENSP00000421965	GO Process	GO:0001934	Positive regulation of protein phosphorylation
PRRC1	9606.ENSP00000421965	GO Process	GO:0009893	Positive regulation of metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0010562	Positive regulation of phosphorus metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0019220	Regulation of phosphate metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0019222	Regulation of metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0031323	Regulation of cellular metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0031325	Positive regulation of cellular metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0031399	Regulation of protein modification process
PRRC1	9606.ENSP00000421965	GO Process	GO:0031401	Positive regulation of protein modification process
PRRC1	9606.ENSP00000421965	GO Process	GO:0032147	Activation of protein kinase activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0033674	Positive regulation of kinase activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0034199	Activation of protein kinase A activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0042325	Regulation of phosphorylation
PRRC1	9606.ENSP00000421965	GO Process	GO:0042327	Positive regulation of phosphorylation
PRRC1	9606.ENSP00000421965	GO Process	GO:0043085	Positive regulation of catalytic activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0043549	Regulation of kinase activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0044093	Positive regulation of molecular function
PRRC1	9606.ENSP00000421965	GO Process	GO:0045859	Regulation of protein kinase activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0045860	Positive regulation of protein kinase activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0045937	Positive regulation of phosphate metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0048518	Positive regulation of biological process
PRRC1	9606.ENSP00000421965	GO Process	GO:0048522	Positive regulation of cellular process
PRRC1	9606.ENSP00000421965	GO Process	GO:0050789	Regulation of biological process
PRRC1	9606.ENSP00000421965	GO Process	GO:0050790	Regulation of catalytic activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0050794	Regulation of cellular process
PRRC1	9606.ENSP00000421965	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0051174	Regulation of phosphorus metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0051246	Regulation of protein metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0051247	Positive regulation of protein metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0051338	Regulation of transferase activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0051347	Positive regulation of transferase activity
PRRC1	9606.ENSP00000421965	GO Process	GO:0060255	Regulation of macromolecule metabolic process
PRRC1	9606.ENSP00000421965	GO Process	GO:0065007	Biological regulation
PRRC1	9606.ENSP00000421965	GO Process	GO:0065009	Regulation of molecular function
PRRC1	9606.ENSP00000421965	GO Process	GO:0080090	Regulation of primary metabolic process
PRRC1	9606.ENSP00000421965	GO Function	GO:0005488	Binding
PRRC1	9606.ENSP00000421965	GO Function	GO:0005515	Protein binding
PRRC1	9606.ENSP00000421965	GO Function	GO:0034237	Protein kinase A regulatory subunit binding
PRRC1	9606.ENSP00000421965	GO Function	GO:0051018	Protein kinase A binding
PRRC1	9606.ENSP00000421965	GO Component	GO:0005622	Intracellular anatomical structure
PRRC1	9606.ENSP00000421965	GO Component	GO:0005737	Cytoplasm
PRRC1	9606.ENSP00000421965	GO Component	GO:0005794	Golgi apparatus
PRRC1	9606.ENSP00000421965	GO Component	GO:0012505	Endomembrane system
PRRC1	9606.ENSP00000421965	GO Component	GO:0043226	Organelle
PRRC1	9606.ENSP00000421965	GO Component	GO:0043227	Membrane-bounded organelle
PRRC1	9606.ENSP00000421965	GO Component	GO:0043229	Intracellular organelle
PRRC1	9606.ENSP00000421965	GO Component	GO:0043231	Intracellular membrane-bounded organelle
PRRC1	9606.ENSP00000421965	GO Component	GO:0110165	Cellular anatomical entity
PRRC1	9606.ENSP00000421965	STRING clusters	CL:29789	Mostly uncharacterized, incl. CD20-like family, and GTPase GIMA/IAN/Toc
PRRC1	9606.ENSP00000421965	STRING clusters	CL:30045	Mixed, incl. CD20-like family, and Peptidase A22B, signal peptide peptidase
PRRC1	9606.ENSP00000421965	STRING clusters	CL:30141	Mostly uncharacterized, incl. Subvalvular aortic stenosis, and Transcription factor Sp4-like
PRRC1	9606.ENSP00000421965	STRING clusters	CL:30142	Mostly uncharacterized, incl. Subvalvular aortic stenosis, and Major intrinsically disordered Notch2-binding receptor 1-like
PRRC1	9606.ENSP00000421965	STRING clusters	CL:30143	Mixed, incl. Subvalvular aortic stenosis, and Major intrinsically disordered Notch2-binding receptor 1-like
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000042	Animal
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000080	Male reproductive gland
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000081	Reproductive system
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000082	Male reproductive system
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000083	Female reproductive system
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000227	Central nervous system
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0000522	Gland
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0001279	Spinal cord
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0001484	Nervous system
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0001488	Endocrine gland
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0001489	Whole body
PRRC1	9606.ENSP00000421965	TISSUES	BTO:0003091	Urogenital system
PRRC1	9606.ENSP00000421965	Monarch	EFO:0004747	Protein measurement
PRRC1	9606.ENSP00000421965	Monarch	EFO:0004873	Cytokine measurement
PRRC1	9606.ENSP00000421965	Monarch	EFO:0008354	Cognitive function measurement
PRRC1	9606.ENSP00000421965	Monarch	EFO:0008393	Reaction time measurement
PRRC1	9606.ENSP00000421965	UniProt Keywords	KW-0025	Alternative splicing
PRRC1	9606.ENSP00000421965	UniProt Keywords	KW-0333	Golgi apparatus
PRRC1	9606.ENSP00000421965	UniProt Keywords	KW-0597	Phosphoprotein
PRRC1	9606.ENSP00000421965	Pfam	PF01931	Protein of unknown function DUF84
PRRC1	9606.ENSP00000421965	InterPro	IPR026533	Non-canonical purine NTP phosphatase/PRRC1
PRRC1	9606.ENSP00000421965	InterPro	IPR026534	Protein PRRC1
PRRC1	9606.ENSP00000421965	InterPro	IPR029001	Inosine triphosphate pyrophosphatase-like
PRTN3	9606.ENSP00000234347	GO Process	GO:0002376	Immune system process
PRTN3	9606.ENSP00000234347	GO Process	GO:0002520	Immune system development
PRTN3	9606.ENSP00000234347	GO Process	GO:0002521	Leukocyte differentiation
PRTN3	9606.ENSP00000234347	GO Process	GO:0002573	Myeloid leukocyte differentiation
PRTN3	9606.ENSP00000234347	GO Process	GO:0006508	Proteolysis
PRTN3	9606.ENSP00000234347	GO Process	GO:0006509	Membrane protein ectodomain proteolysis
PRTN3	9606.ENSP00000234347	GO Process	GO:0006807	Nitrogen compound metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0006810	Transport
PRTN3	9606.ENSP00000234347	GO Process	GO:0006909	Phagocytosis
PRTN3	9606.ENSP00000234347	GO Process	GO:0006950	Response to stress
PRTN3	9606.ENSP00000234347	GO Process	GO:0006952	Defense response
PRTN3	9606.ENSP00000234347	GO Process	GO:0006955	Immune response
PRTN3	9606.ENSP00000234347	GO Process	GO:0006959	Humoral immune response
PRTN3	9606.ENSP00000234347	GO Process	GO:0007275	Multicellular organism development
PRTN3	9606.ENSP00000234347	GO Process	GO:0008152	Metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0008284	Positive regulation of cell population proliferation
PRTN3	9606.ENSP00000234347	GO Process	GO:0009056	Catabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0009605	Response to external stimulus
PRTN3	9606.ENSP00000234347	GO Process	GO:0009607	Response to biotic stimulus
PRTN3	9606.ENSP00000234347	GO Process	GO:0009987	Cellular process
PRTN3	9606.ENSP00000234347	GO Process	GO:0016043	Cellular component organization
PRTN3	9606.ENSP00000234347	GO Process	GO:0016192	Vesicle-mediated transport
PRTN3	9606.ENSP00000234347	GO Process	GO:0016477	Cell migration
PRTN3	9606.ENSP00000234347	GO Process	GO:0019538	Protein metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0019730	Antimicrobial humoral response
PRTN3	9606.ENSP00000234347	GO Process	GO:0030097	Hemopoiesis
PRTN3	9606.ENSP00000234347	GO Process	GO:0030099	Myeloid cell differentiation
PRTN3	9606.ENSP00000234347	GO Process	GO:0030154	Cell differentiation
PRTN3	9606.ENSP00000234347	GO Process	GO:0030574	Collagen catabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0032501	Multicellular organismal process
PRTN3	9606.ENSP00000234347	GO Process	GO:0032502	Developmental process
PRTN3	9606.ENSP00000234347	GO Process	GO:0032879	Regulation of localization
PRTN3	9606.ENSP00000234347	GO Process	GO:0032963	Collagen metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0033619	Membrane protein proteolysis
PRTN3	9606.ENSP00000234347	GO Process	GO:0034330	Cell junction organization
PRTN3	9606.ENSP00000234347	GO Process	GO:0034331	Cell junction maintenance
PRTN3	9606.ENSP00000234347	GO Process	GO:0042127	Regulation of cell population proliferation
PRTN3	9606.ENSP00000234347	GO Process	GO:0043085	Positive regulation of catalytic activity
PRTN3	9606.ENSP00000234347	GO Process	GO:0043087	Regulation of GTPase activity
PRTN3	9606.ENSP00000234347	GO Process	GO:0043170	Macromolecule metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0043207	Response to external biotic stimulus
PRTN3	9606.ENSP00000234347	GO Process	GO:0043547	Positive regulation of GTPase activity
PRTN3	9606.ENSP00000234347	GO Process	GO:0043954	Cellular component maintenance
PRTN3	9606.ENSP00000234347	GO Process	GO:0044093	Positive regulation of molecular function
PRTN3	9606.ENSP00000234347	GO Process	GO:0044238	Primary metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms
PRTN3	9606.ENSP00000234347	GO Process	GO:0045123	Cellular extravasation
PRTN3	9606.ENSP00000234347	GO Process	GO:0045216	Cell-cell junction organization
PRTN3	9606.ENSP00000234347	GO Process	GO:0045217	Cell-cell junction maintenance
PRTN3	9606.ENSP00000234347	GO Process	GO:0048513	Animal organ development
PRTN3	9606.ENSP00000234347	GO Process	GO:0048518	Positive regulation of biological process
PRTN3	9606.ENSP00000234347	GO Process	GO:0048519	Negative regulation of biological process
PRTN3	9606.ENSP00000234347	GO Process	GO:0048522	Positive regulation of cellular process
PRTN3	9606.ENSP00000234347	GO Process	GO:0048534	Hematopoietic or lymphoid organ development
PRTN3	9606.ENSP00000234347	GO Process	GO:0048731	System development
PRTN3	9606.ENSP00000234347	GO Process	GO:0048856	Anatomical structure development
PRTN3	9606.ENSP00000234347	GO Process	GO:0048869	Cellular developmental process
PRTN3	9606.ENSP00000234347	GO Process	GO:0048870	Cell motility
PRTN3	9606.ENSP00000234347	GO Process	GO:0050764	Regulation of phagocytosis
PRTN3	9606.ENSP00000234347	GO Process	GO:0050765	Negative regulation of phagocytosis
PRTN3	9606.ENSP00000234347	GO Process	GO:0050789	Regulation of biological process
PRTN3	9606.ENSP00000234347	GO Process	GO:0050790	Regulation of catalytic activity
PRTN3	9606.ENSP00000234347	GO Process	GO:0050794	Regulation of cellular process
PRTN3	9606.ENSP00000234347	GO Process	GO:0050896	Response to stimulus
PRTN3	9606.ENSP00000234347	GO Process	GO:0050900	Leukocyte migration
PRTN3	9606.ENSP00000234347	GO Process	GO:0051049	Regulation of transport
PRTN3	9606.ENSP00000234347	GO Process	GO:0051051	Negative regulation of transport
PRTN3	9606.ENSP00000234347	GO Process	GO:0051179	Localization
PRTN3	9606.ENSP00000234347	GO Process	GO:0051234	Establishment of localization
PRTN3	9606.ENSP00000234347	GO Process	GO:0051336	Regulation of hydrolase activity
PRTN3	9606.ENSP00000234347	GO Process	GO:0051345	Positive regulation of hydrolase activity
PRTN3	9606.ENSP00000234347	GO Process	GO:0051707	Response to other organism
PRTN3	9606.ENSP00000234347	GO Process	GO:0060627	Regulation of vesicle-mediated transport
PRTN3	9606.ENSP00000234347	GO Process	GO:0065007	Biological regulation
PRTN3	9606.ENSP00000234347	GO Process	GO:0065009	Regulation of molecular function
PRTN3	9606.ENSP00000234347	GO Process	GO:0071704	Organic substance metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:0071840	Cellular component organization or biogenesis
PRTN3	9606.ENSP00000234347	GO Process	GO:0072672	Neutrophil extravasation
PRTN3	9606.ENSP00000234347	GO Process	GO:0097028	Dendritic cell differentiation
PRTN3	9606.ENSP00000234347	GO Process	GO:0097029	Mature conventional dendritic cell differentiation
PRTN3	9606.ENSP00000234347	GO Process	GO:0097529	Myeloid leukocyte migration
PRTN3	9606.ENSP00000234347	GO Process	GO:0097530	Granulocyte migration
PRTN3	9606.ENSP00000234347	GO Process	GO:0098542	Defense response to other organism
PRTN3	9606.ENSP00000234347	GO Process	GO:1901564	Organonitrogen compound metabolic process
PRTN3	9606.ENSP00000234347	GO Process	GO:1903131	Mononuclear cell differentiation
PRTN3	9606.ENSP00000234347	GO Process	GO:1990266	Neutrophil migration
PRTN3	9606.ENSP00000234347	GO Function	GO:0003824	Catalytic activity
PRTN3	9606.ENSP00000234347	GO Function	GO:0004175	Endopeptidase activity
PRTN3	9606.ENSP00000234347	GO Function	GO:0004252	Serine-type endopeptidase activity
PRTN3	9606.ENSP00000234347	GO Function	GO:0005102	Signaling receptor binding
PRTN3	9606.ENSP00000234347	GO Function	GO:0005488	Binding
PRTN3	9606.ENSP00000234347	GO Function	GO:0005515	Protein binding
PRTN3	9606.ENSP00000234347	GO Function	GO:0008233	Peptidase activity
PRTN3	9606.ENSP00000234347	GO Function	GO:0008236	Serine-type peptidase activity
PRTN3	9606.ENSP00000234347	GO Function	GO:0016787	Hydrolase activity
PRTN3	9606.ENSP00000234347	GO Function	GO:0017171	Serine hydrolase activity
PRTN3	9606.ENSP00000234347	GO Function	GO:0019899	Enzyme binding
PRTN3	9606.ENSP00000234347	GO Function	GO:0140096	Catalytic activity, acting on a protein
PRTN3	9606.ENSP00000234347	GO Component	GO:0000323	Lytic vacuole
PRTN3	9606.ENSP00000234347	GO Component	GO:0005576	Extracellular region
PRTN3	9606.ENSP00000234347	GO Component	GO:0005615	Extracellular space
PRTN3	9606.ENSP00000234347	GO Component	GO:0005622	Intracellular anatomical structure
PRTN3	9606.ENSP00000234347	GO Component	GO:0005737	Cytoplasm
PRTN3	9606.ENSP00000234347	GO Component	GO:0005764	Lysosome
PRTN3	9606.ENSP00000234347	GO Component	GO:0005766	Primary lysosome
PRTN3	9606.ENSP00000234347	GO Component	GO:0005773	Vacuole
PRTN3	9606.ENSP00000234347	GO Component	GO:0005775	Vacuolar lumen
PRTN3	9606.ENSP00000234347	GO Component	GO:0005829	Cytosol
PRTN3	9606.ENSP00000234347	GO Component	GO:0005886	Plasma membrane
PRTN3	9606.ENSP00000234347	GO Component	GO:0012505	Endomembrane system
PRTN3	9606.ENSP00000234347	GO Component	GO:0016020	Membrane
PRTN3	9606.ENSP00000234347	GO Component	GO:0030141	Secretory granule
PRTN3	9606.ENSP00000234347	GO Component	GO:0031410	Cytoplasmic vesicle
PRTN3	9606.ENSP00000234347	GO Component	GO:0031974	Membrane-enclosed lumen
