FeatureID,n_pairs,p,padj,p_signif,padj_signif,n_T0,n_T12,n_zero_T0,n_zero_T12,pct_zero_T0,pct_zero_T12
Fusobacterium_periodonticum,30,0.0032637169016702335,0.013054867606680934,**,*,30,30,28,19,93.33333333333333,63.333333333333336
Prevotella_pallens,30,0.021434319431080633,0.02800781669697017,*,*,30,30,24,17,80,56.666666666666664
TM7_phylum_sp_oral_taxon_351,30,0.02439024143305406,0.02800781669697017,*,*,30,30,28,21,93.33333333333333,70
Neisseria_subflava,30,0.02800781669697017,0.02800781669697017,*,*,30,30,24,17,80,56.666666666666664
