FeatureID,Rank,Taxon,A1H0,A1H12,A3H0,A3H12,A4H0,A4H12,A6H0,A6H12,A7H0,A7H12,A8H0,A8H12,A9H0,A9H12,A10H0,A10H12,A12H0,A12H12,A13H0,A13H12,A16H0,A16H12,A17H0,A17H12,A19H0,A19H12,A20H0,A20H12,A22H0,A22H12,A24H0,A24H12,A25H0,A25H12,A26H0,A26H12,A27H0,A27H12,A28H0,A28H12,A30H0,A30H12,P2H0,P2H12,P4H0,P4H12,P5H0,P5H12,P11H0,P11H12,P14H0,P14H12,P16H0,P16H12,P17H0,P17H12,P20H0,P20H12,P21H0,P21H12,P25H0,P25H12,P26H0,P26H12,P27H0,P27H12,P42H0,P42H12
Eisenbergiella_massiliensis,Species,Eisenbergiella_massiliensis,0,0,0,0,0.04197682682659099,0.5334826491381273,0.05478126127827247,0,0,0,0,0,0,0,3.19370000973222,0,0,0,0,0,0,0,0,0,0,0,0.07288478502916701,0.03656512469700974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08772619897643093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037716845586453406,0,0,0,0,0,0
Streptococcus_thermophilus,Species,Streptococcus_thermophilus,1.5535701553570156,0,0.7068293728457398,0.2515828665837367,1.9405384763685103,12.339985207094674,0.04158776288902916,0.01258,0.12999861890843362,0,1.5044898936989384,0.06680473044911975,1.1019616067309863,1.106948210089113,2.8170771220344264,0.17940442125472042,9.30746719537439,0.6078197568720972,0.011170000000000001,0,0.05677934650015543,0,1.2668339643072335,0.032704163535045974,4.428437468245859,8.22085,0,0,2.3993019614434177,0.4858270160198837,0,0.643505791552124,0.1483006388536407,0.4076238405814358,0.0011738616526788177,0,62.518576727421895,0,0.538797789655338,0.01786408476508221,3.4233792107775702,9.396968682136354,0.12628969522927613,0,0.3252224710817644,0,0.6228662609841239,0.2863011333824221,0.6839911128568726,0,0,0,0.0021600006480001943,0,0.07628984298816122,0,6.3964606396460635,0.16132686518113723,0.12034453151513562,0.08103223400036098,0.3630199273960145,0,0.9676192078109574,0.5608441162970008,0.17180109835095347,0.0022116523254523453,11.703618378321163,0.047460375130844216
Eggerthella_lenta,Species,Eggerthella_lenta,0.16419001641900163,8.815644242272337e-4,0.00679962323860129,0.030149839690222932,0,0.07138436872336587,0.3032487275032192,0.56131,0.3492531554842086,0.027389997261000276,0.2755267796038935,0,0,0.014617250261470203,2.0497036078500166,1.2920657400607805,5.045998032468575,0,0.55474,0.801140080114008,3.836337275143794,1.1134395172022356,0.12638492956232839,0.4702662031031083,2.8813657300912037,22.091530000000002,0.049335223476072415,0.7372429328291461,0.15338035459893368,0.013579482483519104,0,0.031830286472578254,0.1960240298943184,1.8405510176187394,0.5368059304694653,0,0,10.009870674005818,1.0354884764009578,1.4970001532657273,0,0.1787146208679726,0.30596576186075225,0.427170085434017,0,0,0,1.3235963943160247,0,0.12542079604073153,0.037370007474001495,0.34605010381503115,0.38153011445903434,0.42116869812782576,0,1.1243635074113714,1.1723201172320117,0.007715589172796774,0.007601239963655749,1.2718528897261252,0,0.09294079386152332,2.3772179070526493,0.9100891338327548,0.00270017443126826,0.036197042810683866,0.5718467489603698,0.3004443704825549
Lancefieldella_parvula,Species,Lancefieldella_parvula,0,0,0.002028838839287239,0,0,0,0.07083940304866645,0,0,0,0,0,0,0,2.033823668998795,0,0,0,0,0,0,0,0.012672108678611791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03975780204281759,0,0,0,0,0,0,0,0,0.02449288258278449,0,0,0,0,6.801769140153354e-4,0,0,0,0,0,0,0,0,0,0.06110394731499655,0,0.005462769770615792,0
Erysipelatoclostridium_ramosum,Species,Erysipelatoclostridium_ramosum,0,0,0.12690286502175377,0,0.1829355526880358,0.5529538407750554,0.3173903825045335,0.05044,0.3680844039959849,0.07782999221700078,0.05688856475804949,0,0.23748309578619686,0.23497957146475984,1.9871550719082882,0.04590621606166362,0,0,0.214,0.04340000434000043,0.07497927147066341,0.00530104313305478,0,0,5.9741990355542365,0.34779,0.04443997672038209,0,1.1037067804846838,0.39893234824002,0,0,6.991446608249105,1.2007783055823995,0.0648433150535316,0.09677833133463945,1.2820029474757502,0.01465703295304302,0.14504588190266396,0,0,0,0.2183997019811408,0,0.020093515984662417,0,1.0619011603379536,0.3550134053942034,0.35113094040296955,0.13128345410575976,0.05922001184400237,0.5834101750230525,0,0.15453254455388304,0,0,0.2102200210220021,0.04514270137287451,0.00872472549756492,0.12321421925107366,2.00329959934008,0.24549982878273785,0,0.4354687251551817,0,0.44096944827480605,0.1418515922821187,0.06382915557490772
Ruminococcus_torques,Species,Ruminococcus_torques,0,0,0.36839494943671597,0,2.705515265799934,3.774500999461167,4.314052064288246,0.03073,2.9135931712272525,0.8767399123260088,1.1314770282774693,0.003108605073021436,0.40304175742748954,0.4126739686035109,1.9763715320956994,0.14115602103143354,0,0,1.4246699999999999,0,1.3595102894360585,0.07794236954423456,1.1822343963201989,0.32797275197061937,0,0.05467999999999999,0.5922644222933969,1.0084756681751934,2.347727253126823,0.4220455086913194,0.00801447587085365,0,4.820263689843026,0,0.014286999943714839,0,0.02558065742289577,0,5.149896545960325,0.5227477804382182,1.1672341605287386,0.7538105246765507,6.584529322169236,0.00375000075000015,0.05439072372717693,0,0.32042466444775475,0.26310699090857625,0.2157460598812088,0.1947204208606803,0.8731101746220349,0.1592200477660143,0.005990001797000539,0.0035507477874840436,0,0.007824826352894465,0.8659500865950086,0,0.16884671780786312,0.2928126139343826,0,0.16247872546690864,0.03890661011892247,0.3702459205745847,0,0.03366515123448728,0.07876411900458512,0
Hungatella_hathewayi,Species,Hungatella_hathewayi,0,0,0,7.979937210170982e-4,0.010737325419459983,0.02430148725101976,0.07648799563121711,0,0.0344922868386174,0,0.069757288465851,0,0,0,1.904681518114144,0,0,0,0,0,0,0,0,0,0,0,0,0.004338750587834813,0.5565214879910052,0.0283807178158504,0,0,0.5093848289915174,0,0,0,0.008840227193838882,0,0.32697412340246,0,0.0036471370825568554,0,0.05528802317693148,0,0.003986649731752563,0.005090001018000203,0,0.005771030706084106,0,0.008368067494527434,0.025010005002001002,0,0,0,0,0,0.19322001932200192,0,0,0,0,6.90674720134099e-4,0,0,0,0,0.10272011854912041,0
Enterocloster_lavalensis,Species,Enterocloster_lavalensis,0,0.004467928786424389,0,0,0.0013434188666737981,0,0.11592727598438327,0,0.08901590175428631,0,0,0,0,0,1.8527863585517976,0,0,0,0,0,0,0,0,0,0.04675609699504815,0,0,0,0.4853919126284529,0.0015221838772086313,0,0,0,0,0,0,0,0,0,0,0,0,0.06110307413018948,0,0,0,0,0,0,4.2090878415587094e-4,0,0,0,0,0,0,0.01609000160900016,0,0,0,0,0,0,0,0,0,0,0
Flavonifractor_plautii,Species,Flavonifractor_plautii,0,0,0,0,0.2949606453463419,0.3171994126040514,0.17812231502725345,0,0.2716880129152563,0,0.6560847598587083,0,0.019697567512199247,0.026385290451384102,1.8387086826219,0,0,0,0.08484,0,0,0,0.5117840933457678,0,2.307250865512863,0.06453,0.19877119233907983,0.03559194699506548,0.03369454014072685,0,0.012453571528644772,0,4.674860255167234,0.007764644810525656,0.3760470820859381,0.0340846889560364,0.021760559246372633,0,0.3587863178915203,0.19245506319927488,0,0,0.5310812972147607,0,0,0,0,0,0.09373960944446698,0,0.012830002566000512,0.0011200003360001007,0.008400002520000756,0,0,0,0.06383000638300064,0.020154599992234373,0.012064817625402999,0,0.5776098844780231,0,0.046225378002847414,0,0,0,0,0
Faecalimonas_umbilicata,Species,Faecalimonas_umbilicata,0,0,0.18309768336735824,0,0.18941203468707513,0.2564356938644645,0.8700345592998328,0.71701,0.31880113651535097,0.1106799889320011,2.294635533428111,0,0,2.9595266699606477,1.6358239405397417,0.13902037518009341,0.05251824693611011,0,0,0,0.5810516884900039,1.4783296563400876,0,0,2.470952212168467,0.55927,0,0,0,0,0,0,0.785494422982555,0.650729266247069,0,0,3.31891529612311,0.026083699984881487,0,0,0.3150364949169029,2.0395900418382342,0,0,0,0.004290000858000172,0,0.6793013232163264,2.8846874958790107,0.13998223564498108,0.0772300154460031,0,0,0.1371088751291022,0.008802289475492575,0.0542534635363092,0,0,0.004301633801003586,0.19337078485306541,0,0,0,0,0,0.5501209953956601,3.177197015744003,1.3234275115475131
Blautia_hansenii,Species,Blautia_hansenii,0,0,0,0,0.9406638955477796,0.14887911140161778,0.7764192240165246,3.3304100000000005,3.3183600072684816,0.17366998263300173,0.015520521361430914,0,0,0.1436944924468344,1.5839988689798912,0,0,0.09425996229601508,0,0,0.41127611907692635,0,0,0,1.3464755804156863,0.40599,0.22781027957499586,0.4784080759151596,0,0,0,0,0.8580050053226066,0.8905427226566932,0,0,2.1993065221776202,0,7.898029086671587,0,0.1901220498393306,1.3872741307241367,3.450306936605135,0.016660003332000666,0,0,0,1.9378060921680613,2.8691346934099706,0.7591891653268572,0.39406007881201577,0.49024014707204416,0,0,0,0.0396744712138447,0.003680000368000037,1.7085676864320516,0.13862394479657675,0.8657312191114008,0,0.00295288467303709,0,0,0,0.014801057870334929,0.29648305879824677,1.1782896452165295
Enterocloster_aldenensis,Species,Enterocloster_aldenensis,0,0,0,0,0.1749452180855058,0.382643417777168,0.49654154832360864,0,0.13450891794125952,0,9.306308746699387e-4,0,0.0028818309758607726,0,1.5216706096174357,0,0.014050934487292617,0,0,0,0,0,0,0,0,0,0.034236509717266266,0.014638214600078199,0.026895463290901613,0,0,0,0.15089605092963032,0,0.1847176657048693,0,0,0,0.014520046010717836,0,3.90764687416806e-4,0,0.11094636801525805,0,0.008774636093003128,0,0.0048708309637624176,0.07397321161559454,0.006301653298135345,0.08637649549141552,0,0,0,0,0,0,0.0016700001670000167,0.0053238566017222875,0.004666007487676832,0,0,0.003973882085409237,0,0,0,0.04465336052564871,0.005101926262831996,0
Oliverpabstia_intestinalis,Species,Oliverpabstia_intestinalis,0,0,0.24156239071137317,0.3696143224731503,0,0,0.5938990761928566,0.9115699999999999,0,0,0.022104984969310695,0.21871257120900817,0,0,1.4968494441620899,3.5219342524136104,0,0,0,0.025270002527000252,0,0,0.009768932654974846,0.06432028068248966,0,0,0,0,0,0,1.2396927864595129,0.6857661718955471,0,0,0.026878421944671382,0,0,0,0,0,0.0077451564967484865,0.4672534756799731,0,0,0.008053433126454927,0.3161400632280127,0,0.04304768831713344,0.009190749938015287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03576360099368283,1.1894579803005112
Sellimonas_intestinalis,Species,Sellimonas_intestinalis,0.14565001456500146,0,0,0,0.4196680131266059,0,0,0.24347000000000002,0.10112670470052165,0.008039999196000082,0.0711082042516622,0,0,0,0.8962653507744324,0,1.6512301678270453,1.7688192924722832,0,0,0,0,0,0,0.2990389946849069,0.2695,0.4801874456461413,0.2999414775534029,5.91660079852049e-4,0,0,0,4.036026733951551,1.319369246683366,0.16797257939443386,0,0.0035400909803381944,0.13835396403519254,0.973090407845318,0.04727892433849599,0,0,0.5725873493716642,0,0,0,0,0.532915178650907,0,0.10448559484783596,0.01907000381400076,0.02309000692700208,0,0,0.062966377554802,0.20353554072151703,3.559560355956035,0.004002899700543073,0.03641712568473154,0.34819147739801987,0,0.05612482834481005,0.05175199889467582,0,0,0,0,0
Schaalia_odontolytica,Species,Schaalia_odontolytica,0,0,0.07487620567765527,0.0730164254730645,0,0,0.015483195739670087,0,0,0,0.174418238123624,0,0,0,0.8738371899757335,0,0,0,0,0,0,0,1.2660801571993416,0.05094986449637681,0.021862850915759416,0,0.027165597736824688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48938768275638594,0.08533836919915629,0,0,0.030080173729781275,0,0,0.0239242728751355,0.004842005169973005,0,0,0,0,0,0.34921082973681455,0,0,0,0,0.0014307457046612694,0,0.0015314961185582197,0,0,0,0,0.47068026218087405,0.05341816690258849
Blautia_producta,Species,Blautia_producta,0,0,0,0,5.01275696520074e-4,0.04746290472976946,0.05519481894949493,0.51407,0.04583303873046783,0,0,0,0,0,0.6993280763326433,0.010973151779028589,0.025317720872327684,0,0.18189,0,0,0.0020342377240266923,0.006906502961494208,0,0.1913949579025105,0.73063,0.7038377727312193,0.03279406110197575,0.0015744175006232488,0,0.0013056163699385647,0,3.3886122573063364,0.15718402748524168,0.002739010522917241,0,0.019620504246959148,0.7515014931413412,0.01892037223256064,0,0,0,0.026493011830075606,0.0052300010460002095,0,0,2.3387589922840837,0.03556635215049408,1.0640331527362716,0.00746612009990771,0.014250002850000571,0,0,0.01318277629268724,0,0.17627872871987443,0.06576000657600066,0,0.02141707558334962,0.06629455272087813,6.122028775594244,0,0.012334777062921378,0.031401350258061095,0,0,0.11338504889028592,0
Streptococcus_salivarius,Species,Streptococcus_salivarius,0.25450002545000255,0.005459688763680027,7.743003167599966,1.1136616218117465,0.012732402691609877,0.5749751884815351,5.278307165219517,15.15194,0.13691907773485382,0.0017399998260000176,0,0,0,0.002789015492579764,0.5340705790190162,1.8605950051718223,0.9169862177658493,0,0,0,8.097399730918328,0.09303380802888578,4.3460646939670475,0.37441350114914435,0.0483163004455781,0.09940000000000002,0.004834811610558342,8.607401969326453,0,0.433501945240837,0.1796025964893181,5.708201373812365,0.2089407318538948,3.336205718260664,0,0.003872343360685792,0.0020700532003672494,0.9079434998968189,0,0.017437782742279112,9.10921582444686,2.632210340217711,0,0,0.027606046886206194,0.010600002120000424,3.3361191419256127,0.9064518923079662,2.5024106843827014,0.30605079426990817,0.012550002510000501,2.7049408114822433,0,0,1.8697163132130667,0.385717910807386,0,0,0.12698422980562588,0.16486592812173706,0,0.05574445675980865,0,0.033631446152184545,0.028361832174358465,3.502616805015027e-4,0.788703673707659,8.02713481311417
Clostridium_spiroforme,Species,Clostridium_spiroforme,0,0,0,0,0.35453224912078746,0.05259321870498474,0,0,0.06964461743813614,0.08101999189800081,0,0,0,0,0.499977772090637,0,0,0,0,0,0,0,0.12325764872283176,0,8.95743804992171,0,1.867647435061933,0,0.06658682932572212,0.013479338807386958,0,0,1.333840612324103,0.3606057143383172,0,0,0,0,0.015581483015049939,0,0,0,0,0,0,0,0,0,0.01522060668814799,0,0,0,0,0,0,5.103147621452912e-4,0,0,0,0,0,0.0690975013490679,0,0.09077390327784095,0,0.19266393922899797,0,0
GGB3433_SGB4574,Species,GGB3433_SGB4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494500895324169,0,0,0,0,0,0,0,0.09706794501486478,0,0,0,0.2283541958811837,0.058309563974826735,0.14280067012022332,0.06116775738151527,0,0,0,0,0,0,0,0,0,0,0.0012825097433166964,0.05416265233623217,0,0,0.10980315165696382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032401393259910176,0,0,0,0
Clostridium_scindens,Species,Clostridium_scindens,0,0,0,0,0,0.31310916228073155,0.1898330578635772,0.60771,0.4307585592924811,0.008869999113000088,0.004883310396117528,0,0,2.470806883250106,0.4755270717913412,0.04903849664362915,0.11353916199746002,0,0,0,0.006639155852928133,0,0.01991476886389554,0,0.4718615307436089,6.19883,0.022169625739247734,0.0037102399886624793,0.057411084019542036,0.007060129167316348,0,0,0.7092818575263631,1.2212305401090933,0.045299020186708214,0,7.500192754953803e-4,0.8146140149124524,0.018302059414503104,0,0.0034367253277939602,0.015653247963443025,0.08102037429711446,0,0.006691160856308323,0,1.4352248493593007,0.001690301887917182,0,0.037120146107460616,0,0,0,0.035757530535930865,0,0,0.0302900030290003,0,0,0.023972494464114695,0,0.36405564596053885,0.005506596903089901,0,0,0,0.4544122340382879,0
Actinomyces_graevenitzii,Species,Actinomyces_graevenitzii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4672867252121764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03050544827306157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015606481711649153,0.10164598639725062
Fusicatenibacter_saccharivorans,Species,Fusicatenibacter_saccharivorans,3.163750316375032,5.9060909489980915,1.4742828607109733,0.5134680367195787,0.3098986611026401,1.158250884954159,0.6635885871800753,0.55033,0.793142585353409,0.45619995438000455,2.306353477022073,1.9063419681567817,2.1948226945908336,1.2815526188404016,0.4297696187332815,8.621612471602266,0.23647232010973152,0.32323987070405175,0,0,1.6008903097954668,3.5887160131986957,0.7250300122188058,5.091010895529133,1.410263898412353,0.19304000000000002,0,0.3876795297443148,0.07897157845482855,0.9126794211655462,10.214409324591596,1.7022753204778842,0,4.441186717894645,1.0930758917611265,0,0,0,2.6793555449159946e-4,0,0.5977196776371682,1.8171147341830014,0.11078622891843855,0.8755401751080351,0.7412363822856525,0.05133001026600205,0.2624747781971604,5.388082311500834,0,1.738804252261057,4.618110923622185,0.14002004200601262,1.2163003648901094,2.220067546225235,4.774121749066932,2.4591868264345447,0.03276000327600032,0,5.120320746010589,4.03336218837258,0,0.8468172557771688,0,8.576378784287725,0,0.04058031755524552,0.4801022871063398,5.119722330550809
Clostridia_bacterium,Species,Clostridia_bacterium,0,0,0,0,0,0,0,0,1.6833816082006237,0.013289998671000131,0.21989906957926778,0,0,0,0.4234016230779366,0,0,0,0,0,0.2677156733796467,0,0.2885960699145906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11537731419841135,1.313050515677918,0,0,0,0,0.034936239612394775,0,0,0,0,0,0.0012302590925648942,0,0,0,0,0.17139733361457582,0,0,0,0.08432101657786029,0,0,0,0,0
Clostridium_innocuum,Species,Clostridium_innocuum,0,0.0042775910130116905,0,0,0.04224751570271183,0,0.4664728795939953,0.60499,0.3304119063093883,0,0.025747454199201637,0,0,3.1100532471213196e-4,0.3910510036401706,0.034587293049560916,0.006840191200870176,0,0.27089,0,0.060706593003173444,0.06488516878361002,0.009911544810521925,0,0.5509418428163032,0.10581,0,5.170006541578865e-4,0.04259952574934752,0.026417901763660323,0,0,1.6408436578088004,0.3340198106507313,0.017487528723240848,0,0.46240188372841184,0.3230767208896629,0.2511895823358745,0,0,0,0.05546817966085341,0,0.015636080983079777,0,0,0.058850510701211244,0.5060851723809207,0.01037239503812682,0.0016400003280000657,0.014030004209001263,0.00412000123600037,0.005141082712019152,0.0021605619621663597,0.09756017511601156,0.9053100905310091,0.0031222617664235976,0.002216606593928907,0.06514395302831835,1.143339771332046,0.006386238716602249,0,0.06440276931908072,0,0.04621452687302684,0.4296744068935544,0
Anaerostipes_hadrus,Species,Anaerostipes_hadrus,1.221670122167012,0.5722955957642433,3.213580283864685,0.7728569188050596,0.09063064593082937,0,0,0.065,0,0,0.16127933125866023,1.016816645086421,1.800183749587696,5.58566566425972,0.36476800270419535,11.441326028610943,0,13.674984530006187,5.48256,11.770491177049118,7.834384700411859,2.875760784867035,9.471759482562353,10.081377500205054,3.13795918987836,1.7709099999999998,0.3802579331704136,6.372053337031408,8.824760513047508e-4,0.8120550553879651,1.8635162880161589,5.2713574422169795,0,2.21863718876632,0,1.1548255650495196,0,0,0,0,0.14752869891089873,1.8943951010565034,0.5366961742969943,0.17731003546200708,0.08739577615462592,0.43655008731001743,3.988230392104893,1.7912099100899421,3.506034537690682,14.731556904512534,0.07791001558200311,3.9312711793813535,0.07761002328300698,2.2137262107399818,0,2.807361580622928,0,1.3537906859729187,1.8436701256188408,2.68604996924397,0,1.4699159609022052,0.0011814153355720152,1.3138464953993023,0.7067656570614461,0.9698345634023178,0.10505557791894331,1.2409272424370883
Solobacterium_moorei,Species,Solobacterium_moorei,0,0,0,0,0,0,0,0,0.0033302207936386184,0,0,0,0.03220572511619846,0,0.31169135967120315,0,0,0,0,0,0.0019385129797505746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009878580535052747,0,0,0,0,0,0,0.0011825532507236374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006510420573169026,0,0,0
