"","Name","p_value","p_adj","time0","time12","Group","Logfc"
"1318","GO:0008270 (100%);GO:0016491 (88%);GO:0018467 (13%)",1.40515506618989e-05,0.0261780388831177,0.000140358637378904,0.00140399153242055,"time12",3.32234448251544
