SampleType,Time,Rank,Taxon,n_samples,n_nonzero,n_unique_values,zero_percent,mean_RA_percent,sd_RA_percent,median_RA_percent,Q1_RA_percent,Q3_RA_percent,min_RA_percent,max_RA_percent,shapiro_p,distribution,recommended_summary
feces,T12,Species,Schaalia_SGB17157,9,3,4,66.66666666666666,0.011010258696679183,0.02357888780431781,0,0,0.005595680900600139,0,0.07058758322032307,3.626744760100288e-5,Non-normal,Median [IQR]
feces,T12,Species,Clostridium_scindens,9,3,4,66.66666666666666,0.010829316730359568,0.01663702039268016,0,0,0.024233822810702695,0,0.03738761886391098,5.853107772512246e-4,Non-normal,Median [IQR]
feces,T12,Species,GGB3730_SGB5060,9,1,2,88.88888888888889,0.010440541001947485,0.03132162300584246,0,0,0,0,0.09396486901752736,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Alistipes_ihumii,9,2,3,77.77777777777779,0.010401675468081496,0.02967927759281467,0,0,0,0,0.08946160326000484,6.195577384219527e-7,Non-normal,Median [IQR]
feces,T12,Species,Clostridium_sp_1001270J_160509_D11,9,2,3,77.77777777777779,0.010336947750939969,0.023572566029553182,0,0,0,0,0.06974850063434797,1.5018555556290132e-5,Non-normal,Median [IQR]
feces,T12,Species,Wujia_chipingensis,9,1,2,88.88888888888889,0.009534267263469662,0.028602801790408985,0,0,0,0,0.08580840537122696,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Latilactobacillus_curvatus,9,2,3,77.77777777777779,0.009099390906404728,0.02330780692532131,0,0,0,0,0.07042492088412967,2.8048444509590496e-6,Non-normal,Median [IQR]
feces,T12,Species,GGB9559_SGB14969,9,1,2,88.88888888888889,0.008776227516510067,0.0263286825495302,0,0,0,0,0.0789860476485906,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Granulicatella_SGB8255,9,3,4,66.66666666666666,0.008142734906997396,0.020660547251888584,0,0,8.221195887236474e-4,0,0.06255158588003681,3.0934067001700796e-6,Non-normal,Median [IQR]
feces,T12,Species,Blautia_hydrogenotrophica,9,1,2,88.88888888888889,0.008041177236358539,0.024123531709075618,0,0,0,0,0.07237059512722685,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Enterococcus_faecium,9,2,3,77.77777777777779,0.007854411011499885,0.023085449278452016,0,0,0,0,0.069405185123132,4.188541051980007e-7,Non-normal,Median [IQR]
feces,T12,Species,GGB3109_SGB4121,9,3,4,66.66666666666666,0.007777496196484814,0.01291106009678034,0,0,0.0168425830938294,0,0.036105699966579266,8.355324142655065e-4,Non-normal,Median [IQR]
feces,T12,Species,Enterocloster_hominis,9,3,4,66.66666666666666,0.007553473159069989,0.014569363211379945,0,0,0.00395226470817163,0,0.04056285784560257,1.369243747274782e-4,Non-normal,Median [IQR]
feces,T12,Species,Eubacteriaceae_bacterium,9,2,3,77.77777777777779,0.00740932263013764,0.014797360042729692,0,0,0,0,0.03668903758243622,3.258150870364738e-5,Non-normal,Median [IQR]
feces,T12,Species,Clostridium_perfringens,9,2,3,77.77777777777779,0.007377588718249434,0.02184829370331601,0,0,0,0,0.06563582461785028,3.7981206109261635e-7,Non-normal,Median [IQR]
feces,T12,Species,Schaalia_SGB17168,9,3,4,66.66666666666666,0.007208622190956565,0.011085703147294188,0,0,0.015981940107454278,0,0.0245000082674925,5.022029150899221e-4,Non-normal,Median [IQR]
feces,T12,Species,Amedibacillus_dolichus,9,1,2,88.88888888888889,0.007095731646576554,0.02128719493972966,0,0,0,0,0.06386158481918898,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Anaerostipes_caccae,9,3,4,66.66666666666666,0.007014445595596553,0.017207680741212296,0,0,0.0012917955958782709,0,0.052108787612996775,4.938381151861126e-6,Non-normal,Median [IQR]
feces,T12,Species,Klebsiella_pneumoniae,9,1,2,88.88888888888889,0.006965877752692319,0.020897633258076958,0,0,0,0,0.06269289977423087,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Oscillibacter_valericigenes,9,1,2,88.88888888888889,0.0069001653643022565,0.020700496092906768,0,0,0,0,0.06210148827872031,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Streptococcus_sanguinis,9,2,3,77.77777777777779,0.0066872004399431825,0.015578271285967277,0,0,0,0,0.04641451617748671,1.1132478346674484e-5,Non-normal,Median [IQR]
feces,T12,Species,Clostridium_sp_AM49_4BH,9,4,5,55.55555555555556,0.006679871832010862,0.010171112063264664,0,0,0.011459544998916205,0,0.03012593609187967,0.003225598619269959,Non-normal,Median [IQR]
feces,T12,Species,Gemella_sanguinis,9,5,6,44.44444444444444,0.0066524555392584355,0.00814605944896846,0.005232717815155805,0,0.008528393849100315,0,0.021565600431031284,0.031202815446934516,Non-normal,Median [IQR]
feces,T12,Species,Actinomyces_naeslundii,9,2,3,77.77777777777779,0.006612608479230508,0.018196768428708147,0,0,0,0,0.054971728109411686,1.0145248239188405e-6,Non-normal,Median [IQR]
feces,T12,Species,Lacticaseibacillus_paracasei,9,2,3,77.77777777777779,0.006408354287773454,0.017982482728319336,0,0,0,0,0.054267368509955956,7.760923833742409e-7,Non-normal,Median [IQR]
feces,T12,Species,Ruminococcus_lactaris,9,1,2,88.88888888888889,0.006327208353671589,0.018981625061014768,0,0,0,0,0.0569448751830443,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Bacteroides_stercoris,9,2,3,77.77777777777779,0.005580522443277089,0.011502083498463739,0,0,0,0,0.03133340919000586,4.302160505698321e-5,Non-normal,Median [IQR]
feces,T12,Species,Actinomyces_oris,9,2,3,77.77777777777779,0.00553188415929731,0.011128500054135397,0,0,0,0,0.028553616935182286,3.884543145564427e-5,Non-normal,Median [IQR]
feces,T12,Species,Veillonella_tobetsuensis,9,1,2,88.88888888888889,0.005420642166299821,0.016261926498899463,0,0,0,0,0.048785779496698385,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,GGB9719_SGB15272,9,2,3,77.77777777777779,0.005417400315553805,0.015748282609986054,0,0,0,0,0.04739566569866873,4.837706705194918e-7,Non-normal,Median [IQR]
feces,T12,Species,Phocea_massiliensis,9,1,2,88.88888888888889,0.005326292435374059,0.015978877306122175,0,0,0,0,0.04793663191836653,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Streptococcus_intermedius,9,4,5,55.55555555555556,0.004902482614874327,0.01229640449177564,0,0,0.0013711938783452593,0,0.03738761886391098,3.220686210764075e-6,Non-normal,Median [IQR]
feces,T12,Species,Segatella_hominis,9,1,2,88.88888888888889,0.004800018103180213,0.014400054309540639,0,0,0,0,0.043200162928621916,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Streptococcus_vestibularis,9,1,2,88.88888888888889,0.004759810848885236,0.014279432546655708,0,0,0,0,0.042838297639967125,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Intestinimonas_butyriciproducens,9,1,2,88.88888888888889,0.004521336141778668,0.013564008425336003,0,0,0,0,0.04069202527600801,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,GGB9699_SGB15216,9,1,2,88.88888888888889,0.004407177886517323,0.01322153365955197,0,0,0,0,0.03966460097865591,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Clostridiaceae_unclassified_SGB15090,9,1,2,88.88888888888889,0.004117851704654353,0.012353555113963058,0,0,0,0,0.037060665341889176,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Streptococcus_oralis,9,1,2,88.88888888888889,0.004080158310142434,0.0122404749304273,0,0,0,0,0.036721424791281904,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,GGB3602_SGB66069,9,2,3,77.77777777777779,0.003995090224611756,0.011132572867800382,0,0,0,0,0.03360976343905052,8.537130694353456e-7,Non-normal,Median [IQR]
feces,T12,Species,Massilimicrobiota_timonensis,9,2,3,77.77777777777779,0.003912226086625592,0.008243578510097323,0,0,0,0,0.02315159449653525,3.798264926704644e-5,Non-normal,Median [IQR]
feces,T12,Species,GGB3819_SGB5184,9,1,2,88.88888888888889,0.0037307412859430168,0.01119222385782905,0,0,0,0,0.03357667157348715,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Streptococcus_rubneri,9,2,3,77.77777777777779,0.0034323396450743927,0.006811344379570042,0,0,0,0,0.01561166347378126,1.841688180912919e-5,Non-normal,Median [IQR]
feces,T12,Species,Lactococcus_cremoris,9,1,2,88.88888888888889,0.00339453624999693,0.01018360874999079,0,0,0,0,0.03055082624997237,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Corynebacterium_durum,9,2,3,77.77777777777779,0.003075134209221603,0.006926402379171857,0,0,0,0,0.020392576139803643,1.7774353386483314e-5,Non-normal,Median [IQR]
feces,T12,Species,Bacteroides_fragilis,9,1,2,88.88888888888889,0.003049464113600131,0.009148392340800393,0,0,0,0,0.02744517702240118,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1,9,3,4,66.66666666666666,0.0029624745761098084,0.005528499107970218,0,0,0.004174075482609833,0,0.016402505576094857,2.4326539871179947e-4,Non-normal,Median [IQR]
feces,T12,Species,Veillonella_rogosae,9,2,3,77.77777777777779,0.0029496597657299997,0.007504497902042521,0,0,0,0,0.0226669344667401,3.094028871305358e-6,Non-normal,Median [IQR]
feces,T12,Species,GGB9790_SGB15413,9,1,2,88.88888888888889,0.002924989555849242,0.008774968667547725,0,0,0,0,0.026324906002643176,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Lachnospiraceae_bacterium,9,1,2,88.88888888888889,0.0029138985884145556,0.008741695765243666,0,0,0,0,0.026225087295731,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,GGB4456_SGB6141,9,2,3,77.77777777777779,0.0028376199754107756,0.00567794893171749,0,0,0,0,0.01423081103814372,3.466015758802439e-5,Non-normal,Median [IQR]
feces,T12,Species,Lancefieldella_parvula,9,1,2,88.88888888888889,0.0027410409318274075,0.008223122795482223,0,0,0,0,0.024669368386446667,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Anaeromassilibacillus_senegalensis,9,1,2,88.88888888888889,0.002684134421989576,0.008052403265968728,0,0,0,0,0.024157209797906185,NA,Not assessed: identical or nearly identical values,Median [IQR]
feces,T12,Species,Eubacterium_brachy,9,2,3,77.77777777777779,0.0026660738163873277,0.00565822378345483,0,0,0,0,0.016011280282825183,3.5720535792164925e-5,Non-normal,Median [IQR]
feces,T12,Species,Slackia_isoflavoniconvertens,9,1,2,88.88888888888889,0.002630849700195837,0.007892549100587511,0,0,0,0,0.02367764730176253,NA,Not assessed: identical or nearly identical values,Median [IQR]
