"FeatureID","Time","n","mean","sd","median","iqr"
"GGB3600_SGB47662","H0",9,4.1446464885142666e-5,9.062851619759572e-5,0,0
"GGB3600_SGB47662","H12",9,2.2168216911113e-4,6.6504650733339e-4,0,0
"GGB3600_SGB4859","H0",9,2.6663907121038545e-6,7.999172136311563e-6,0,0
"GGB3600_SGB4859","H12",9,5.876014871233973e-4,0.0015770944562509836,0,0
"GGB3602_SGB66069","H0",9,0,0,0,0
"GGB3602_SGB66069","H12",9,3.995090224611756e-5,1.1132572867800382e-4,0,0
"GGB3653_SGB4964","H0",9,0.005132097823131393,0.01500405574629014,0,0
"GGB3653_SGB4964","H12",9,6.403108217946456e-4,0.0019209324653839367,0,0
"GGB36599_SGB9269","H0",9,3.774737960043632e-5,1.1324213880130896e-4,0,0
"GGB36599_SGB9269","H12",9,2.303640783131544e-5,6.910922349394632e-5,0,0
"GGB3730_SGB5060","H0",9,7.35305251302438e-5,2.205915753907314e-4,0,0
"GGB3730_SGB5060","H12",9,1.0440541001947483e-4,3.132162300584245e-4,0,0
"GGB3819_SGB5184","H0",9,1.023596614438012e-5,3.070789843314036e-5,0,0
"GGB3819_SGB5184","H12",9,3.730741285943016e-5,1.119222385782905e-4,0,0
"GGB4277_SGB5832","H0",9,0.0018845501452910388,0.005653650435873117,0,0
"GGB4277_SGB5832","H12",9,1.4553562785605324e-5,4.366068835681598e-5,0,0
"GGB4456_SGB6141","H0",9,0,0,0,0
"GGB4456_SGB6141","H12",9,2.8376199754107756e-5,5.6779489317174906e-5,0,0
"GGB45432_SGB63101","H0",9,2.1320278446855e-6,6.396083534056499e-6,0,0
"GGB45432_SGB63101","H12",9,1.6174320612856567e-5,3.455670463871798e-5,0,0
"GGB51647_SGB4348","H0",9,0.00294587896690522,0.005157270432841115,0,0.00517309208511787
"GGB51647_SGB4348","H12",9,9.702793520031122e-6,2.9108380560093363e-5,0,0
"GGB51959_SGB72479","H0",9,2.391429089729391e-6,7.174287269188173e-6,0,0
"GGB51959_SGB72479","H12",9,1.4101307246917777e-5,4.230392174075333e-5,0,0
"GGB74505_SGB47518","H0",9,9.369720335022827e-5,2.810916100506848e-4,0,0
"GGB74505_SGB47518","H12",9,8.617322649380038e-6,2.2448445938659266e-5,0,0
"GGB9359_SGB14334","H0",9,1.5111724063535223e-4,4.533517219060567e-4,0,0
"GGB9359_SGB14334","H12",9,1.1337982017226166e-5,3.40139460516785e-5,0,0
"GGB9512_SGB14909","H0",9,0.00842640578242046,0.024870583354551855,0,0
"GGB9512_SGB14909","H12",9,0,0,0,0
"GGB9559_SGB14969","H0",9,2.1320278446854889e-4,6.396083534056467e-4,0,0
"GGB9559_SGB14969","H12",9,8.776227516510067e-5,2.6328682549530205e-4,0,0
"GGB9699_SGB15216","H0",9,1.164815386824122e-4,3.4944461604723663e-4,0,0
"GGB9699_SGB15216","H12",9,4.407177886517323e-5,1.322153365955197e-4,0,0
"GGB9715_SGB15265","H0",9,3.7702063726228113e-4,8.095042017535421e-4,0,0
"GGB9715_SGB15265","H12",9,8.703559579792522e-4,0.0022529568713001206,0,0
"GGB9715_SGB15266","H0",9,0,0,0,0
"GGB9715_SGB15266","H12",9,2.1833211117116685e-4,4.7405143972123026e-4,0,0
"GGB9719_SGB15272","H0",9,9.230544452625571e-5,2.6147881910831757e-4,0,0
"GGB9719_SGB15272","H12",9,5.4174003155538046e-5,1.5748282609986055e-4,0,0
"GGB9730_SGB15291","H0",9,1.7332874110161853e-5,3.571943317071011e-5,0,0
"GGB9730_SGB15291","H12",9,3.2986037498505713e-4,8.432797288562245e-4,0,2.0466403245329472e-5
"GGB9760_SGB15373","H0",9,6.665220680780431e-6,1.9995662042341295e-5,0,0
"GGB9760_SGB15373","H12",9,3.3776253721867265e-6,1.0132876116560179e-5,0,0
"GGB9790_SGB15413","H0",9,1.6586099775796424e-5,4.975829932738927e-5,0,0
"GGB9790_SGB15413","H12",9,2.9249895558492416e-5,8.774968667547725e-5,0,0
"GGB9818_SGB15459","H0",9,0,0,0,0
"GGB9818_SGB15459","H12",9,1.7134536189250937e-5,3.6931450000409185e-5,0,0
"GGB9832_SGB15478","H0",9,1.0576420852562884e-4,3.172926255768865e-4,0,0
"GGB9832_SGB15478","H12",9,2.6465495705294862e-6,7.93964871158846e-6,0,0
"Gemella_morbillorum","H0",9,2.0459284336279845e-7,6.137785300883953e-7,0,0
"Gemella_morbillorum","H12",9,3.506556590617604e-6,7.183464998707948e-6,0,0
"Gemella_sanguinis","H0",9,0,0,0,0
"Gemella_sanguinis","H12",9,6.652455539258436e-5,8.14605944896846e-5,5.2327178151558056e-5,8.528393849100315e-5
"Gemmiger_formicilis","H0",9,0.02065036925491485,0.055126258311878173,0,0.00826467238528394
"Gemmiger_formicilis","H12",9,0.014299331802256484,0.03203950813343045,7.185368188573684e-4,0.00420494487337399
"Gordonibacter_pamelaeae","H0",9,3.331603769137583e-4,8.777072276050667e-4,0,0
"Gordonibacter_pamelaeae","H12",9,0.00025195113259910557,3.9973450942623856e-4,0,4.5521620299476806e-4
"Gordonibacter_urolithinfaciens","H0",9,3.832250016856769e-5,8.049262958073638e-5,0,9.269747412168875e-6
"Gordonibacter_urolithinfaciens","H12",9,2.4368285741856229e-4,4.3769533939181407e-4,0,1.7645493611629504e-4
"Granulicatella_SGB8255","H0",9,5.046120147592996e-4,0.0014657845964153805,0,0
"Granulicatella_SGB8255","H12",9,8.142734906997397e-5,2.0660547251888584e-4,0,8.221195887236473e-6
"Haemophilus_parainfluenzae","H0",9,1.009324693923139e-5,3.0279740817694172e-5,0,0
"Haemophilus_parainfluenzae","H12",9,3.0766488538730576e-6,9.229946561619174e-6,0,0
"Hungatella_hathewayi","H0",9,9.467006015907985e-5,1.9238875840015587e-4,0,4.240643069015187e-5
"Hungatella_hathewayi","H12",9,1.5038814071598163e-5,3.0975682466662014e-5,0,0
"Hydrogeniiclostridium_mannosilyticum","H0",9,8.192229993569248e-4,0.002348491627856198,0,9.847136848916208e-5
"Hydrogeniiclostridium_mannosilyticum","H12",9,2.0156440468609632e-4,5.109446882539286e-4,0,3.108013079321106e-6
"Intestinibacter_bartlettii","H0",9,2.130721872355869e-4,4.7395445201102427e-4,0,4.5891477601143006e-5
"Intestinibacter_bartlettii","H12",9,0.002764133518090496,0.0038405723540089094,5.093805582150425e-5,0.0048968761380405
"Intestinimonas_butyriciproducens","H0",9,1.753793590854011e-4,5.261380772562033e-4,0,0
"Intestinimonas_butyriciproducens","H12",9,4.521336141778668e-5,1.3564008425336004e-4,0,0
"Klebsiella_grimontii","H0",9,9.850008781011174e-5,2.9550026343033524e-4,0,0
"Klebsiella_grimontii","H12",9,0.0036757762649788934,0.01102732879493668,0,0
"Klebsiella_michiganensis","H0",9,2.0777539870399756e-5,6.233261961119926e-5,0,0
"Klebsiella_michiganensis","H12",9,1.3811478007060573e-5,4.143443402118172e-5,0,0
"Klebsiella_pneumoniae","H0",9,0.023920161255957816,0.07172153285279798,0,2.915448017919878e-5
"Klebsiella_pneumoniae","H12",9,6.965877752692319e-5,2.0897633258076958e-4,0,0
"Lachnoclostridium_pacaense","H0",9,1.089916606157991e-5,2.360039204812506e-5,0,0
"Lachnoclostridium_pacaense","H12",9,2.1625720204759897e-6,6.48771606142797e-6,0,0
"Lachnospiraceae_bacterium","H0",9,6.194043199036565e-5,1.8582129597109694e-4,0,0
"Lachnospiraceae_bacterium","H12",9,2.9138985884145556e-5,8.741695765243667e-5,0,0
"Lachnospiraceae_bacterium_CLA_AA_H244","H0",9,0.0013374392522766546,0.003427825405707484,0,0
"Lachnospiraceae_bacterium_CLA_AA_H244","H12",9,1.4866604741431972e-4,4.445739390435139e-4,0,0
"Lacrimispora_amygdalina","H0",9,1.0503163305654409e-5,3.1509489916963225e-5,0,0
"Lacrimispora_amygdalina","H12",9,1.7457486932932038e-5,5.237246079879611e-5,0,0
"Lacticaseibacillus_paracasei","H0",9,9.880972043084724e-5,2.2040423703698019e-4,0,1.1441853815230464e-5
"Lacticaseibacillus_paracasei","H12",9,6.408354287773454e-5,1.7982482728319337e-4,0,0
"Lacticaseibacillus_rhamnosus","H0",9,4.978308791143649e-4,0.001251014645090547,0,0
"Lacticaseibacillus_rhamnosus","H12",9,0,0,0,0
"Lactiplantibacillus_plantarum","H0",9,0.03283635762773551,0.0971094574377618,0,0
"Lactiplantibacillus_plantarum","H12",9,0,0,0,0
"Lactococcus_cremoris","H0",9,2.1499884602660198e-5,6.44996538079806e-5,0,0
"Lactococcus_cremoris","H12",9,3.39453624999693e-5,1.0183608749990789e-4,0,0
"Lactococcus_lactis","H0",9,8.47655758142067e-5,1.8905021135621518e-4,0,5.964887898266728e-5
"Lactococcus_lactis","H12",9,1.591171150166667e-5,3.384329129792408e-5,0,0
"Lancefieldella_parvula","H0",9,6.921171274087045e-5,2.0509412464235664e-4,0,0
"Lancefieldella_parvula","H12",9,2.7410409318274072e-5,8.223122795482222e-5,0,0
"Latilactobacillus_curvatus","H0",9,0,0,0,0
"Latilactobacillus_curvatus","H12",9,9.099390906404728e-5,2.3307806925321312e-4,0,0
"Latilactobacillus_sakei","H0",9,9.186855831345554e-4,0.002744130189549446,0,0
"Latilactobacillus_sakei","H12",9,1.1347357356493695e-4,3.347401608270345e-4,0,0
"Lawsonella_SGB3665","H0",9,2.412829067664282e-4,4.954492699065218e-4,0,1.2657715949530897e-4
"Lawsonella_SGB3665","H12",9,0,0,0,0
"Lentihominibacter_SGB71368","H0",9,7.167073917472345e-4,0.0021501221752417035,0,0
"Lentihominibacter_SGB71368","H12",9,3.395977732010889e-4,0.0010187933196032666,0,0
"Lentihominibacter_faecis","H0",9,8.799870916007709e-5,1.5971844221422134e-4,0,6.848574994306244e-5
"Lentihominibacter_faecis","H12",9,6.110338580227331e-4,0.0012013153704061841,0,6.526174172101383e-4
"Lentihominibacter_hominis","H0",9,2.5082023911038312e-5,7.524607173311494e-5,0,0
"Lentihominibacter_hominis","H12",9,1.4045776852068557e-4,4.213733055620567e-4,0,0
"Limosilactobacillus_reuteri","H0",9,0.0032811258417103552,0.009461021769598552,0,0
"Limosilactobacillus_reuteri","H12",9,0,0,0,0
"Longicatena_caecimuris","H0",9,1.2759864706224708e-4,3.7647103439832134e-4,0,0
"Longicatena_caecimuris","H12",9,4.14694766936345e-4,0.0011573266815977554,0,0
"Massilimicrobiota_timonensis","H0",9,1.2671195945217298e-5,3.80135878356519e-5,0,0
"Massilimicrobiota_timonensis","H12",9,3.912226086625592e-5,8.243578510097324e-5,0,0
"Massilioclostridium_coli","H0",9,3.754214973110625e-5,8.963110987313259e-5,0,0
"Massilioclostridium_coli","H12",9,7.416097610004589e-6,2.2248292830013765e-5,0,0
"Mediterraneibacter_butyricigenes","H0",9,3.695887012436487e-5,1.1087661037309461e-4,0,0
"Mediterraneibacter_butyricigenes","H12",9,2.552726766438153e-6,7.658180299314458e-6,0,0
"Mediterraneibacter_faecis","H0",9,5.29742608791578e-4,0.0012818236698425348,0,9.061676462385805e-5
"Mediterraneibacter_faecis","H12",9,0.022192664160942024,0.04646479106313154,0,0.00537715757891568
"Mediterraneibacter_glycyrrhizinilyticus","H0",9,8.737939393795348e-5,2.5966100555938927e-4,0,0
"Mediterraneibacter_glycyrrhizinilyticus","H12",9,0.0022770766276365606,0.005665141992080691,9.35033716894464e-5,7.818637427437456e-4
"Megasphaera_SGB5856","H0",9,0.004489114919189644,0.013467344757568932,0,0
"Megasphaera_SGB5856","H12",9,0.001019786474995901,0.0030593594249877032,0,0
"Merdimonas_faecis","H0",9,6.713936518206978e-4,0.002014180955462093,0,0
"Merdimonas_faecis","H12",9,3.284305030463436e-4,8.03963813128059e-4,0,0
"Mogibacterium_diversum","H0",9,3.529147572874341e-5,8.01639827698717e-5,0,1.902515696505489e-5
"Mogibacterium_diversum","H12",9,1.0945928595784486e-5,1.9823356014198983e-5,0,1.2031018371565573e-5
"Neobittarella_massiliensis","H0",9,1.1689289470417084e-5,3.111562799489913e-5,0,0
"Neobittarella_massiliensis","H12",9,1.1660901168603563e-5,3.453353406656535e-5,0,0
"Odoribacter_splanchnicus","H0",9,2.1439508158061097e-5,4.3100412997864075e-5,0,0
"Odoribacter_splanchnicus","H12",9,0,0,0,0
"Oliverpabstia_intestinalis","H0",9,1.979015339558469e-5,3.9306441176887075e-5,0,0
"Oliverpabstia_intestinalis","H12",9,3.5241006110993774e-4,0.0010572301833298133,0,0
"Oscillibacter_valericigenes","H0",9,1.0303270974215293e-4,3.090981292264588e-4,0,0
"Oscillibacter_valericigenes","H12",9,6.900165364302256e-5,2.0700496092906768e-4,0,0
"Oscillospiraceae_bacterium_CLA_AA_H250","H0",9,2.9208091761235774e-4,5.882205461406774e-4,0,3.379771918472986e-4
"Oscillospiraceae_bacterium_CLA_AA_H250","H12",9,0.0032577842415605503,0.00838680550431074,0,0.00120651453641339
"Parabacteroides_distasonis","H0",9,0.001427195803514485,0.0023666759900623628,4.070164955687944e-5,0.00116053754427362
"Parabacteroides_distasonis","H12",9,0.00120892289993562,0.003323024263267442,0,2.6727150739527946e-4
"Parabacteroides_merdae","H0",9,7.149006561023373e-4,0.0015869004994998716,7.245319816407858e-6,6.445644809608351e-4
"Parabacteroides_merdae","H12",9,5.712927933419708e-4,0.0016843783127788578,0,0
"Parasutterella_SGB9260","H0",9,9.515993575863784e-5,2.8547980727591354e-4,0,0
"Parasutterella_SGB9260","H12",9,1.1890801929081112e-4,3.567240578724334e-4,0,0
"Parasutterella_excrementihominis","H0",9,2.2026326797337415e-4,4.913768242403427e-4,0,2.6530656386552304e-5
"Parasutterella_excrementihominis","H12",9,3.401025209982894e-4,9.867897864989344e-4,0,0
"Pauljensenia_hongkongensis","H0",9,5.634116659125028e-5,1.6902349977375084e-4,0,0
"Pauljensenia_hongkongensis","H12",9,1.075446179094321e-6,3.2263385372829626e-6,0,0
"Phascolarctobacterium_faecium","H0",9,1.0660139223427497e-4,3.1980417670282493e-4,0,0
"Phascolarctobacterium_faecium","H12",9,2.3542724386897777e-4,7.062817316069334e-4,0,0
"Phocaeicola_dorei","H0",9,0.0032590237953601417,0.008719502793104019,8.435195007649919e-6,3.618397955370748e-4
"Phocaeicola_dorei","H12",9,0.003673566370668556,0.008600791594077822,0,4.976917915903105e-4
"Phocaeicola_plebeius","H0",9,7.170425588622757e-6,2.151127676586827e-5,0,0
"Phocaeicola_plebeius","H12",9,1.3676884667201533e-6,4.10306540016046e-6,0,0
"Phocaeicola_vulgatus","H0",9,0.001927385617402833,0.0037674538367886237,0,0.0017425661383057
"Phocaeicola_vulgatus","H12",9,0.002610691055229135,0.007454997164496009,0,1.2853137960289218e-4
"Phocea_massiliensis","H0",9,1.4738128617132176e-5,4.421438585139652e-5,0,0
"Phocea_massiliensis","H12",9,5.326292435374059e-5,1.5978877306122176e-4,0,0
"Prevotella_marseillensis","H0",9,8.831713370980821e-6,2.649514011294246e-5,0,0
"Prevotella_marseillensis","H12",9,5.750100645990356e-4,0.0017250301937971066,0,0
"Raoultella_ornithinolytica","H0",9,7.232099590794009e-4,0.002084235028513895,0,0
"Raoultella_ornithinolytica","H12",9,0,0,0,0
"Romboutsia_timonensis","H0",9,3.0559728522594926e-4,6.171538545591565e-4,3.875124076566444e-5,1.5470888784447368e-4
"Romboutsia_timonensis","H12",9,0.003897135174895864,0.00481479426839755,0.00226629314761058,0.004279290995656984
"Roseburia_faecis","H0",9,3.0145603762918186e-4,8.890098139654953e-4,0,0
"Roseburia_faecis","H12",9,1.7328721582394926e-4,2.494965961523558e-4,1.5650778952310773e-5,2.9958507164149157e-4
"Roseburia_hominis","H0",9,1.2125879990609745e-4,2.3520359156472016e-4,0,1.87304748098642e-4
"Roseburia_hominis","H12",9,3.359741814815574e-4,6.897402285873656e-4,0,2.367681944067527e-5
"Roseburia_intestinalis","H0",9,2.93349171509607e-5,8.80047514528821e-5,0,0
"Roseburia_intestinalis","H12",9,1.932445489765803e-4,3.5840252778861307e-4,4.023052794792705e-5,1.8215319293818407e-4
"Roseburia_inulinivorans","H0",9,1.4221756819149167e-4,2.9629032011121634e-4,0,0
"Roseburia_inulinivorans","H12",9,1.8849890679804228e-4,4.5751163455115665e-4,0,0
"Roseburia_lenta","H0",9,7.680512555707122e-4,0.0023041537667121367,0,0
"Roseburia_lenta","H12",9,3.7369021568255887e-4,0.0011210706470476766,0,0
"Roseburia_sp_AF02_12","H0",9,2.9939725787241846e-5,8.045837663256313e-5,0,0
"Roseburia_sp_AF02_12","H12",9,7.312614667176543e-6,2.193784400152963e-5,0,0
"Rothia_mucilaginosa","H0",9,1.3565302342909575e-4,3.0288348119374944e-4,9.712843292685918e-6,1.2255111317431629e-4
"Rothia_mucilaginosa","H12",9,2.332800793044602e-6,6.998402379133806e-6,0,0
"Rubneribacter_badeniensis","H0",9,0,0,0,0
"Rubneribacter_badeniensis","H12",9,7.002185838217355e-4,0.0020862816196424144,0,0
"Ruminococcus_bicirculans","H0",9,0.008960016126193257,0.02631067749413816,0,2.3139450584332505e-4
"Ruminococcus_bicirculans","H12",9,5.171298618193547e-4,0.0013612360014186703,0,0
"Ruminococcus_bromii","H0",9,0.04370350323817198,0.1009342748563449,0,0.00807991672996554
"Ruminococcus_bromii","H12",9,0.05463105374460078,0.07081025012247481,0.01516670279314127,0.059705544633174366
"Ruminococcus_gnavus","H0",9,0.030610123336754932,0.06925649016671447,0.00387942976998485,0.01535890574397414
"Ruminococcus_gnavus","H12",9,0.015304509726236357,0.026344379263836367,0.00807101871601526,0.01076562631865095
"Ruminococcus_lactaris","H0",9,5.829931140168868e-6,1.7489793420506604e-5,0,0
"Ruminococcus_lactaris","H12",9,6.327208353671589e-5,1.8981625061014766e-4,0,0
"Ruminococcus_sp_AF13_28","H0",9,6.740527329900383e-4,0.0020032051070196346,0,0
"Ruminococcus_sp_AF13_28","H12",9,0,0,0,0
"Ruminococcus_torques","H0",9,0.008909446501198164,0.021778409568077996,5.785600971043334e-4,0.002110085137283046
"Ruminococcus_torques","H12",9,0.001191590965956621,0.0014264951692044077,3.3665151234487284e-4,0.001923709134128054
"Ruthenibacterium_lactatiformans","H0",9,0.0013433712202783963,0.0020061821165706047,3.421815305242804e-4,0.001988545719473
"Ruthenibacterium_lactatiformans","H12",9,0.0012383339197122765,0.0012669256725851763,9.889746747979691e-4,0.0012713110665331679
"Scardovia_wiggsiae","H0",9,4.434806134074824e-6,8.938506181490892e-6,0,0
"Scardovia_wiggsiae","H12",9,8.680710643348663e-6,2.604213193004599e-5,0,0
"Schaalia_SGB17157","H0",9,2.9242958517955366e-4,4.5413145191212077e-4,0,4.457894674127599e-4
"Schaalia_SGB17157","H12",9,1.1010258696679183e-4,2.3578887804317808e-4,0,5.5956809006001395e-5
"Schaalia_SGB17168","H0",9,0.0011358198630516789,0.0024932884888960857,0,3.9159070219639e-4
"Schaalia_SGB17168","H12",9,7.208622190956565e-5,1.1085703147294189e-4,0,1.5981940107454278e-4
"Schaalia_odontolytica","H0",9,4.2938805058885705e-4,0.0011546730395038808,0,4.870382022235268e-5
"Schaalia_odontolytica","H12",9,1.6070472370295328e-6,4.8211417110885985e-6,0,0
"Schaalia_turicensis","H0",9,2.9547003690484387e-5,8.864101107145316e-5,0,0
"Schaalia_turicensis","H12",9,6.167806202505159e-7,1.8503418607515477e-6,0,0
"Segatella_hominis","H0",9,1.5958645608689202e-5,4.7875936826067606e-5,0,0
"Segatella_hominis","H12",9,4.800018103180213e-5,1.440005430954064e-4,0,0
"Sellimonas_intestinalis","H0",9,8.325568206254227e-4,0.0018726128710335715,1.914990104712904e-4,5.192883107990268e-4
"Sellimonas_intestinalis","H12",9,7.617934327804018e-4,0.0012517143344021263,0,0.00105238475776224
"Slackia_isoflavoniconvertens","H0",9,3.8487046721332347e-4,7.933570443490555e-4,0,4.4586030754721e-5
"Slackia_isoflavoniconvertens","H12",9,2.630849700195837e-5,7.892549100587511e-5,0,0
"Solobacterium_SGB6829","H0",9,2.1859923157938878e-5,5.5522850020170605e-5,0,0
"Solobacterium_SGB6829","H12",9,9.992911089436251e-6,2.9978733268308757e-5,0,0
"Solobacterium_moorei","H0",9,1.8380963730492345e-5,3.7459053102653597e-5,0,0
"Solobacterium_moorei","H12",9,1.3234158345156876e-6,3.970247503547063e-6,0,0
"Streptococcus_anginosus","H0",9,2.9897141998057584e-5,7.606729434273338e-5,0,0
"Streptococcus_anginosus","H12",9,2.1138825980821207e-4,5.874972356322637e-4,0,5.18230627551076e-5
"Streptococcus_australis","H0",9,0.0012227266065246236,0.0036048999432606718,0,0
"Streptococcus_australis","H12",9,1.676011207158895e-4,3.4188190456355946e-4,3.337713492292107e-5,4.360078275516374e-5
"Streptococcus_cristatus","H0",9,4.091856867255969e-7,1.2275570601767906e-6,0,0
"Streptococcus_cristatus","H12",9,3.609305511469671e-6,1.0827916534409013e-5,0,0
"Streptococcus_gordonii","H0",9,2.7650802503536525e-5,8.21563141751738e-5,0,0
"Streptococcus_gordonii","H12",9,2.4300315822208885e-4,6.117458752361259e-4,0,9.303987540677374e-5
"Streptococcus_intermedius","H0",9,1.684481077020374e-5,5.053443231061122e-5,0,0
"Streptococcus_intermedius","H12",9,4.902482614874328e-5,1.229640449177564e-4,0,1.3711938783452591e-5
"Streptococcus_mitis","H0",9,1.120510653014839e-4,2.779860592800344e-4,0,0
"Streptococcus_mitis","H12",9,2.484799311028572e-4,5.929852597034433e-4,0,1.850103504973199e-4
"Streptococcus_mutans","H0",9,1.4088121865237502e-6,4.226436559571251e-6,0,0
"Streptococcus_mutans","H12",9,2.0264046923503312e-5,6.079214077050994e-5,0,0
"Streptococcus_oralis","H0",9,1.1057619258230272e-5,2.3786703456937804e-5,0,0
"Streptococcus_oralis","H12",9,4.0801583101424334e-5,1.22404749304273e-4,0,0
"Streptococcus_parasanguinis","H0",9,0.003980478173298683,0.009734878684734643,9.706597577569938e-5,0.001089112765743452
"Streptococcus_parasanguinis","H12",9,0.0012059741985983984,0.0030419552955828887,5.464610897523019e-5,4.2989755760507105e-4
"Streptococcus_rubneri","H0",9,1.2014146413026553e-5,3.6042439239079656e-5,0,0
"Streptococcus_rubneri","H12",9,3.432339645074393e-5,6.811344379570041e-5,0,0
"Streptococcus_salivarius","H0",9,0.005097429161218746,0.00969453572095293,2.8596553550626135e-4,0.00128341090641483
"Streptococcus_salivarius","H12",9,0.0040425204082854506,0.008844072237085386,3.367681076696608e-4,0.003079058108046435
"Streptococcus_sanguinis","H0",9,1.314438281939645e-4,3.8604201323048085e-4,0,0
"Streptococcus_sanguinis","H12",9,6.687200439943182e-5,1.5578271285967275e-4,0,0
"Streptococcus_thermophilus","H0",9,0.002784249407363293,0.003363300309485529,0.00127567939178259,0.0026957172611537547
"Streptococcus_thermophilus","H12",9,7.174753974683507e-4,0.0018566802715277112,0,2.2116523254523453e-5
"Streptococcus_vestibularis","H0",9,1.2699670193345221e-4,3.8099010580035664e-4,0,0
"Streptococcus_vestibularis","H12",9,4.7598108488852356e-5,1.4279432546655707e-4,0,0
"TM7_phylum_sp_oral_taxon_352","H0",9,1.938011792684945e-6,3.84588972192737e-6,0,0
"TM7_phylum_sp_oral_taxon_352","H12",9,0,0,0,0
"Turicibacter_bilis","H0",9,8.098099399150827e-5,2.429429819745248e-4,0,0
"Turicibacter_bilis","H12",9,6.618732284178489e-4,0.0016158145576247577,3.9100809707588105e-6,2.29189659804058e-4
"Turicibacter_sanguinis","H0",9,3.3703768905811226e-5,7.542608073494769e-5,0,0
"Turicibacter_sanguinis","H12",9,0,0,0,0
"Tyzzerella_nexilis","H0",9,0.002236515608348359,0.006399857206320468,0,0
"Tyzzerella_nexilis","H12",9,7.840124151689723e-4,0.0017560213331154508,0,0
"UNCLASSIFIED","H0",9,0.1647683643196228,0.0982161355755812,0.16546839615011324,0.09351164427212771
"UNCLASSIFIED","H12",9,0.11737945839749246,0.0665737124419348,0.11148853121186916,0.053265342577614824
"Veillonella_atypica","H0",9,8.768280953075755e-4,0.0026304842859227267,0,0
"Veillonella_atypica","H12",9,3.7145193923238064e-4,0.0011072255721202434,0,0
"Veillonella_dispar","H0",9,4.502424306296245e-4,0.0013484977725560694,0,0
"Veillonella_dispar","H12",9,1.058069286417519e-5,2.221003205175805e-5,0,0
"Veillonella_parvula","H0",9,2.2985388622682372e-4,4.370299287297627e-4,0,7.084090965339156e-5
"Veillonella_parvula","H12",9,7.578914292135252e-4,0.00143194820777006,5.016275305227812e-5,1.8607975081354747e-4
"Veillonella_ratti","H0",9,0.006778801903008168,0.020293775074681907,0,0
"Veillonella_ratti","H12",9,0,0,0,0
"Veillonella_rogosae","H0",9,4.128910904442778e-4,0.0012386732713328334,0,0
"Veillonella_rogosae","H12",9,2.94965976573e-5,7.504497902042523e-5,0,0
"Veillonella_tobetsuensis","H0",9,1.3222708216362135e-5,3.6794824670218954e-5,0,0
"Veillonella_tobetsuensis","H12",9,5.420642166299821e-5,1.6261926498899464e-4,0,0
"Vescimonas_coprocola","H0",9,0.009224741557922954,0.02284019328609572,0,4.0448768441445087e-4
"Vescimonas_coprocola","H12",9,2.601434373409099e-4,6.97099534836101e-4,0,6.854720160302385e-5
"Wansuia_hejianensis","H0",9,1.08359713450182e-4,1.9428466045984198e-4,0,1.0473700467831982e-4
"Wansuia_hejianensis","H12",9,3.812117775854124e-4,0.0010816102721347678,0,5.5037899097318415e-5
"Wujia_chipingensis","H0",9,1.4739253548084614e-5,4.421776064425384e-5,0,0
"Wujia_chipingensis","H12",9,9.534267263469661e-5,2.8602801790408985e-4,0,0
"Zhenpiania_hominis","H0",9,4.429616859357953e-4,0.0012922945647685345,0,0
"Zhenpiania_hominis","H12",9,1.7064244037859656e-4,3.4047368850152857e-4,0,0
