FeatureID,P2H0,P2H12,P4H0,P4H12,P11H0,P11H12,P14H0,P14H12,P16H0,P16H12,P17H0,P17H12,P21H0,P21H12,P26H0,P26H12,P27H0,P27H12
Oliverpabstia_intestinalis,0,0,8.566525194693997e-5,0.0031716905499894407,9.244612861332225e-5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sellimonas_intestinalis,0.005783828049175024,0,0,0,0,0.0010523847577622461,1.9149901047129042e-4,2.3304214671683582e-4,0,0,6.303334899737924e-4,0.0020508422558397736,3.680625252096744e-4,0.003519871734704776,5.192883107990268e-4,0,0,0
Schaalia_odontolytica,0,0,3.1996610895107053e-4,0,4.870382022235268e-5,0,0,0,0,0,0.0034958225261262966,0,0,1.4463425133265797e-5,0,0,0,0
Blautia_producta,2.676116143642834e-4,5.233603859617733e-5,0,0,0.010702689807697877,7.519917941040412e-5,1.430970581654897e-4,0,0,1.3214068511436185e-4,0,0.0017762001878535614,2.1645922827784076e-4,6.701724121190151e-4,1.2376923948624513e-4,3.144370675238582e-4,0,0
Streptococcus_salivarius,0,0,2.936485502061773e-4,1.0634503647082961e-4,0.025170762074041553,0.0030825607248514512,1.2602583017381724e-4,0.02730034752447977,0,0,0.01871704955462608,0.0038865280604744893,0.0012834109064148347,0.0016666316038178588,0,3.367681076696608e-4,2.8596553550626135e-4,3.502616805015027e-6
Clostridium_spiroforme,0,0,0,0,1.5309807936839348e-4,0,0,0,0,0,0,5.141977043794723e-6,0,0,0,9.089634592082996e-4,0,0.0019266393922899798
GGB3433_SGB4574,0,0,0.0011679881739332784,0,0,0,0,0,0,0,0,0,0,0,0,3.244509868717517e-5,0,0
Clostridium_scindens,8.184042381106438e-4,0,7.117461231412426e-5,0,0,3.7387618863910985e-4,0,0,0,3.584240889862243e-4,0,0,0,2.4233822810702693e-4,5.5254124770645154e-5,0,0,0
Fusicatenibacter_saccharivorans,0.0011190755418958266,0.008761433122848394,0.007884612741385022,5.149708228346871e-4,0,0.017513333722955927,0.04637459335330734,0.001413190185504173,0.0121872416423508,0.022253373647939115,0.04779199535545852,0.024778985727888187,0.05175032757871633,0.04077330573617418,0,0.08587947246672875,0,4.058031755524552e-4
Clostridia_bacterium,0.013263405855710127,0,0,0,0,0,0,0,0,1.233179383085471e-5,0,0,0.0017322876047528146,0,8.460913433061336e-4,0,0,0
Clostridium_innocuum,5.602960207052734e-4,0,1.6632270931489214e-4,0,0.005090511138999083,1.0447134320774263e-4,1.64687140625546e-5,1.4160161621642298e-4,4.128211425346156e-5,5.1532862024872525e-5,2.1628599497115036e-5,9.83025023078403e-4,2.240291634822643e-5,6.585409863125427e-4,0,6.448964060043461e-4,0,4.6214526873026836e-4
Anaerostipes_hadrus,0.005421283565189259,0.001774321797990096,9.296384617376259e-4,0.004379709968994402,0.035265818565410244,0.14837706544135407,7.8236433695953e-4,0.039677418801364016,7.776468172842601e-4,0.02218980976754268,0,0.02828722559486625,0.018633702394953596,0.027153310688127288,1.1854521314429324e-5,0.013156187100069097,0.007126148210613012,0.009698345634023178
Solobacterium_moorei,9.978566806858622e-5,0,0,0,0,1.1910742510641189e-5,0,0,0,0,0,0,0,0,0,0,6.564300550584489e-5,0
Gemella_sanguinis,0,0,0,0,0,6.672034575876123e-5,0,8.528393849100315e-5,0,2.1565600431031285e-4,0,5.2327178151558056e-5,0,0,0,0,0,1.7873353182162394e-4
Streptococcus_australis,0,0,0,0,0,0,0,4.360078275516374e-5,0,3.7246027708638413e-4,0,0.0010221443778429587,1.6991435641280412e-4,3.337713492292107e-5,0,0,0.01083462510230881,3.6827513835586566e-5
Agathobaculum_butyriciproducens,5.489728243286962e-4,6.911759437548696e-4,7.309249108905574e-5,0.003956637309751489,0,0,0,6.934744868303936e-4,0.0012431727950065474,0.0015202194297337394,3.454567975233651e-5,0,0.0011814213739984797,7.962975249944169e-4,0.0015380739095246859,0,0,0
Schaalia_SGB17157,0,0,1.9999213669702278e-4,0,0,0,0,0,0,2.290906414918944e-4,4.457894674127599e-4,5.5956809006001395e-5,0.0013159411685095196,7.058758322032307e-4,0,0,6.7014349399669e-4,0
