FeatureID,Rank,Taxon,P2H0,P2H12,P4H0,P4H12,P11H0,P11H12,P14H0,P14H12,P16H0,P16H12,P17H0,P17H12,P21H0,P21H12,P26H0,P26H12,P27H0,P27H12
Lactococcus_lactis,Species,Lactococcus_lactis,0,0,1.2785858499543277e-4,0,0,0,0.005964887898266728,0,0,0,0,0,0.057531507553618924,0.00472337030575883,0,0,0.012664764195904945,0.009597170045741173
Arachnia_propionica,Species,Arachnia_propionica,0,0,0,0,0,0,0,0,0,0.016502546866330774,0.0036848725069158947,0,0,0,0,0,0,0
Bacteroides_uniformis,Species,Bacteroides_uniformis,0.9564663539307667,0.004543128398215011,0,0.33410400042939314,0.009720512975771013,0.11924873900060592,0,0,0,0,0,0,0,0,0.15992552949525457,0,0,0
Parabacteroides_merdae,Species,Parabacteroides_merdae,0.48730184406340993,0,7.245319816407858e-4,0.5062425038035907,0.016261608165716927,0,0,0,0,0,0,0,0.0746661581852533,0,0.06445644809608352,0.007921010204183815,0,0
Parabacteroides_distasonis,Species,Parabacteroides_distasonis,0.5030026690391459,0,0.004070164955687944,1.0060541426658793,0,0.04418077963481058,0.056706602628808445,0,0.601406257186169,0.011068536901840325,0,0,0,0,0.11605375442736232,0.026727150739527947,0.0032367749258642416,0
Gemmiger_formicilis,Species,Gemmiger_formicilis,0,0,0.8264672385283947,0.1170598005227962,0,0,0,0,0.9337172569958906,9.677911591665632,0,2.582079060619271,0,0,16.731049442596387,0.42049448733739897,0.09409839130269503,0.07185368188573683
Anaerostipes_caccae,Species,Anaerostipes_caccae,0,0,0,0,0,0,0,0,0,0,0,0.009729427151493936,0,0.052108787612996775,0,0.0012917955958782709,0,0
Bifidobacterium_breve,Species,Bifidobacterium_breve,0.003760918796505985,0,0,0,0,0,0,0,1.1134748127500411,0,0,0,0,0,0,0,0,0
Acidaminococcus_intestini,Species,Acidaminococcus_intestini,0,0,0.33289048091769224,0.5772428644737853,0,0,0,0,0.0731955933547419,0,0,0,0,0,0,0,0,0
Dialister_invisus,Species,Dialister_invisus,0.010979456486573924,0,10.193845335223367,5.131328595628517,0,19.695977288030925,0.005573253844340125,0.14639568376473383,0.015791410695013452,0.21729021763911716,0,0.052367507383274094,8.934098906113675,0.08656815085008529,0,0,0,0
Parasutterella_SGB9260,Species,Parasutterella_SGB9260,0,0,0.08564394218277406,0.10701721736173014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_bromii,Species,Ruminococcus_bromii,0.6344831769653834,0.4827224026464624,0.8079916729965546,0,0,0,30.521407520739537,5.771865565464304,0,1.5166702793141278,0,16.8878960280143,7.36927054365331,6.453276865963899,0,0.5412222989956038,0,17.51429492974201
Mediterraneibacter_faecis,Species,Mediterraneibacter_faecis,0,0,0.0801566779100534,0.1070272499123406,0,0,0,0,0,5.794870334696916,0,13.533784402346999,0.387549993539981,0.5377157578915684,0.009061676462385804,0,0,0
Faecalicatena_fissicatena,Species,Faecalicatena_fissicatena,0,0,0.03792072533322877,0.11367883096707267,0,0,0,0,0,0.01586089255318061,0,0,0,0.015050053565244408,0.04999995981518199,0.47485004155776533,0,0
Blautia_obeum,Species,Blautia_obeum,0.07305483662245228,0.88958256655533,0.0044857053569231,0.05398515483486171,0.017213408394594502,3.2729610095787605,0.19485300467671313,0.29149949248487017,0,0.5247930213676902,0,0.008822019437883103,0,0,0.3055954947996827,0.15077958362123353,0.0010184245093840761,0.011138321439947786
Collinsella_aerofaciens,Species,Collinsella_aerofaciens,2.2734754124878678,15.282033208067075,0.19079697345943455,0,0.10491066139787862,0.234207591927464,0.5702995177076836,16.440351353678146,3.2679102001791764,6.470752895114183,0,0,0.27989323936247645,0,20.74785352794573,0,0.5069636540426059,0.40554298116122556
Eubacterium_ramulus,Species,Eubacterium_ramulus,0.3910041248786801,0.07254995790101064,0.12922240990205072,0.054276098802564926,0,0,0,0,0,0,0,0,0,0.5529377542730824,0,0,0,0
Roseburia_lenta,Species,Roseburia_lenta,0,0,0.6912461300136414,0.33632119411430383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solobacterium_SGB6829,Species,Solobacterium_SGB6829,0,0,0,0,0,0.008993619980492626,0,0,0,0,0,0,0.002905218375751738,0,0,0,0.016768712466393252,0
Eubacterium_sulci,Species,Eubacterium_sulci,0,0,0,0,0,0,0,0,0,0.005253544688916966,2.503310126980907e-4,0.0013006177228421945,0.03800312065463981,0,0,0,0,0
Candidatus_Cibionibacter_quicibialis,Species,Candidatus_Cibionibacter_quicibialis,6.660142348754448,1.775582666223962,0.0818934236895747,0,0,0,0.14806779808071197,0.07901632596994836,0,0.486053142211249,0,1.9394831647638662,0.865683468478841,0,0,0.47234656172079187,0,0
Anaeromassilibacillus_senegalensis,Species,Anaeromassilibacillus_senegalensis,0,0,0,0,0,0,0,0,0,0,0,0.024157209797906185,0,0,0.0237190888333624,0,0,0
Gordonibacter_urolithinfaciens,Species,Gordonibacter_urolithinfaciens,0.023354092526690393,0.11570967768405324,9.269747412168877e-4,0.002508137652613906,0,0,0,0,0,0.017645493611629502,0,0.08345126272840965,0.010209182883803644,0,0,0,0,0
Faecalicatena_contorta,Species,Faecalicatena_contorta,0,0,0,0.003391002106334001,0,0,0,0,0,0,0,0.002137449280949963,0,0.0031556563927125376,0,0.005197224141556764,0,0
Massilioclostridium_coli,Species,Massilioclostridium_coli,0.026862261404076347,0,0.006925673353919275,0,0,0,0,0,0,0,0,0.00667448784900413,0,0,0,0,0,0
Clostridiales_bacterium_KLE1615,Species,Clostridiales_bacterium_KLE1615,0.01571093497250081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003732788766487443
Merdimonas_faecis,Species,Merdimonas_faecis,0.6042542866386282,0,0,0,0,0.24194957455938074,0,0,0,0,0,0.05363787818232926,0,0,0,0,0,0
Clostridia_bacterium_UC5_1_1D1,Species,Clostridia_bacterium_UC5_1_1D1,0.05538256227758007,0.003722563357127718,0,0,0,0,0,0,0,0,0,0,0.0019640912962828653,0,0.040064263560969614,0,0,0
Lactiplantibacillus_plantarum,Species,Lactiplantibacillus_plantarum,0,0,0,0,29.17737526303607,0,0,0,0.3753466019258908,0,0,0,0,0,0,0,0,0
Clostridiaceae_bacterium,Species,Clostridiaceae_bacterium,0.0015266095114849563,0,0.01329729283952501,0,0.00391858179335769,0.01751282903047666,0.07567574949720213,0,0.004589128234972184,0.23700103607119877,0,0.4439945942697808,0.5569119492757055,0.3531199732011949,0,8.511831445709537e-4,0,0
Blautia_glucerasea,Species,Blautia_glucerasea,0,0,0.015140587439875834,0.04827663353751246,0,0,0.013546521506333025,0.08845306945978125,0,0.14914452441284118,0,0,0,0,0.03947153749524815,6.657714222769649,0,0
Schaalia_SGB17168,Species,Schaalia_SGB17168,0,0,0,0,0,0,0,0,0,0,0.23789456798724956,0.0245000082674925,0.03915907021963962,0.024395651343662308,0,0,0.7451842385396236,0.015981940107454278
Veillonella_tobetsuensis,Species,Veillonella_tobetsuensis,0,0,0,0,0,0,0,0,0,0.048785779496698385,7.910460001259665e-4,0,0.011109391394599957,0,0,0,0,0
TM7_phylum_sp_oral_taxon_352,Species,TM7_phylum_sp_oral_taxon_352,0,0,8.630454487191714e-4,0,0,0,0,0,0,0,8.811651646972793e-4,0,0,0,0,0,0,0
GGB3256_SGB4303,Species,GGB3256_SGB4303,0,0,0,0.26269230518417,0,0,0,0,0,4.506749301047962,0,0,2.2135002019842847,0,0,28.06551106037392,0,0
Dorea_sp_AF36_15AT,Species,Dorea_sp_AF36_15AT,0.00205232934325461,0,0.0089714107138462,0.005778749151622439,0,0,0.005482876754972448,0.18113501113586195,0,0.20188048827487026,0,0.06934611393572569,0,0,0.013612607102586214,0,0,0.037047678320473225
Clostridiaceae_bacterium_Marseille_Q3526,Species,Clostridiaceae_bacterium_Marseille_Q3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07969654032827782,0,0.012079926358832902,0.0013410018624914674
Clostridium_SGB6179,Species,Clostridium_SGB6179,0,0,0,0.013242966805801422,0.006692978205192334,0.10741874728664708,0,0,0,0.023550718462339602,0,0.09492492915162218,0,0.048528331321265245,0.01305001965037601,0.009272889316149448,0,0
GGB9512_SGB14909,Species,GGB9512_SGB14909,0,0,7.474090789610936,0,0,0,0,0,0,0,0,0,0,0,0.10967441456747876,0,0,0
Clostridium_sp_AT4,Species,Clostridium_sp_AT4,3.8510898576512456,0,0,0,0,0.3535572694239228,0,0,0,0,0,0,0,0,0,0,0.04746261550169154,0.0056342093177813145
Clostridium_SGB4750,Species,Clostridium_SGB4750,0.045484875444839853,0,0.0073199039909885265,0.015570518547427126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16387242909177446
Actinomyces_gerencseriae,Species,Actinomyces_gerencseriae,0,0,0,0,0,0,0,0.009870732762627347,0,0,0.07834359373399445,0,0,0,0,0,0,0
Phascolarctobacterium_faecium,Species,Phascolarctobacterium_faecium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959412530108475,0.2118845194820801,0,0
Fusicatenibacter_sp_CLA_AA_H277,Species,Fusicatenibacter_sp_CLA_AA_H277,0,0.011648020827141569,0,0,0,0,0,0,0,0.10375750760611008,0,0,0,0,0.031766098640869087,0,0,0
Lachnospiraceae_bacterium,Species,Lachnospiraceae_bacterium,0,0,0,0.026225087295731,0,0,0,0,0,0,0,0,0,0,0.05574638879132907,0,0,0
Eubacterium_ventriosum,Species,Eubacterium_ventriosum,0,0,0,0.05148704973285825,0,0,0,0.20370245332117357,0,0,0,0,0,0,0,0,0,0.06513866509669373
GGB3819_SGB5184,Species,GGB3819_SGB5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009212369529942109,0.03357667157348715,0,0
Bacteroides_caccae,Species,Bacteroides_caccae,0,0,0,0.3296896781607927,0,0.1536788599360272,0,0,0,0,0,0,1.0131028417639054,0,0,0,0,0.0018613906449508426
GGB4456_SGB6141,Species,GGB4456_SGB6141,0,0,0,0,0,0,0,0.01423081103814372,0,0,0,0,0,0.011307768740553259,0,0,0,0
Alistipes_onderdonkii,Species,Alistipes_onderdonkii,0,0.01778224485380633,0.04876739529367465,0.0430898048719069,0.03286748449932574,0.012102525652761681,0.02138924448368372,0,0,0,0,0,0,0.11123688784311694,0.3067206697041031,0.3968215819989786,0,0
Bacteroides_thetaiotaomicron,Species,Bacteroides_thetaiotaomicron,0.3057768521514073,0,0,0.31159095685953075,0,0,0,0,0,0,0,0,0,0,0.04165156387256269,0.005948268092648782,0,0
Barnesiella_intestinihominis,Species,Barnesiella_intestinihominis,0,0,0,0.610861941569422,0,0.01745226593296493,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus_parainfluenzae,Species,Haemophilus_parainfluenzae,0,0,0,0.0027689839684857517,0,0,0,0,0,0,0,0,0.00908392224530825,0,0,0,0,0
Streptococcus_cristatus,Species,Streptococcus_cristatus,0,0,0,0,0,0,0,0,0,0.003248374960322704,0,0,3.682671180530372e-4,0,0,0,0,0
Klebsiella_pneumoniae,Species,Klebsiella_pneumoniae,0,0,0,0,0.007472644350123967,0.06269289977423087,0,0,0,0,0,0,0.002915448017919878,0,0,0,21.517757037993988,0
Blautia_SGB4815,Species,Blautia_SGB4815,0,0,0.0044857053569231,0.09469724521209062,0,0,0.009529761978880683,0.566275258806475,0,0,0,0,0.09100289672777276,0,0.04567004567406416,0.5135137841599824,0,0
Faecalibacillus_intestinalis,Species,Faecalibacillus_intestinalis,0,0.014870239647020937,0,0.001514915142178799,0,0,0,0.27143505819846614,0,0,0,0.09952246156725042,1.4327329931431732,0,0.0586899267109289,0.626931434694225,0,1.68895181590166
Lentihominibacter_faecis,Species,Lentihominibacter_faecis,0.04223956648333872,0.12540635481592624,0.03011069676642442,0.06526174172101383,0,0,0.006848574994306244,0.3592623756835205,0,0,0,0,0,0,0,0,0,0
Roseburia_intestinalis,Species,Roseburia_intestinalis,0,0,0,0.004023052794792705,0,0,0,0,0,0.02553583649364792,0,0.11144983184726835,0,0.014696053649395246,0.026401425435864632,0.018215319293818408,0,0
Clostridium_sp_AM49_4BH,Species,Clostridium_sp_AM49_4BH,0,0,0.03186875231011162,0.006220181378482487,0,0,0,0.01231318401881939,0,0.011459544998916205,0,0.03012593609187967,0,0,0,0,0,0
Roseburia_inulinivorans,Species,Roseburia_inulinivorans,0,0,0.045943851541692185,0.13751617121751525,0,0,0,0,0,0.032132844900723045,0,0,0.08205195983065032,0,0,0,0,0
Ruminococcus_bicirculans,Species,Ruminococcus_bicirculans,0,0,0,0,0,0,7.911268978686673,0.053824762600298205,0,0,0,0,0.023139450584332505,0,0.12960608430292603,0.4115921130371216,0,0
Faecalibacterium_SGB15346,Species,Faecalibacterium_SGB15346,0,0,0,0.0011537433202023968,0,0,0,0,0,9.223780751533605e-4,0,0,0.38332515132453915,0,0.08417714753695195,0.028850101641281378,0,0.31631631992261416
Roseburia_hominis,Species,Roseburia_hominis,0,0,0.07081234632330385,0.002367681944067527,0,0,0,0.10474280635025215,0,0.19296750883126879,0,0.0022987662078141112,0.0187304748098642,0,0.019590098782319643,0,0,0
Lachnospiraceae_bacterium_CLA_AA_H244,Species,Lachnospiraceae_bacterium_CLA_AA_H244,0,3.802618483087454e-4,0,0,0,0,0,0,0.1679440575248226,0,0,0.13341918082457954,1.0357512695241673,0,0,0,0,0
Eubacteriaceae_bacterium,Species,Eubacteriaceae_bacterium,0,0,0.019583673268467123,0.03668903758243622,0,0,0,0,0,0,0,0.029994866088802547,0,0,0,0,0,0
Anaerotignum_faecicola,Species,Anaerotignum_faecicola,0,0,0.02803299476024864,0.00602956291688383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides_ovatus,Species,Bacteroides_ovatus,0.31811104820446456,0,0,0.0035113927136594687,0,0.22827240837131396,9.941479830444546e-4,0,0.15676181492606944,0.008291376827737272,0,0,0,0,0.07629087700150532,0,0,0.011918904613636847
Wansuia_hejianensis,Species,Wansuia_hejianensis,0.026013021675833064,0.005503789909731841,0.003803792903614125,0,0,0,0.010473700467831982,0.011223164449940296,0,0,0,0,0,0,0.057233227057884625,0.32636364546719937,0,0
Clostridium_fessum,Species,Clostridium_fessum,3.132784697508897,0.05708931170003665,0.010281961210049387,0,0,0,0,0,0,0,0,0,0.0648763906303434,0,0,0,0.5297118292225116,0.04388278482854541
GGB3109_SGB4121,Species,GGB3109_SGB4121,0.03248341960530573,0,0,0,0,0.036105699966579266,0.0013054468464220113,0,0,0,0,0.017049182707954656,0.010976406046414137,0,0,0,0,0.0168425830938294
Clostridium_sp_1001270J_160509_D11,Species,Clostridium_sp_1001270J_160509_D11,0,0,0,0,0,0.06974850063434797,0,0.02328402912411175,0,0,0,0,0,0,0,0,0,0
Klebsiella_grimontii,Species,Klebsiella_grimontii,0,0,0,0,0,3.3081986384810045,0,0,0,0,0,0,0.08865007902910058,0,0,0,0,0
Clostridium_leptum,Species,Clostridium_leptum,0.046445325137495955,0,0,0,0,0.0086100536962516391,0.006647737017933626,0.0021093897212567645,0,0,0,0.06009055525689518,0,0,0,0.21696157659146215,0,0
Adlercreutzia_equolifaciens,Species,Adlercreutzia_equolifaciens,0,0.3420655463352064,0,0.041936061551704505,0,0,0,0.11540077546818106,0,0.10401817967082731,0,0.2413906164363397,0,0,0.005093425683403108,0,0,0
GGB9359_SGB14334,Species,GGB9359_SGB14334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1360055165718171,0.01020418381550355,0,0
Gordonibacter_pamelaeae,Species,Gordonibacter_pamelaeae,0,0,0,0,0,0,0.034453754846722466,0.09131941721498184,0,0,0,0.0455216202994768,0,0,0.26539058437566054,0.08991498182473638,0,0
Zhenpiania_hominis,Species,Zhenpiania_hominis,0.00986735684244581,0.08390777889654816,0,0,0,0,0,0.06967041744418873,0,0,0,0,0,0,0.38879816049977056,0,0,0
Alistipes_dispar,Species,Alistipes_dispar,0.15297436104820444,0.26152008272896715,0,0.012510590611238163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogeniiclostridium_mannosilyticum,Species,Hydrogeniiclostridium_mannosilyticum,0.00984713684891621,0,0,0,0,0,0.7079237410170194,0.15435888228182273,0,3.1080130793211056e-4,0,0.02673828062773256,0,0,0.019529821555297124,0,0,0
Lacrimispora_amygdalina,Species,Lacrimispora_amygdalina,0.009452846975088967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015711738239638832
Massilimicrobiota_timonensis,Species,Massilimicrobiota_timonensis,0.011404076350695569,0,0,0,0,0,0,0,0,0,0,0.012058440283095075,0,0.02315159449653525,0,0,0,0
Bittarella_massiliensis,Species,Bittarella_massiliensis,0.010079666774506633,0,0,0,0,0,0,0,0,0,0,0.005081483196220667,0,0.01159096867323259,0,0,0,0
Rubneribacter_badeniensis,Species,Rubneribacter_badeniensis,0,0,0,0,0,0,0,0,0,0,0,0.6263532977817713,0,0.003843427657790911,0,0,0,0
Anaerofustis_stercorihominis,Species,Anaerofustis_stercorihominis,0,0,0,0,0,0,0,0.001059741247521341,0,0,0,0,0,0.011176283057523571,0,0,0,0
GGB9715_SGB15265,Species,GGB9715_SGB15265,0.23149870592041408,0.10231045097654244,0,0,0,0,0.1078198676156395,0.6810099112047855,0,0,0,0,0,0,0,0,0,0
GGB9730_SGB15291,Species,GGB9730_SGB15291,0,0,0.009727907341735844,0.002046640324532947,0,0,0,0.25515541408178116,0.005871679357409823,0.039672283080237465,0,0,0,0,0,0,0,0
Wujia_chipingensis,Species,Wujia_chipingensis,0,0,0.013265328193276152,0.08580840537122696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9559_SGB14969,Species,GGB9559_SGB14969,0,0,0,0,0,0,0,0.0789860476485906,0,0,0,0,0,0,0.191882506021695,0,0,0
Akkermansia_muciniphila,Species,Akkermansia_muciniphila,0.00801722743448722,0.19417370801533937,6.792007858188634,65.57872015755117,0,0.2646809238254519,0,2.8178519771592456,0,0.04328158859170714,0,0,0,0.16233424712511613,14.905071404403131,4.122069676850822,0.02461360621194584,0.004573416799691049
GGB9699_SGB15216,Species,GGB9699_SGB15216,0,0,0.10483338481417193,0,0,0,0,0.03966460097865591,0,0,0,0,0,0,0,0,0,0
Alistipes_shahii,Species,Alistipes_shahii,0,0,0,0.02335577782114069,0,0,0,0,0,0,0,0,0,0,0.020072316598499822,0,0,0
Mediterraneibacter_butyricigenes,Species,Mediterraneibacter_butyricigenes,0,0,0,0.0022974540897943378,0,0,0,0,0,0,0,0,0,0,0.033262983111928386,0,0,0
Oscillibacter_valericigenes,Species,Oscillibacter_valericigenes,0,0,0.09272943876793763,0.06210148827872031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes_communis,Species,Alistipes_communis,0.0015164995147201553,0.007375078479040667,0,0.004574843078367764,0,0,0,0,0,0,0,0,0,0,0.02399033635496375,0,0,0
Clostridium_saccharogumia,Species,Clostridium_saccharogumia,0,0,0,0,0,0,0,0,0,0,0,0.1453667157204555,0,0,0,0.007119896656352331,0,0
Vescimonas_coprocola,Species,Vescimonas_coprocola,0.019815593659010027,0.006854720160302384,6.8981624483810915,0.01593169036940353,0,0,0.040448768441445085,0.21134268307711315,0,0,0,0,0,0,1.3438405916491127,0,0,0
Eisenbergiella_tayi,Species,Eisenbergiella_tayi,0,0,0,0,0,0,0.0017774160908976613,0.003734326300789487,0,0,0,0.0011393007959780465,0,0,0.1402349686678974,0,0,0
GGB9715_SGB15266,Species,GGB9715_SGB15266,0,0,0,0.05976390398648415,0,0,0,0,0,0,0,0,0,0.13673499606756664,0,0,0,0
Lentihominibacter_SGB71368,Species,Lentihominibacter_SGB71368,0,0,0,0,0,0,0,0,0,0.30563799588098034,0,0,0,0,0.6450366525725115,0,0,0
Clostridium_sp_C5_48,Species,Clostridium_sp_C5_48,0.2208023293432546,0,0,0,0.01638311457791406,0,0.00152636862043189,0,0,0,0,0,0,0,0,0,0,0
Escherichia_marmotae,Species,Escherichia_marmotae,0.0012839695891297316,0,0.011219590833349226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051627064238083855,0
Bilophila_wadsworthia,Species,Bilophila_wadsworthia,0.46288620187641544,0,0.05948620666912511,0.206520054316229,0,0.009326717016807168,0.2482256968977361,0,0,0,0,0,0,0,0.8262601356157239,0.047736353531408655,0,0
Eubacterium_brachy,Species,Eubacterium_brachy,0,0,0.03869853172528433,0,0,0,0,0.007983384064660768,0,0.016011280282825183,0,0,0,0,0,0,0,0
Bifidobacterium_adolescentis,Species,Bifidobacterium_adolescentis,0,0,0.011954777697072965,0.015349802433997103,9.15229836466545,0,0,13.1564352686328,5.4499504965326535,5.872249834523368,0,0,0.14501540737555155,41.752712246212404,0,2.3320715794954987,0,0
Evtepia_gabavorous,Species,Evtepia_gabavorous,0.5250323519896474,0.3956624531652496,0.5036030016507609,0.42428659786677875,0,0,0,0,0,0.2775555938320177,0,0.7844035568769204,0,0,1.793368058374074,0,0,0
Blautia_hydrogenotrophica,Species,Blautia_hydrogenotrophica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2976891318552286,0.07237059512722685,0,0
GGB51959_SGB72479,Species,GGB51959_SGB72479,0,0,0.0021522861807564517,0.012691176522226363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4277_SGB5832,Species,GGB4277_SGB5832,0,0,0,0,0,0,0,0,0,0,0,0,1.6960951307619356,0,0,0.013098206507044793,0,0
Bacteroides_stercoris,Species,Bacteroides_stercoris,2.7377365739242965,0,0,0.018891292799487938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03133340919000586
Enterocloster_hominis,Species,Enterocloster_hominis,0.8224785668068587,0,2.876818162397238e-4,0.0234661358778557,0,0,0.0033439523066040745,0.04056285784560257,0,0,0,0.00395226470817163,0.04555259657472707,0,4.922640206839295e-4,0,0,0
Desulfovibrio_piger,Species,Desulfovibrio_piger,0,0,0.030760644573484538,0.6910521185987938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3005_SGB3996,Species,GGB3005_SGB3996,0.0020927693303138145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014597135143954075,0.20739828361422377,0,0
Alistipes_ihumii,Species,Alistipes_ihumii,0,0.08946160326000484,0.0038890319602777473,0.004153475952728628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schaalia_turicensis,Species,Schaalia_turicensis,0,0,0,0,0,0,0,5.551025582254644e-4,0,0,0,0,0,0,0.02659230332143595,0,0,0
Firmicutes_bacterium,Species,Firmicutes_bacterium,0.32471287609187965,0.018302603172544615,0,0,0,0,0.01348627011342124,0.07723999778362688,0,0.07885329957696935,0,0,0,0.2034892659134088,0,0,0,0
Slackia_isoflavoniconvertens,Species,Slackia_isoflavoniconvertens,0,0,0.11993135272571596,0,0,0,0.0044586030754721,0.02367764730176253,0,0,0,0,0.22199346469080447,0,0,0,0,0
Faecalibacterium_sp_CLA_AA_H233,Species,Faecalibacterium_sp_CLA_AA_H233,0.037528307990941444,0,0.31377562246087504,0.04025059304914796,0,0,0,0,0,0,0,0,6.728056113269963,0,0.01566203282135196,0,0,0.41397928392301886
GGB3730_SGB5060,Species,GGB3730_SGB5060,0,0,0.06617747261721942,0.09396486901752736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3600_SGB4859,Species,GGB3600_SGB4859,0,0,0,0,0.0023997516408934693,0.052033794612165535,0,0,0,0,0,0,0,0.47680754379889245,0,0,0,0
GGB74505_SGB47518,Species,GGB74505_SGB47518,0.08432748301520544,0,0,0,0,0,0,9.689062834480832e-4,0,0,0,0,0,0.0067866841009939505,0,0,0,0
Neobittarella_massiliensis,Species,Neobittarella_massiliensis,0.001112099644128114,0,0.009408260879247262,1.2039060732546748e-4,0,0,0,0,0,0,0,0,0,0,0,0.010374420444417741,0,0
GGB3602_SGB66069,Species,GGB3602_SGB66069,0,0,0,0,0,0,0,0,0,0.002346048582455286,0,0,0,0.03360976343905052,0,0,0,0
Lacticaseibacillus_paracasei,Species,Lacticaseibacillus_paracasei,0.06522969912649629,0.054267368509955956,0,0,0.0011441853815230465,0,0,0,0.022554863879743196,0,0,0.00340782008000513,0,0,0,0,0,0
GGB9719_SGB15272,Species,GGB9719_SGB15272,0.004215868650922032,0.0013609371413155099,0,0,0,0,0.0788590314227081,0.04739566569866873,0,0,0,0,0,0,0,0,0,0
Odoribacter_splanchnicus,Species,Odoribacter_splanchnicus,0.01103000647039793,0,0,0,0,0,0,0,0,0,0,0,0.008265550871857059,0,0,0,0,0
Bifidobacterium_dentium,Species,Bifidobacterium_dentium,0,0,0,0,0.0028351496179332123,0,0,0,0,0.3552358691177594,0,0,0,0,0,0,0,0
Limosilactobacillus_reuteri,Species,Limosilactobacillus_reuteri,0,0,0,0,2.849396244763327,0,0,0,0,0,0.10361701277599371,0,0,0,0,0,0,0
Citrobacter_freundii,Species,Citrobacter_freundii,0,0,0,0.004213671256391362,0,0,0,0,0,0,0,0,1.0433723529394314,0,0,0,0,0
GGB3304_SGB4367,Species,GGB3304_SGB4367,1.0802228243286962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6598146193975332,0,0,0
Intestinimonas_butyriciproducens,Species,Intestinimonas_butyriciproducens,0,0,0.15784142317686178,0.04069202527600801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnoclostridium_pacaense,Species,Lachnoclostridium_pacaense,0.006793917825946295,0,0.003015331629475623,0.0019463148184283908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phocea_massiliensis,Species,Phocea_massiliensis,0.013264315755418959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04793663191836653,0,0
Parasutterella_excrementihominis,Species,Parasutterella_excrementihominis,0,0,0.0026530656386552303,0.009059393201241427,0,0,0,0,0,0,0,0,0,0,0.05010042186021953,0.29703287569721915,0.14548345367716287,0
Prevotella_marseillensis,Species,Prevotella_marseillensis,0,0,0.007948542033882738,0.5175090581391324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_sp_AF13_28,Species,Ruminococcus_sp_AF13_28,0,0,0,0,0.005072892709230498,0,0,0,0,0,0,0,0.6015745669818044,0,0,0,0,0
Klebsiella_michiganensis,Species,Klebsiella_michiganensis,0,0,0,0.012430330206354517,0,0,0,0,0,0,0,0,0.01869978588335978,0,0,0,0,0
Collinsella_bouchesdurhonensis,Species,Collinsella_bouchesdurhonensis,0,0,0.18008881696606707,0.1784389451575637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3511_SGB4688,Species,GGB3511_SGB4688,0.025386201876415403,0,6.606026891430694e-4,0,0,0,0,0.04264196924550157,0,0,0,0.10102472544867279,0,0,0.03115328016614011,0.18099157829382842,0,0
Lentihominibacter_hominis,Species,Lentihominibacter_hominis,0,0,0,0,0,0,0,0.1264119916686171,0,0,0,0,0,0,0.022573821519934482,0,0,0
Raoultella_ornithinolytica,Species,Raoultella_ornithinolytica,0,0,0,0,0.023146971523554726,0,0,0,0,0,0,0,0.6277419916479063,0,0,0,0,0
Enterococcus_avium,Species,Enterococcus_avium,0,0,0,0,3.42021311819678,0,0,0,0,0,0,0,0,0,0.014436395871894015,0,0,0
GGB3277_SGB4327,Species,GGB3277_SGB4327,0,0,0,3.5113927136594684e-4,0,0,0,0,0,0,0,2.4274769508358434,0,0,0,0,0,0
Clostridium_SGB6177,Species,Clostridium_SGB6177,0,0,0,0,0,0,0,0,0,0.004842484894555142,0,0,0,0.0037928562412410305,0,0,0,0
Turicibacter_sanguinis,Species,Turicibacter_sanguinis,0,0,0,0,0.00819155728895703,0,0,0,0,0,0,0,0,0,0.022141834726273076,0,0,0
