"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","fisher_p","fisher_or","fisher_ci_low","fisher_ci_high","or_ha","or_ha_ci_low","or_ha_ci_high","cutoff_used"
"Elastase","wilcoxon_paired",13,2.0704448595813463e-4,6,0.028314054945765676,"15.000 [15.000-41.750]","21.380 [15.000-177.960]",60.136923076923075,118.7365252975831,15,15,41.75,13,447,434,109.49307692307693,137.7092020275948,21.38,15,177.96,14,440.3,426.3,1,NA,NA,"rank_biserial_r",0.9340659340659341,0.5930434782608697,0.2912090286974023,0.004898084691567363,4.297120311178179,12.428571428571429,NA,NA,200
