FeatureID,A1H0,A1E0,A1H12,A1E12,A3H0,A3E0,A3H12,A3E12,A4H0,A4E0,A4H12,A4E12,A6H0,A6E0,A6H12,A6E12,A7H0,A7E0,A7H12,A7E12,A8H0,A8E0,A8H12,A8E12,A9H0,A9E0,A9H12,A9E12,A10H0,A10E0,A10H12,A10E12,A12H0,A12H12,A13H0,A13E0,A13H12,A13E12,A16H0,A16E0,A16H12,A16E12,A17H0,A17E0,A17H12,A17E12,A19H0,A19E0,A19H12,A19E12,A20H0,A20H12,A22H0,A22E0,A22H12,A22E12,A24H0,A24E0,A24H12,A24E12,A25H0,A25E0,A25H12,A25E12,A26H0,A26H12,A27H0,A27E0,A27H12,A27E12,A28H0,A28E0,A28H12,A28E12,A30H0,A30E0,A30H12,A30E12,P2H0,P2E0,P2H12,P2E12,P3E0,P3E12,P4H0,P4E0,P4H12,P4E12,P5H0,P5E0,P5H12,P5E12,P11H0,P11E0,P11H12,P11E12,P14H0,P14E0,P14H12,P14E12,P16H0,P16H12,P17H0,P17E0,P17H12,P17E12,P20H0,P20E0,P20H12,P20E12,P21H0,P21H12,P25H0,P25E0,P25H12,P25E12,P26H0,P26E0,P26H12,P26E12,P27H0,P27E0,P27H12,P27E12,P42H0,P42E0,P42H12,P42E12
UNCLASSIFIED,0.09178870917887091,0.091952115093335507,0.14328847973613976,0.029560786691691543,0.21426988819490994,0.03565690713138143,0.16046323740118817,0.25743506318574405,0.250024487317775,0.04789740478974048,0.16332069522654785,0.0977399,0.21181859060756061,0.059196594080340594,0.1942531,0.2661358,0.1968980543410028,0.0022383,0.16171568382843163,0.1400570140057014,0.2669395583265896,0.2153313532707445,0.18315840533000619,0,0.1816783096008654,0.14742161474216148,0.10467275467950149,0,0.19265349572923762,0,0.0810736929008386,0.4508821,0.361527640030882,0.058895176441929424,0.3675741,0,0.11257241125724113,0.1901199,0.18400365203792454,0,0.1259467723160889,0,0.1896510433352501,0.024961207108437584,0.09360138751023182,0,0.1779413035459824,0.005086,0.2966406,0.1566504654226782,0.20689236641667333,0.13855789864982745,0.14895965098874422,0.1391369860863014,0.118457350761137,0.14858001232408585,0.14113572354196044,0.3013715,0.1645542809885289,0,0.14649541909768587,0.03827199783011097,0.1677270343119254,0.18708675260320465,0.30124018985255796,0.09593024780173924,0.14934343812635983,0.2668178207597852,0.09119533671598794,0.01095959890404011,0.11593416864646997,0.02615409738459026,0.31355305480924506,0,0.3586853112856549,0,0.1695050585844937,0.28053804024972767,0.1638103857010199,0.7327926,0.031328206265641256,0.4618106,0.04062080406208041,0.2202695779730422,0.3195874719031344,0.042922491415501716,0.04278360855672171,0,0.1467529360508903,0.21512212151221216,0.25371011262611504,0,0.039182391690837266,0.06273811254762252,0.2525441681133736,0.1590991159099116,0.12346732469346494,0.2184864218486422,0.16028414808524444,0.12351328764867124,0.11389693416908026,0.14458504961144816,0.04388401423210177,0,0.09873620048846128,0.28809394182725,0.08661520866152086,0.09860377041886888,0.3289050588246126,0,0.20544036230080526,0.11028628120976652,0.1201549759690048,0,0.1416956224535749,0,0.18461777209096497,0.18716328103832108,0.09153943619575641,0,0.2610027607783463,0.21848991140104412,0.11844028673822213,0,0.1751931314641105,0,0.07140999119660531,0
Cutibacterium_acnes,0,3.368911460250006e-4,0,0,1.5166072511503617e-5,0,0,7.050348501530546e-5,2.8171694144428154e-5,0,0,0,1.2346209501860707e-4,0,0,0,0,0,0,0,4.1097860239456326e-4,0,0,0,9.808337005561225e-5,0,0,0,3.434312122300761e-5,0.5035014,0,0,3.1346703453475335e-5,0,0,0.2339848,0,0,0,0,0,0,0,0,0,0,7.330955956656748e-5,0,0,0,0,0,0,0,0,0,3.6356394301366184e-5,0,0,0,0,0,0,0,0,0,1.5100388079973655e-5,0,0,0,8.099897916553739e-5,0,0,0,0,0,0,0,1.1600075825862344e-4,0,0,0.5381894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5456948049885478e-4,0,0,0,0,0,0,0,0,0,0,0,0.018591793392423672,0,0,0,0,0,0,4.009372308708838e-5,0.006579439228717831,0,0
Staphylococcus_aureus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100568175165945,1.7516170729380803e-4,0,0,0,0,0,0,0.005156674720779411,0.4964986,0,0,0,0,0,0.5218561,0,0,2.330233219182038e-5,0.0267771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.009873229209693e-4,0,1.3698194259806215e-4,0,1.8892149504224045e-4,0,0,0,0,0,0,0,0,0,4.308431168954527e-6,1,0,0,0,0,0,0,0,0,3.275463473073086e-5,0.02849559430088114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8866108848980551,0,0,0,0.011352084980475007,0,0,0,0,0,0,0,0,0,0
Streptococcus_mitis,0,0.004717981366718306,0,0.003206489455060844,3.615752386848544e-4,0.008202401640480328,0,0.0010287099404505933,0,0,0,0,5.393397239088987e-4,0.006573399342660066,1.44e-4,0.058861,0,0.0107314,0,0.11549031154903115,0.0010619198754835903,0.05947953705334898,0,0.0039484003948400395,0,0,1.1627586172301966e-4,0,0.006044689712402893,0,0,0.3302005,0.002638731445981368,0,0,0,0,0,0.008276847777012751,0.2039193,2.2096030450634763e-4,0.003033333728911425,0,0,0,0,0,0,0,0.10651771833686616,0,0,0,0,3.434928091332635e-5,0.021284194131276406,0,0,0,0.4920273,0,0.053111074395109426,0,0.06595488161160941,0,0,5.330136984520502e-5,0.023955184464355354,0,0.027658597234140277,0,0,0,0,3.940711578487943e-4,0,0,0.013811159239421618,0,0,0,0,0.04938600493860049,0,0,0.1953293609341278,0,0.07455050845151175,0,0.0402422040242204,0,0.004914851972689514,0,0.04125110825022165,0.0017997859177750681,0.17408761740876175,0,0.0396798039679804,0,0.06805069319493068,0,1.930406543618086e-5,0,0,1.8361325265423714e-4,0.13858428517988225,0,0.011016996694900992,8.606234356167607e-5,0.0080498,1.6872525991230538e-4,0,0,0,1.8207787187303275e-4,0,0,0,2.189094131047635e-4,0,8.3105368606812e-4,0.0025307696288027724,0,0.03882005965590394,8.379588125201471e-5,0.03296353493516594,0.003960315855865063,0
Streptococcus_sanguinis,0,4.258055205791116e-4,0,0.0055194069371726955,2.114210770643385e-4,0,7.253558310270803e-5,0,0,0,9.480580211508945e-5,0,0.003278402787822522,0,6.45e-5,0,0,0,0,0,0.0014600897948719438,0.00734460391647073,0,0,0,0,0,0,0.004729938911297024,0,0,0.1374882,2.053058852384167e-5,0,0,0,0,0,0.001294685611864503,0.0137255,0,0,5.317396085398196e-5,0,0,0,0,0,0,7.956721358579408e-4,0,0,0,0,0,0.001200912571634384,0,0,1.411012699114292e-4,0,6.428171769602252e-5,0,7.884716637492549e-5,0.0038029280540230422,0,0,0.008645722195060414,0.03164096876087273,0,0,0,0,0,0,4.17416843020106e-4,0,7.313567653870875e-5,1.9353165218770688e-4,0,0,0,0,0,0,0,0,0,0.004663165256997399,2.091356785467601e-4,0.003497500349750035,0,0,0,0,0,0,2.220000444000089e-5,0,0,0,0,0,0,0,0,0,0,0.0013978995806301258,0,0,0,0,0,0,2.9128455588264176e-5,0,0,0,4.6351993135704836e-4,0,0.0011511743658640348,0.09304616848023811,1.3770287782001933e-4,8.037491013265389e-4,0.007230101084294647,0,1.264263609868446e-4,0
Actinomyces_sp_ICM47,0,0.008531966473861632,0,0.0038085163566000274,3.922086964067657e-4,0.06971751394350278,4.5321951078278784e-5,0.054740948764596675,0,0,0,0,5.968343269812892e-4,0.008474799152520085,0,0.0050342,1.496099191376388e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89634256410319e-4,0.0814292,0,0,0,0,0,0,0,0,1.4029225682942707e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.805274140966457e-4,0,5.54503231198573e-4,0.023692401823911892,0,0,0,0,0,0,0,0.04594499081100184,0,0.15098673513393443,0,0,3.596642360325554e-4,0.005744551108515089,0,0,0,0,0,0,0,0,0,0,7.101847190454237e-4,0,0,0.023063627798309488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709927170575598,0.0032243372106636474,0,1.8176313879897785e-5,0
Enterocloster_clostridioformis,0,0,3.606399917293228e-5,0,0,0,0,0,3.1780879159372686e-5,0,0.0016799028100519752,0,0.0516381221092571,0,0,0,6.066402202466024e-4,0,0,0,0,0,0,0,0.003837587691083089,0,0,0,0.3221846350277408,0,4.462482855085954e-4,0,0,0,7.5e-5,0,0,0,3.082536961064515e-4,0,0,0,1.2020167396110865e-5,0,0,0,0.005110866456985991,0,2.274e-4,0,1.4252621726958446e-4,0.004119075996156353,0.0010097331091576745,0,0,0,0,0,0,0,0.0037894022283121633,0,0,0,0.00158752247267837,2.6995477022280896e-4,8.450217170581284e-5,0,9.93187037885872e-5,0,0.0015361981964639513,0,0,0,0.002251906756331465,0,0,0,0.008157485591985198,0,0,0,0,0,0.01708950529483178,0,0,0,0,0,0.0010724915469902925,0,1.5341405153926943e-4,0,0.009543806031602833,0,0,0,0,0,0,0,0,0,0,0,5.7600005760000574e-5,0,0.1399705946987998,0,0.0017782448058784003,0,5.279998944000211e-5,0,3.7056200201977314e-4,0,0,0,0,0,1.960126624179922e-5,0,0,0,1.417313111128574e-4,0,0,0
Ruminococcus_gnavus,0,0,3.7857181354030865e-4,0,0.011827728682779396,0,5.520479639241362e-4,0,0.0031493146909570167,0,6.719411227967152e-4,0,0.019649436240199943,0,0.0512768,0,0.0074132915012265314,0,0.004411999558800044,0,0.0022573302441725247,0,6.731946700341876e-5,0,0.060834440731657446,0,0.018949654759008495,0,0.041896104749122996,0,0.0056491900664806215,0,0.00123674262283376,0.003913598434560626,0.0158355,0,0.0011288001128800112,0,0.02426114280864416,0,0.0025681499700175407,0,0.0018421415863666853,0,0.0024542769429579127,0,0.0892150336403867,0,0.0554894,0,0.0034654519471095783,0.006608282086910648,0.010361773062859772,0,0.004617725050129421,0,3.788296113390974e-4,0,0,0,0.23601168458540506,0,0.03051175213012424,0,9.88251049477466e-4,0.0015906860461317104,0.017812657785305084,0,0.31049966236656806,0,0.017020193890533487,0,0,0,0.0012134746485397273,0,0.002632079561153749,0,0.015828648764316687,0,5.130001026000205e-4,0,0,0,0,0,0.001099300219860044,0,0.06130675893307398,0,0.03545853289397487,0,0.21253785396089614,0,0.0095269696802366,0,0.014531502906300581,0,0.02179610653883196,0,6.287001886100565e-4,3.610760426145746e-4,0.0038753079676023734,0,0.001303904248140253,0,0.007209300720930072,0,0.022316466048005176,0,0.02453085116579843,0.011740519158585455,0.04844779031044194,0,0.0042446465952589085,0,0.0015249268623811327,0,0.008060146586303212,0,2.9151883211655475e-4,0,0.082915145905506,0,0.020464437669496214,0,0.0022608305080946195,0
Longicatena_caecimuris,0,0,0,0,5.041965828327692e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.022048646777651e-4,0,0,0,0,0,0,0,0.03439879112213295,0,0,0,0,0,0,0,0,0,0,0,0.001519365141462695,0,0,0,5.81267858607535e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004896929343133062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011200728953168722,0,0,0,0,0,0,0,0,0,0,0,0.0024644401490106133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034673386544820843,0,0,0,0,0,0,0,0,0,9.141930752151777e-4,0,1.692027048403988e-5,0,2.3821024304045073e-4,0,0,0,0,0,0.008954832817193472,0,0,0
Clostridium_symbiosum,0,0,8.715466466791969e-5,0,0,0,0,0,6.125589011475303e-5,0,0,0,0.004732411039205873,0,0,0,0.0010368687443977535,0,0,0,0.001709859113493037,0,0,0,0,0,0,0,0.03299122378057889,0,0,0,0,0,0,0,0,0,1.4664398706921446e-5,0,0,0,0,0,0,0,0.001135048010260538,0,8.32e-5,0,9.830783608135296e-5,0,0.0022607431932516256,0,6.84982744743884e-5,0,0,0,0,0,0.005354496068554289,0,0,0,0.005465479788861418,0,0,0,0,0,0.004047578759140982,0,7.155783954194862e-5,0,1.5891097288283441e-4,0,1.2454190860374336e-4,0,0.0010352992609380508,0,0,0,0,0,8.414034609729028e-6,0,0,0,1.8263115687536293e-4,0,4.4557958051307965e-4,0,0.001916467659583078,0,0.0052166632977261205,0,1.0200002040000409e-5,0,0,0,0,0,0,0,0,0,0.0011453001145300115,0,0,0,0.0012617451050190756,0,0,0,0,0,4.625541398595517e-5,0,0,0,3.4702241764818005e-5,0,6.574912116842493e-5,0,3.700650640938257e-4,0,0,0
Eisenbergiella_massiliensis,0,0,0,0,0,0,0,0,4.197682682659099e-4,0,0.0053348264913812725,0,5.478126127827247e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319370000973222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288478502916701e-4,3.656512469700974e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.772619897643093e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7716845586453405e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_thermophilus,0.015535701553570156,0,0,0,0.0070682937284573975,0,0.002515828665837367,0,0.019405384763685102,0,0.12339985207094674,0,4.158776288902916e-4,0,1.258e-4,0,0.0012999861890843362,0,0,0,0.015044898936989385,0,6.680473044911975e-4,0,0.011019616067309864,0,0.01106948210089113,0,0.028170771220344264,0,0.001794044212547204,0,0.09307467195374389,0.006078197568720973,1.117e-4,0,0,0,5.677934650015543e-4,0,0,0,0.012668339643072334,0,3.270416353504597e-4,0,0.04428437468245859,0,0.0822085,0,0,0,0.023993019614434178,0,0.004858270160198837,0,0,0,0.00643505791552124,0,0.0014830063885364069,0,0.004076238405814358,0,1.1738616526788176e-5,0,0.6251857672742189,0,0,0,0.00538797789655338,0,1.786408476508221e-4,0,0.034233792107775704,0,0.09396968682136354,0,0.0012628969522927615,0,0,0,0,0,0.0032522247108176436,0,0,0,0.0062286626098412385,0,0.002863011333824221,0,0.006839911128568727,0,0,0,0,0,0,0,2.1600006480001943e-5,0,7.628984298816122e-4,0,0,0,0.06396460639646064,0,0.0016132686518113722,0,0.0012034453151513562,8.103223400036098e-4,0.003630199273960145,0,0,0,0.009676192078109574,0,0.005608441162970008,0,0.0017180109835095347,0,2.2116523254523453e-5,0,0.11703618378321164,0,4.7460375130844215e-4,0
Eggerthella_lenta,0.0016419001641900164,0,8.815644242272337e-6,0,6.79962323860129e-5,0,3.014983969022293e-4,0,0,0,7.138436872336587e-4,0,0.003032487275032192,0,0.0056131,0,0.003492531554842086,0,2.7389997261000276e-4,0,0.002755267796038935,0,0,0,0,0,1.4617250261470202e-4,0,0.020497036078500164,0,0.012920657400607804,0,0.05045998032468575,0,0.0055474,0,0.00801140080114008,0,0.03836337275143794,0,0.011134395172022356,0,0.001263849295623284,0,0.004702662031031083,0,0.028813657300912038,0,0.2209153,0,4.933522347607242e-4,0.0073724293282914615,0.0015338035459893369,0,1.3579482483519104e-4,0,0,0,3.1830286472578253e-4,0,0.0019602402989431843,0,0.018405510176187394,0,0.005368059304694654,0,0,0,0.10009870674005818,0,0.010354884764009578,0,0.014970001532657273,0,0,0,0.001787146208679726,0,0.0030596576186075223,0,0.0042717008543401705,0,0,0,0,0,0,0,0,0,0.013235963943160248,0,0,0,0.0012542079604073153,0,3.7370007474001493e-4,0,0.0034605010381503114,0,0.0038153011445903433,0.0042116869812782575,0,0,0.011243635074113714,0,0.011723201172320117,0,7.715589172796774e-5,0,7.601239963655749e-5,0.012718528897261253,0,0,9.294079386152332e-4,0,0.023772179070526492,0,0.009100891338327548,0,2.70017443126826e-5,0,3.6197042810683864e-4,0,0.0057184674896036975,0,0.003004443704825549,0
Lancefieldella_parvula,0,0.012594931900721381,0,0.008773997784703029,2.0288388392872388e-5,0.0013600002720000543,0,0.014665025324170819,0,0,0,0,7.083940304866646e-4,0.01891929810807019,0,0.0208466,0,0,0,0,0,1.293315883641458e-4,0,0,0,0,0,0,0.020338236689987948,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2672108678611792e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.006362093428356472,0,0,0,0,0,0.00684431166231342,0,0.003364860353384262,0,0,0,2.9481787427159317e-4,0,2.1719997828000218e-4,0,0,0,0,3.975780204281759e-4,0,0,0.02937796316889314,0,0,0,0,0,0,0,0,0,0.03487538110099289,0,0.0067405006740500675,0,0.014915039238281344,0,0.0018357003671400733,2.449288258278449e-4,0,0,0,0,0,0,0,6.801769140153354e-6,0,0,0.002502953308889505,0,0.005133698459890462,0,0.0017141,0,0,0,0,0,0,0,0,0,0,6.110394731499655e-4,0.00966418510589128,0,0.002758179508812268,5.4627697706157914e-5,0,0,0
Erysipelatoclostridium_ramosum,0,0,0,0,0.0012690286502175378,0,0,0,0.0018293555268803579,0,0.005529538407750554,0,0.003173903825045335,0,5.044e-4,0,0.003680844039959849,0,7.782999221700078e-4,0,5.688856475804949e-4,0,0,0,0.0023748309578619686,0,0.0023497957146475985,0,0.019871550719082882,0,4.590621606166362e-4,0,0,0,0.00214,0,4.340000434000043e-4,0,7.497927147066341e-4,0,5.30104313305478e-5,0,0,0,0,0,0.05974199035554236,0,0.0034779,0,4.443997672038209e-4,0,0.01103706780484684,0,0.0039893234824002,0,0,0,0,0,0.06991446608249105,0,0.012007783055823994,0,6.48433150535316e-4,9.677833133463945e-4,0.0128200294747575,0,1.465703295304302e-4,0,0.0014504588190266397,0,0,0,0,0,0,0,0.002183997019811408,0,0,0,0,0,2.0093515984662418e-4,0,0,0,0.010619011603379537,0,0.003550134053942034,0,0.0035113094040296958,0,0.0013128345410575975,0,5.922001184400237e-4,0,0.005834101750230525,0,0,0.0015453254455388304,0,0,0,0,0.002102200210220021,0,4.514270137287451e-4,0,8.724725497564921e-5,0.0012321421925107366,0.0200329959934008,0,0.0024549982878273786,0,0,0,0.004354687251551817,0,0,0,0.004409694482748061,0,0.0014185159228211868,0,6.382915557490772e-4,0
Ruminococcus_torques,0,0,0,0,0.00368394949436716,0,0,0,0.02705515265799934,0,0.03774500999461167,0,0.04314052064288246,0,3.073e-4,0,0.029135931712272523,0,0.008767399123260088,0,0.011314770282774693,0,3.108605073021436e-5,0,0.0040304175742748955,0,0.004126739686035109,0,0.019763715320956995,0,0.0014115602103143355,0,0,0,0.0142467,0,0,0,0.013595102894360585,0,7.794236954423455e-4,0,0.01182234396320199,0,0.003279727519706194,0,0,0,5.468e-4,0,0.005922644222933969,0.010084756681751935,0.02347727253126823,0,0.004220455086913194,0,8.01447587085365e-5,0,0,0,0.04820263689843026,0,0,0,1.428699994371484e-4,0,2.558065742289577e-4,0,0,0,0.05149896545960325,0,0.005227477804382182,0,0.011672341605287387,0,0.007538105246765507,0,0.06584529322169236,0,3.75000075000015e-5,0,0,0,5.439072372717693e-4,0,0,0,0.0032042466444775477,0,0.0026310699090857626,0,0.002157460598812088,0,0.001947204208606803,0,0.00873110174622035,0,0.0015922004776601432,0,5.990001797000539e-5,3.550747787484044e-5,0,0,7.824826352894465e-5,0,0.008659500865950086,0,0,0,0.0016884671780786312,0.002928126139343826,0,0,0.0016247872546690863,0,3.890661011892247e-4,0,0.003702459205745847,0,0,0,3.3665151234487284e-4,0,7.876411900458512e-4,0,0,0
Hungatella_hathewayi,0,0,0,0,0,0,7.979937210170983e-6,0,1.0737325419459983e-4,0,2.430148725101976e-4,0,7.64879956312171e-4,0,0,0,3.44922868386174e-4,0,0,0,6.9757288465851e-4,0,0,0,0,0,0,0,0.01904681518114144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3387505878348126e-5,0.005565214879910052,0,2.83807178158504e-4,0,0,0,0,0,0.005093848289915174,0,0,0,0,0,8.840227193838881e-5,0,0,0,0.0032697412340246,0,0,0,3.647137082556855e-5,0,0,0,5.528802317693148e-4,0,0,0,0,0,3.9866497317525635e-5,0,5.0900010180002034e-5,0,0,0,5.771030706084106e-5,0,0,0,8.368067494527434e-5,0,2.5010005002001e-4,0,0,0,0,0,0,0,0,0,0.0019322001932200192,0,0,0,0,0,0,0,6.90674720134099e-6,0,0,0,0,0,0,0,0,0,0.0010272011854912041,0,0,0
Enterocloster_lavalensis,0,0,4.4679287864243886e-5,0,0,0,0,0,1.3434188666737981e-5,0,0,0,0.0011592727598438326,0,0,0,8.901590175428631e-4,0,0,0,0,0,0,0,0,0,0,0,0.018527863585517976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6756096995048153e-4,0,0,0,0,0,0.004853919126284529,0,1.5221838772086313e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.110307413018948e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.209087841558709e-6,0,0,0,0,0,0,0,0,0,0,0,1.609000160900016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavonifractor_plautii,0,0,0,0,0,0,0,0,0.002949606453463419,0,0.0031719941260405136,0,0.0017812231502725344,0,0,0,0.002716880129152563,0,0,0,0.0065608475985870825,0,0,0,1.9697567512199247e-4,0,2.63852904513841e-4,0,0.018387086826219,0,0,0,0,0,8.484e-4,0,0,0,0,0,0,0,0.005117840933457678,0,0,0,0.02307250865512863,0,6.453e-4,0,0.0019877119233907984,3.5591946995065484e-4,3.369454014072685e-4,0,0,0,1.2453571528644772e-4,0,0,0,0.04674860255167234,0,7.764644810525656e-5,0,0.003760470820859381,3.4084688956036396e-4,2.1760559246372633e-4,0,0,0,0.003587863178915203,0,0.0019245506319927488,0,0,0,0,0,0.005310812972147607,0,0,0,0,0,0,0,0,0,0,0,0,0,9.373960944446698e-4,0,0,0,1.2830002566000513e-4,0,1.1200003360001008e-5,0,8.400002520000756e-5,0,0,0,0,0,6.383000638300063e-4,0,2.0154599992234373e-4,0,1.2064817625403e-4,0,0.005776098844780231,0,0,0,4.6225378002847414e-4,0,0,0,0,0,0,0,0,0,0,0
Faecalimonas_umbilicata,0,0,0,0,0.0018309768336735824,0,0,0,0.0018941203468707513,0,0.002564356938644645,0,0.008700345592998327,0,0.0071701,0,0.0031880113651535096,0,0.001106799889320011,0,0.022946355334281108,0,0,0,0,0,0.02959526669960648,0,0.016358239405397417,0,0.0013902037518009342,0,5.251824693611011e-4,0,0,0,0,0,0.005810516884900039,0,0.014783296563400876,0,0,0,0,0,0.024709522121684667,0,0.0055927,0,0,0,0,0,0,0,0,0,0,0,0.00785494422982555,0,0.00650729266247069,0,0,0,0.0331891529612311,0,2.608369998488149e-4,0,0,0,0,0,0.003150364949169029,0,0.020395900418382344,0,0,0,0,0,0,0,0,0,4.290000858000172e-5,0,0,0,0.006793013232163264,0,0.028846874958790108,0,0.0013998223564498109,0,7.723001544600309e-4,0,0,0,0,0.001371088751291022,8.802289475492576e-5,0,5.42534635363092e-4,0,0,0,0,0,4.3016338010035864e-5,0.0019337078485306542,0,0,0,0,0,0,0,0,0,0,0.005501209953956601,0,0.03177197015744003,0,0.013234275115475131,0
Blautia_hansenii,0,0,0,0,0,0,0,0,0.009406638955477796,0,0.0014887911140161777,0,0.007764192240165246,0,0.0333041,0,0.03318360007268482,0,0.0017366998263300174,0,1.5520521361430913e-4,0,0,0,0,0,0.001436944924468344,0,0.01583998868979891,0,0,0,0,9.425996229601508e-4,0,0,0,0,0.004112761190769264,0,0,0,0,0,0,0,0.013464755804156863,0,0.0040599,0,0.0022781027957499587,0.004784080759151596,0,0,0,0,0,0,0,0,0.008580050053226066,0,0.008905427226566932,0,0,0,0.0219930652217762,0,0,0,0.07898029086671587,0,0,0,0.001901220498393306,0,0.013872741307241367,0,0.03450306936605135,0,1.6660003332000668e-4,0,0,0,0,0,0,0,0,0,0.019378060921680613,0,0.028691346934099707,0,0.007591891653268572,0,0.0039406007881201575,0,0.004902401470720442,0,0,0,0,0,3.96744712138447e-4,0,3.680000368000037e-5,0,0.017085676864320515,0,0.0013862394479657674,0.008657312191114009,0,0,2.95288467303709e-5,0,0,0,0,0,0,0,1.4801057870334928e-4,0,0.0029648305879824677,0,0.011782896452165294,0
Enterocloster_aldenensis,0,0,0,0,0,0,0,0,0.001749452180855058,0,0.00382643417777168,0,0.0049654154832360865,0,0,0,0.001345089179412595,0,0,0,9.306308746699387e-6,0,0,0,2.8818309758607725e-5,0,0,0,0.015216706096174357,0,0,0,1.4050934487292618e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.423650971726626e-4,1.46382146000782e-4,2.689546329090161e-4,0,0,0,0,0,0,0,0.0015089605092963032,0,0,0,0.001847176657048693,0,0,0,0,0,1.4520046010717836e-4,0,0,0,3.90764687416806e-6,0,0,0,0.0011094636801525805,0,0,0,0,0,8.774636093003129e-5,0,0,0,4.870830963762418e-5,0,7.397321161559454e-4,0,6.301653298135345e-5,0,8.637649549141552e-4,0,0,0,0,0,0,0,0,0,0,0,1.6700001670000167e-5,0,5.323856601722288e-5,0,4.6660074876768316e-5,0,0,0,3.9738820854092365e-5,0,0,0,0,0,0,0,4.465336052564871e-4,0,5.1019262628319964e-5,0,0,0
Oliverpabstia_intestinalis,0,0,0,0,0.0024156239071137318,0,0.003696143224731503,0,0,0,0,0,0.005938990761928567,0,0.0091157,0,0,0,0,0,2.2104984969310696e-4,0,0.0021871257120900816,0,0,0,0,0,0.014968494441620898,0,0.0352193425241361,0,0,0,0,0,2.527000252700025e-4,0,0,0,0,0,9.768932654974847e-5,0,6.432028068248966e-4,0,0,0,0,0,0,0,0,0,0,0,0.012396927864595128,0,0.006857661718955471,0,0,0,0,0,2.6878421944671383e-4,0,0,0,0,0,0,0,0,0,7.745156496748486e-5,0,0.004672534756799731,0,0,0,0,0,0,0,8.053433126454926e-5,0,0.0031614006322801267,0,0,0,4.304768831713344e-4,0,9.190749938015287e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.576360099368283e-4,0,0.011894579803005111,0
Sellimonas_intestinalis,0.0014565001456500145,0,0,0,0,0,0,0,0.004196680131266059,0,0,0,0,0,0.0024347,0,0.0010112670470052165,0,8.039999196000081e-5,0,7.11082042516622e-4,0,0,0,0,0,0,0,0.008962653507744323,0,0,0,0.016512301678270454,0.01768819292472283,0,0,0,0,0,0,0,0,0,0,0,0,0.002990389946849069,0,0.002695,0,0.004801874456461413,0.0029994147755340286,5.916600798520489e-6,0,0,0,0,0,0,0,0.04036026733951551,0,0.01319369246683366,0,0.0016797257939443386,0,3.5400909803381944e-5,0,0.0013835396403519254,0,0.00973090407845318,0,4.7278924338495985e-4,0,0,0,0,0,0.0057258734937166425,0,0,0,0,0,0,0,0,0,0,0,0.00532915178650907,0,0,0,0.0010448559484783596,0,1.9070003814000762e-4,0,2.309000692700208e-4,0,0,0,6.2966377554802e-4,0,0.0020353554072151704,0,0.03559560355956035,0,4.002899700543073e-5,0,3.641712568473154e-4,0.0034819147739801985,0,0,5.612482834481005e-4,0,5.175199889467582e-4,0,0,0,0,0,0,0,0,0,0,0
