FeatureID,Rank,Taxon,A1E0,A1E12,A3E0,A3E12,A4E0,A4E12,A6E0,A6E12,A7E0,A7E12,A8E0,A8E12,A9E0,A9E12,A10E0,A10E12,A13E0,A13E12,A16E0,A16E12,A17E0,A17E12,A19E0,A19E12,A22E0,A22E12,A24E0,A24E12,A25E0,A25E12,A27E0,A27E12,A28E0,A28E12,A30E0,A30E12,P2E0,P2E12,P3E0,P3E12,P4E0,P4E12,P5E0,P5E12,P11E0,P11E12,P14E0,P14E12,P17E0,P17E12,P20E0,P20E12,P25E0,P25E12,P26E0,P26E12,P27E0,P27E12,P42E0,P42E12
Actinomyces_SGB17132,Species,Actinomyces_SGB17132,0.4282441428157537,0.08760529394811571,0,0.6362338640656756,0,0,0,0.16844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04581142600394204,0,0.15272519269719173,0,0,0,0,0,0,0,0,0,0.3970383283721246,0,0,0,0,0,0.7301729925846027,0,0,0,0,0,0,0,0.3760853498682214,0.056589983023005094,0.18135,0,0,0,0,2.9822566886591875,0.03342896707968421,0,0
bacterium_210917_SL_2_15,Species,bacterium_210917_SL_2_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schaalia_SGB17158,Species,Schaalia_SGB17158,0,0,0.3049000609800122,0.13389653333162416,0,0,0.16723998327600167,0.44081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025036614151483352,0,0,0,0,0,0,0,0,0,0
Clostridium_saudiense,Species,Clostridium_saudiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_rubneri,Species,Streptococcus_rubneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06221919377808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1200745898901444,0,2.0209799999999998,0,0,0,0,0,0.03071082226198533,0,0
Clostridium_porci,Species,Clostridium_porci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_SGB6173,Species,Clostridium_SGB6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia_aeria,Species,Rothia_aeria,0.5526841252616878,0,0,5.307790775299986e-4,0,0,0,0,0,0,0.5798366211659203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6308298958407969,0,0,0,0,0,0.12372671752512573,0,0,0,0,0.06113998777200245,0.6794028859113455,0,0,0,0,0.09725000972500097,0,0,0.378068047392945,0,0,0,0,0,0,0,0,0,0
Bacteroides_xylanisolvens,Species,Bacteroides_xylanisolvens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_perfringens,Species,Clostridium_perfringens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scardovia_wiggsiae,Species,Scardovia_wiggsiae,0.10279344678981474,0,0,0,0,0,0,0,0,0,0.10003052990999468,0,4.353690435369043,0,0,0,0,0,0,0,0,0,0,0.3050326637768484,0,0,0,0,0,0,0.37375784961391534,3.2641896735810327,0,0,0,1.2976332687485939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08383978104545213,0,0,0,0,0,0,0.24351876864035538,0,0,0
Granulicatella_SGB8255,Species,Granulicatella_SGB8255,1.035160015265976,0.02920514018568555,0.7317001463400293,0.4590638138659925,0,0,0.6071299392870061,0.7922,0,0.06397000639700064,0.5176083849576887,0,0,0,0,0,0,1.5747799999999998,1.05452,0,0.17838873265608088,0,0,1.1339703579364069,1.00402989959701,3.132756211191957,0,0,1.8159318821266992,0.9672228792720776,1.8769266639783355,1.1750398824960118,0,0,0,1.2780676537286761,0,0,0,0,2.5464994907001017,0.4763124532847979,0.13948001394800139,4.103674734197982,0.3624000724800145,0,0.7562800756280076,0.9224899077510093,0,1.5405559767101829,3.166719049984285,2.3369500000000003,0,0,0,0,6.093564012427855,0.07394828866445113,6.139465621026912,0
Lactobacillus_crispatus,Species,Lactobacillus_crispatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseburia_sp_AF02_12,Species,Roseburia_sp_AF02_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulicatella_adiacens,Species,Granulicatella_adiacens,0.11089208113125577,0,0,0.0011917492495484873,0,0,0,0.18347000000000002,0,0,0.05091675850317422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04154250699000757,4.039608394151884,0,0,0,0,0.047821438572466825,0,0,0,0,1.0841697831660435,0,0,0,0,0,0,0,0,0.2757163455809415,0.042249987325003804,0,0,0,0,0,0,0,1.4451958394837114,0
Actinomyces_bouchesdurhonensis,Species,Actinomyces_bouchesdurhonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_SGB4793,Species,Blautia_SGB4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces_naeslundii,Species,Actinomyces_naeslundii,0.3411261196211445,0,0,0,0,0,0,0,0,0,0.04103558341086681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38657897868501323,0,0,0,0,0,0.017208433892905876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10971996708400988,0.55755,0,0,0,0,0.21868748077727035,0,0,0
Simiaoa_sunii,Species,Simiaoa_sunii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemella_haemolysans,Species,Gemella_haemolysans,0,0,0,0.0804981551921911,0,0,0,0,0,8.318260831826082,0.2545233571942056,0,0,0,0,0,0,0,0,0,0,0,0,22.684609591906135,0,0,0,0,0,1.0230126671561197,0.9353904264760331,9.8596490140351,0,0,0,0.15992411697769318,0,0,0,0,10.354747929050415,0.31701799166905975,0.19300001930000193,0,3.0424406084881217,0,0,0,0,3.978444436216924,0.009079997276000817,0.31132,0,0,0,0,0.19003291521821658,0.08756008364300517,0,0
Clostridium_sp_AF20_17LB,Species,Clostridium_sp_AF20_17LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_sp_Marseille_P3201T,Species,Blautia_sp_Marseille_P3201T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_sp_MSJ_9,Species,Blautia_sp_MSJ_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_paraputrificum,Species,Clostridium_paraputrificum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_disporicum,Species,Clostridium_disporicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia_mucilaginosa,Species,Rothia_mucilaginosa,2.069778114479365,0.05537229768908759,14.723282944656587,17.620543433651914,0,0,3.1995696800430324,13.96888,0,0.03170000317000032,17.76310945370599,0.011120001112000111,2.02629020262902,0,0,0,15.56782,5.22272,1.1986999999999999,0,0.5949962050595402,0,0.8026099999999999,4.466128808443709,11.684328831567118,20.111688933163933,0,12.30942,0.708604386104229,4.222426729635926,6.128258750915711,3.853179614682038,0.42356995764300426,0,0,2.424568180604183,0,0,0,0,15.924086815182637,5.750369969391849,1.9831701983170198,5.26110912191164,6.825281365056273,21.10516211051621,14.299891429989142,20.66137793386221,0,4.525931963936755,6.053208184037545,15.22882,6.760640709006108,0,0,0,6.069283196484346,0.29272734015412094,16.0336226055645,0
Clostridium_SGB6176,Species,Clostridium_SGB6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_vestibularis,Species,Streptococcus_vestibularis,0.20310812941316614,0.1898840442516608,0,0,0,0,0,0,0,0,0,0,2.6661902666190267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17950746798419895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterocloster_bolteae,Species,Enterocloster_bolteae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parvimonas_micra,Species,Parvimonas_micra,2.082302396583601,4.427495201506353,4.2608908521781705,0.39030288657691764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5236099999999999,0.4875124862860578,0,0,0,0,0,0.40597347324337324,0,0,0,0.06864129017089603,0,0,0,0,0,0.9916145051821565,0,0,0,0,0,0.7100310484117082,0,0,0,0,0,0,0,1.6113767183968637,0,7.36029,0,0,0,0,0,0.7836474722096032,0,0
Lachnospira_pectinoschiza,Species,Lachnospira_pectinoschiza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_infantis,Species,Streptococcus_infantis,0.12388803091089164,0,0,0.031676494759007266,0,0,0.12346998765300124,0.32583,0,0.26720002672000265,1.3263538594852582,0,0,0,0,0,0,0,0,0,0,0,0,0.008523986668564888,2.2742897725710227,0.5028287993465085,0,0,0.5500632684273545,1.7693820143690757,0,0,0.03414999658500034,0,0,0.1442534149788036,0,0,0,0,1.3601597279680544,0.05052996426881141,0,0,0,0,0,0,0,0.04027101452002231,0,0,0,0,0,0,0.3488290511455471,0,0,0
Butyricicoccus_SGB14985,Species,Butyricicoccus_SGB14985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_faecalis,Species,Enterococcus_faecalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200899979910002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_atypica,Species,Veillonella_atypica,0.6275086824485332,3.9381673308709475,0,0.33624353826546605,0,0,0.20313997968600203,0.40115999999999996,0,0,0.2631152454243159,0,0,0,0,0,0,0.6538999999999999,0.28461,0,0.6184536526189295,0,0,0.654476098471255,0,0.3830220223184826,0,5.307110000000001,1.4510032736360483,1.1645342788234228,0,3.5474496452550355,0,0,0,0.3054016474773913,0,0,0,0,1.8232396353520728,2.451883967192545,6.412550641255065,4.160140938335692,0,0,0,0,0,0,0,0,0,0,0,0,0.04049471612012979,0.018268461681743592,2.4023487723006274,0
Dorea_longicatena,Species,Dorea_longicatena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_bifidum,Species,Bifidobacterium_bifidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_wexlerae,Species,Blautia_wexlerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_longum,Species,Bifidobacterium_longum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.04373,0,0,0,0,0.0031918927924259087,0,0,0,0,0,0,0,0,0,0,0,0,3.241435943393257,0,0,0,0,0
Bifidobacterium_pseudocatenulatum,Species,Bifidobacterium_pseudocatenulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerobutyricum_soehngenii,Species,Anaerobutyricum_soehngenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_mutans,Species,Streptococcus_mutans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1643349795157925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerobutyricum_hallii,Species,Anaerobutyricum_hallii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_sp_AF41_9,Species,Ruminococcus_sp_AF41_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3606_SGB4870,Species,GGB3606_SGB4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_parvula,Species,Veillonella_parvula,0.005900863683726552,0.12252184157649428,0,0,0,0,0,0.27035000000000003,0,0,0.13394481791794477,7.200000720000071e-4,26.00546260054626,24.69077,0,0,0,0,0.14766,0,0.46311188721923524,0,0,1.3887094994328848,0,0.01693672806188256,0,0,0,0,2.745578209669926,1.6458298354170164,0,0,0,0.030238688363254357,0,0,0,5.279309472069053,0.929219814156037,1.8623143524109795,0,0,0,0,0,0,0,0.03197605548801571,0,0.54988,0,0,0,0,1.5425524301984093,0.451875772774893,1.5523171929298432,0
Lactobacillus_gasseri,Species,Lactobacillus_gasseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_catus,Species,Coprococcus_catus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_stercoris,Species,Blautia_stercoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorea_formicigenerans,Species,Dorea_formicigenerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megasphaera_micronuciformis,Species,Megasphaera_micronuciformis,0,0.6463814487005232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11930589154475375,0,0,0,0,0,0,0.005007745312750387,0,0,0,0,0,0.18980255291387793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4857577639908603,0,0
Blautia_faecis,Species,Blautia_faecis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_caecimuris,Species,Blautia_caecimuris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus_oris,Species,Limosilactobacillus_oris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3550_SGB4746,Species,GGB3550_SGB4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3653_SGB4964,Species,GGB3653_SGB4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phocaeicola_vulgatus,Species,Phocaeicola_vulgatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_gordonii,Species,Streptococcus_gordonii,0.10465001104404843,0.008921542476972598,0,0,0,0,0,0,0,0,0.38463053218639176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011352332671734274,0,2.2223497777650225,0,0,0,0.05503461515426688,0,0,0,0,0.1423199715360057,0.3849983039942686,0,0,0,0,0,0,0,0.009427929046134337,0,0,0,0,0,0,0,0,0,0
Intestinibacter_bartlettii,Species,Intestinibacter_bartlettii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscillospiraceae_bacterium_CLA_AA_H250,Species,Oscillospiraceae_bacterium_CLA_AA_H250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_delbrueckii,Species,Lactobacillus_delbrueckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyzzerella_nexilis,Species,Tyzzerella_nexilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alloscardovia_omnicolens,Species,Alloscardovia_omnicolens,0,0,0,0,0,0,0,0,0,0,0.14620311566242802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014183553390860693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10802260778165121,0,0,0
Dialister_pneumosintes,Species,Dialister_pneumosintes,0.019970610086081357,0.3347958181965846,0,0,0,0,0,0,0,0,0.04117659916141962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus_portuensis,Species,Limosilactobacillus_portuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_rogosae,Species,Veillonella_rogosae,0.10123794700924056,0.77653875341849,0.18195003639000729,0.843197645504071,0,0,0,0,0,0,0.10466390457101549,0,1.9735801973580196,0,0,0,0,0.49652,0.9744900000000001,1.342564761930874,0,0,0,0,0,0.11109965288343478,0,0,0,0.7666546629706449,0,1.594059840594016,0,0,0,0.31326229011982976,0,0,0,0,0,0,0,0,0,0,0,1.913559808644019,0,0.9021071421418111,9.280787215763835,3.46203,0,0,0,0,0.2808207476269406,1.6041795374686783,0,0
Porphyromonas_bobii,Species,Porphyromonas_bobii,0,0.033093758019008455,1.3161502632300526,1.7274856033686246,0,0,0,0,0,1.6517401651740167,1.015162315676046,0.008770000877000089,0,0,0,0,0,12.251529999999999,3.71436,0.3275693513187687,0,0,0,0,0,0.6573624729045371,0,0,24.18554151412968,4.757609604032084,0,11.319628868037112,0,0,0,2.637442881353463,0,0,2.3776202377620237,0,0.059669988066002384,1.5862706585004906,0,0.32678357429025573,0.047080009416001885,19.782201978220197,4.252550425255042,18.83201811679819,0,2.7347367190119045,29.36817118954864,17.33712,0,0,0,0,16.817047254611378,9.52317840048345,15.28355200213632,0
Prevotella_histicola,Species,Prevotella_histicola,0,1.0108482310940767,0,0,0,0,0,0,0,0,0.023499267574264182,0,0,0,0,0,0,0,0,0,0,0,0,1.0690199806449476,0,0.14664950980516667,0,0,0,0,0,3.8578896142110386,0,0,0,0.2616572217555071,0,0,0,0,1.9640396071920787,3.3040392953021143,7.577080757708075,0,3.2937506587501315,0,0,0,0,0.023003337608271973,0,0,0,0,0,0,0,0.025980407443586907,1.6858477034036854,0
Rothia_SGB49305,Species,Rothia_SGB49305,0.715309118450104,0,0.550400110080022,0.09501946957744577,0,0,0.5387099461290055,3.23892,0,0,1.9675726223560932,0,4.367310436731044,0,0,0,0,0.39938999999999997,0,0,0,0,0,0.10543931396714244,1.4488798551120146,0.36958033592023987,0,0,0,0,3.2187151311979774,2.904239709576029,0,0,0,0.060558309984088524,0,0,0,0,8.102838379432324,0.017240223452507336,2.1465502146550213,0,3.214050642810128,0,0,0,0,0.11841559808374306,0,3.46787,0,0,0,0,0,0,3.9728090982283755,0
Streptococcus_oralis,Species,Streptococcus_oralis,0.12434966310383624,0.034916547628378564,0,0,0,0,0,0,0,1.205350120535012,0.5307127772054889,0.01706000170600017,6.318170631817063,0,0,0,0,0,2.16507,0,0.697406034801321,0,0,16.996159103612758,0,0.09036308301282751,0,5.66626,0.46578204216801683,3.949143617450789,0.5584238801069954,0,0.013719998628000137,0,0,0.3015472010851531,0,0,0,7.729419227058078,0.9102398179520363,0,0.22546002254600225,0,2.2683104536620906,0,0.7110100711010071,0,0,3.711437797619589,0,1.2977,1.020554858425175,0,0,0,0,0.4890553582852004,0,0
Streptococcus_intermedius,Species,Streptococcus_intermedius,0.1572259036274556,0.05259760683926864,0,0.012468300972166946,0,0,0,0,0,0,4.836185527976568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037229298486709944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699947458515595,0.05706998287900514,0,0,0,5.979286286955379,0,0,4.6884099990644525,0,0
Tannerella_serpentiformis,Species,Tannerella_serpentiformis,0.011882011227095642,0,0.05116001023200205,0.1603854137102439,0,0,0,0,0,0,0.010193424254245758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06331665326202249,0.5531833440273127,0.9395099060490094,0,0,0,0.006393727348804534,0,0,0,0,0,0.18139756875827368,0,0,0,0,0,0,0,0.16562605394029775,0.7566597730020681,0.04183,0,0,0,0,0,0.24381126888057106,0,0
Prevotella_salivae,Species,Prevotella_salivae,0.2099422929652372,0.47746961156555956,0,0.18098565073815348,0,0,0.022889997711000226,0,0,0,0.01679094686939494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4126145602594264,1.0925741372976754,0,0,0,0,0,0.8454996252790173,0,0,0,0,0,0.10630303770135689,2.0320502032050203,2.298086503809729,0,0,0,0,0,0.01751045620049199,0.4158298752510374,0,0,0,0,0,0.07145125516104957,0.24295789783315394,0,0
Gemella_morbillorum,Species,Gemella_morbillorum,0.2186831981838185,0.6362244599327552,0.47394009478801896,0.05720396397832739,0,0,0,0,0,0,2.1267693321766012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625292776059295,0,0,0,0,2.2425295514940897,0.5267523641519422,0,0,4.615920923184184,0,0,0,0,1.475015684553633,0,0.23773000000000002,0,0,0,0,0,1.462951896843665,0,0
