"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","p_fdr"
"VitaminA_ugdL","paired_t",9,0.8700496905273238,2.3269475275657805,0.04839173382869869,"36.922 ± 8.266","44.722 ± 10.354",36.922222222222224,8.266162619041827,38.7,34,39.4,20,47.8,27.799999999999997,44.72222222222222,10.354440807906743,46.6,41,50.6,28.2,57,28.8,7.8,0.07020289821123743,15.52979710178876,"cohen_d_paired",0.7756491758552603,0.14517520148609608
"VitaminD_ngdL","paired_t",9,0.1794803002178361,0.17995393768717366,0.8616634295416982,"29.889 ± 6.412","30.444 ± 5.247",29.88888888888889,6.411794687223781,32,26,33,19,39,20,30.444444444444443,5.246692079565731,30,26,33,24,40,16,0.5555555555555556,-6.563562952836336,7.674674063947447,"cohen_d_paired",0.059984645895724546,0.8616634295416982
"VitaminE_ugdL","paired_t",9,0.16019634141829348,-0.2146374051038354,0.8354202525569326,"1196.822 ± 381.187","1168.656 ± 218.162",1196.8222222222223,381.18694487671587,1052,905,1512,760,1903.6,1143.6,1168.6555555555556,218.16169525784719,1225,1048.3,1238,864.3,1594,729.7,-28.166666666666668,-330.78144053065637,274.448107197323,"cohen_d_paired",-0.07154580170127846,0.8616634295416982
