"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","p_fdr"
"chloride_final","paired_t",8,0.9605028264421227,-19.841385873974115,2.0651592567812858e-7,"99.562 ± 13.418","45.688 ± 15.957",99.5625,13.417572433193719,101,90.875,109.375,79,115.5,36.5,45.6875,15.957393047021899,49.75,38.25,56.75,18,62,44,-53.875,-60.295626682214966,-47.45437331778504,"cohen_d_paired",-7.014989249813033,3.2769545633012313e-7
"conductivity_final","paired_t",8,0.48162267946838133,-18.554235596769093,3.2769545633012313e-7,"92.562 ± 8.748","53.875 ± 12.395",92.5625,8.748214103461345,96.5,87.75,98,78,101.5,23.5,53.875,12.39455525624054,58.75,46.625,63.25,30,65,35,-38.6875,-43.617986101482174,-33.757013898517826,"cohen_d_paired",-6.559912905104127,3.2769545633012313e-7
