"variable","method","n_pairs","shapiro_p","stat","p_value","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","fisher_p","fisher_or","fisher_ci_low","fisher_ci_high","or_ha","or_ha_ci_low","or_ha_ci_high","cutoff_used"
"Calprotectin","wilcoxon_paired",14,0.015632197393127305,81,0.07359392381144043,"28.625 [20.125-48.208]","23.150 [16.100-27.220]",37.82857142857143,26.632386258129365,28.625,20.125,48.2075,8.76,97.84,89.08,21.463571428571427,8.305915970553164,23.15,16.1,27.220000000000002,0.03,31.5,31.47,-5.91,NA,NA,"rank_biserial_r",0.22857142857142854,0.09777777777777759,Inf,0.7308549740364352,Inf,12.428571428571429,NA,NA,50
