"variable","method","n_pairs","shapiro_p","stat","p_value","p_fdr","group_T0","group_T12","mean_T0","sd_T0","median_T0","q1_T0","q3_T0","min_T0","max_T0","range_T0","mean_T12","sd_T12","median_T12","q1_T12","q3_T12","min_T12","max_T12","range_T12","diff_estimate","ci_low","ci_high","effect_type","effect_value","fisher_p","fisher_or","fisher_ci_low","fisher_ci_high","or_ha","or_ha_ci_low","or_ha_ci_high","cutoff_used"
"serum_cholesterol_mgdL","paired_t",8,0.953200636967956,2.2956218151237997,0.05534704095783494,0.15656532556106215,"127.625 ± 20.283","147.875 ± 39.190",127.625,20.283261924200314,125,111.25,133.75,108,167,59,147.875,39.18978547675766,149,117,179.5,92,203,111,20.25,-0.6086801098035256,41.10868010980353,"cohen_d_paired",0.8116248762569048,NA,NA,NA,NA,NA,NA,NA,NA
"serum_HDL_mgdL","paired_t",7,0.6977066854174669,0.7425014738668885,0.48582496431141153,0.521860613622368,"52.286 ± 12.829","55.857 ± 7.967",52.285714285714285,12.828539611796371,46,43,60,40,74,34,55.857142857142854,7.967194642795572,58,55.5,60,39,63,24,3.5714285714285716,-8.198205839442634,15.341062982299778,"cohen_d_paired",0.28063917827867296,NA,NA,NA,NA,NA,NA,NA,NA
"serum_LDL_mgdL","paired_t",7,0.16078999485212087,2.255142393689473,0.06498036817092537,0.15656532556106215,"66.714 ± 16.028","87.714 ± 30.374",66.71428571428571,16.02824887206216,63,55,73,52,96,44,87.71428571428571,30.37386094278152,77,67.5,109.5,49,134,85,21,-1.785766884536669,43.78576688453666,"cohen_d_paired",0.8523637063916089,NA,NA,NA,NA,NA,NA,NA,NA
"serum_triglycerides_mgdL","paired_t",8,0.7643730930509784,0.6741295197365169,0.521860613622368,0.521860613622368,"53.250 ± 17.790","57.875 ± 20.972",53.25,17.790446874657196,48.5,40.75,62.25,32,85,53,57.875,20.972345737048247,59.5,46.25,67.5,23,90,67,4.625,-11.597976213667522,20.847976213667526,"cohen_d_paired",0.2383407774018608,NA,NA,NA,NA,NA,NA,NA,NA
"LDL_HDL_ratio","paired_t",7,0.1139730358917365,1.0496121774595697,0.3343229722175786,0.521860613622368,"1.322 ± 0.375","1.573 ± 0.493",1.3216431322021385,0.37534305221696007,1.2380952380952381,1.1136363636363638,1.4673913043478262,0.8513513513513513,2,1.1486486486486487,1.5734835572439183,0.4930859920480771,1.6666666666666667,1.2193486590038316,1.8253681578216172,0.9074074074074074,2.3508771929824563,1.443469785575049,0.25184042504177984,-0.33526339660367166,0.8389442466872312,"cohen_d_paired",0.3967161135175738,NA,NA,NA,NA,NA,NA,NA,NA
"HDL_LDL_ratio","paired_t",7,0.5808570970249944,-0.8583806874945644,0.4236412228310589,0.521860613622368,"0.809 ± 0.223","0.697 ± 0.237",0.8086780943923801,0.22303663548944874,0.8076923076923077,0.6818181818181819,0.9074074074074074,0.5,1.1746031746031746,0.6746031746031746,0.6966415088738316,0.23669976029624715,0.6,0.5479149291075897,0.8266233766233766,0.4253731343283582,1.1020408163265305,0.6766676819981723,-0.11203658551854849,-0.4314096246153642,0.20733645357826724,"cohen_d_paired",-0.32443740419018124,NA,NA,NA,NA,NA,NA,NA,NA
"non_HDL_mgdL","paired_t",7,0.3072750813303342,2.231801430749753,0.0670994252404552,0.15656532556106215,"77.571 ± 14.876","100.000 ± 30.952",77.57142857142857,14.875675254781353,71,66,86.5,64,103,39,100,30.95157508108432,89,84.5,121,54,146,92,22.428571428571427,-2.1617601648563047,47.018903021999165,"cohen_d_paired",0.8435416516345697,NA,NA,NA,NA,NA,NA,NA,NA
