FeatureID,SampleID,RelAbundance,Time,sign|Time
Blautia_obeum,A13H12,0,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A13H12,0,T12,TRUE
Adlercreutzia_equolifaciens,A13H12,0,T12,TRUE
Dysosmobacter_welbionis,A13H12,0,T12,TRUE
Hungatella_hathewayi,A16H0,0,T0,TRUE
Flavonifractor_plautii,A16H0,0,T0,TRUE
Anaerostipes_hadrus,A16H0,0.09601004612309824,T0,TRUE
Actinomyces_SGB17132,A16H0,8.023013913245346e-4,T0,TRUE
Blautia_wexlerae,A16H0,0.009529144601224329,T0,TRUE
Bifidobacterium_pseudocatenulatum,A16H0,0,T0,TRUE
Ruminococcus_sp_AF41_9,A16H0,0.0013218647808275817,T0,TRUE
Lactobacillus_gasseri,A16H0,0.009718580293345908,T0,TRUE
Blautia_obeum,A16H0,5.415965206854791e-6,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A16H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A16H0,0,T0,TRUE
Dysosmobacter_welbionis,A16H0,0,T0,TRUE
Hungatella_hathewayi,A16H12,0,T12,TRUE
Flavonifractor_plautii,A16H12,0,T12,TRUE
Anaerostipes_hadrus,A16H12,0.032901437736089605,T12,TRUE
Actinomyces_SGB17132,A16H12,0,T12,TRUE
Blautia_wexlerae,A16H12,0.0434752251808119,T12,TRUE
Bifidobacterium_pseudocatenulatum,A16H12,0,T12,TRUE
Ruminococcus_sp_AF41_9,A16H12,0.02138375047751035,T12,TRUE
Lactobacillus_gasseri,A16H12,7.964620438314376e-4,T12,TRUE
Blautia_obeum,A16H12,0.002104484997347037,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A16H12,1.100624099723881e-5,T12,TRUE
Adlercreutzia_equolifaciens,A16H12,0,T12,TRUE
Dysosmobacter_welbionis,A16H12,0,T12,TRUE
Hungatella_hathewayi,A17H0,0,T0,TRUE
Flavonifractor_plautii,A17H0,0.006315601311466837,T0,TRUE
Anaerostipes_hadrus,A17H0,0.11688494696835801,T0,TRUE
