"featureID","var","group1","group2","effect","se","padj"
"Fusobacterium_periodonticum","Time","T0","T12",0.994407279424444,0.207525956713683,0.0204441401689835
"Neisseria_subflava","Time","T0","T12",2.0423666732177,0.281108190125976,0.00106716444663516
"Prevotella_pallens","Time","T0","T12",2.36217855325061,0.306468085705795,0.000706838449421668
"TM7_phylum_sp_oral_taxon_351","Time","T0","T12",-1.27214452021315,0.273877404188421,0.0290011217297406
